construct_id	u2os_cas9b_t21_S3_trimmed53_len_filtered_counts	u2os_trex2b_t21_S5_trimmed53_len_filtered_counts	u2os_trex2a_t21_S4_trimmed53_len_filtered_counts	u2os_parent_t21_S1_trimmed53_len_filtered_counts	u2os_cas9a_t21_S2_trimmed53_len_filtered_counts
CHEK2_chr22_29090029__CDKN1B_chr12_12870931	71	65	1	331	40
CHEK2_chr22_29090029__CDKN2A_chr9_21968726	12	2	270	166	1
CHEK2_chr22_29090029__CDKN2A_chr9_21994327	557	13	2	53	59
CHEK2_chr22_29090029__CHEK1_chr11_125496644	155	1140	578	502	309
CHEK2_chr22_29090029__CHEK1_chr11_125496687	382	361	1349	650	58
CHEK2_chr22_29090029__DHFR_chr5_79950216	374	0	115	228	292
CHEK2_chr22_29090029__DHFR_chr5_79950217	1121	423	2078	577	687
CHEK2_chr22_29090029__EGFR_chr7_55209992	205	36	181	370	785
CHEK2_chr22_29090029__ERBB2_chr17_37855800	477	242	61	371	67
CHEK2_chr22_29090029__ERBB2_chr17_37868292	20	154	2	294	21
CHEK2_chr22_29090029__FGFR2_chr10_123353328	496	1460	1799	64	393
CHEK2_chr22_29090029__FGFR3_chr4_1795655	867	27	8	205	944
CHEK2_chr22_29090029__FGFR3_chr4_1795736	62	4	25	221	43
CHEK2_chr22_29090029__FLT3_chr13_28636131	126	963	9	252	252
CHEK2_chr22_29090029__FLT3_chr13_28636172	532	1486	519	641	1627
CHEK2_chr22_29090029__FNTA_chr8_42911471	826	103	1711	250	25
CHEK2_chr22_29090029__FNTA_chr8_42914260	3	2	1	748	0
CHEK2_chr22_29090029__FNTA_chr8_42924781	75	18	587	10	126
CHEK2_chr22_29090029__GATA3_chr10_8097612	328	11	20	890	189
CHEK2_chr22_29090029__HDAC1_chr1_32757816	878	91	483	270	1110
CHEK2_chr22_29090029__HDAC1_chr1_32792601	168	53	1	236	0
CHEK2_chr22_29090029__HDAC1_chr1_32792637	1035	1	66	197	3
CHEK2_chr22_29090029__HDAC2_chr6_114266539	252	3	17	141	6
CHEK2_chr22_29090029__HDAC2_chr6_114267214	206	3	216	2	19
CHEK2_chr22_29090029__HDAC6_chrX_48661089	1385	944	2247	486	25
CHEK2_chr22_29090029__HSP90AA1_chr14_102552141	421	1059	1018	137	37
CHEK2_chr22_29090029__IGF1R_chr15_99434664	32	123	3396	208	8
CHEK2_chr22_29090029__JAK2_chr9_5050721	216	3	105	217	20
CHEK2_chr22_29090029__KDM5C_chrX_53241021	1	1	0	1	224
CHEK2_chr22_29090029__KDM5C_chrX_53254068	2093	828	1101	1095	1745
CHEK2_chr22_29090029__KDM6A_chrX_44820615	1441	243	3248	197	508
CHEK2_chr22_29090029__KIT_chr4_55524164	25	36	3294	164	246
CHEK2_chr22_29090029__KMT2D_chr12_49448161	3	3	4	40	149
CHEK2_chr22_29090029__KMT2D_chr12_49448168	259	392	3	449	235
CHEK2_chr22_29090029__KMT2D_chr12_49448468	1024	4	155	631	1023
CHEK2_chr22_29090029__MAP2K1_chr15_66679756	188	3	2	548	478
CHEK2_chr22_29090029__MAP3K1_chr5_56152466	90	0	1098	852	68
CHEK2_chr22_29090029__MLH1_chr3_37035029	1288	9	2050	393	305
CHEK2_chr22_29090029__MSH6_chr2_48018111	752	262	7738	342	572
CHEK2_chr22_29090029__MSH6_chr2_48018154	365	292	1555	306	345
CHEK2_chr22_29090029__NF1_chr17_29422308	807	228	1247	1077	207
CHEK2_chr22_29090029__NF1_chr17_29483038	5	2	2	35	45
CHEK2_chr22_29090029__NonTargetingControlGuideForHuman0362	361	3414	28	1152	147
CHEK2_chr22_29090029__NonTargetingControlGuideForHuman0412	221	6	207	457	179
CHEK2_chr22_29090029__PARP1_chr1_226578249	559	16	327	517	900
CHEK2_chr22_29090029__PARP1_chr1_226578301	396	0	2	383	230
CHEK2_chr22_29090029__PBRM1_chr3_52696257	81	3	598	104	19
CHEK2_chr22_29090029__PBRM1_chr3_52713723	0	733	610	677	495
CHEK2_chr22_29090029__PDGFRA_chr4_55124932	444	1986	2191	336	269
CHEK2_chr22_29090029__PDGFRA_chr4_55124963	725	8	101	256	190
CHEK2_chr22_29090029__PIK3R1_chr5_67576410	660	117	89	250	174
CHEK2_chr22_29090029__PIK3R1_chr5_67576421	198	216	1	146	107
CHEK2_chr22_29090029__PRKDC_chr8_48872683	907	484	259	622	927
CHEK2_chr22_29090029__PTEN_chr10_89653786	149	1	2	259	230
CHEK2_chr22_29090029__PTEN_chr10_89711868	501	394	2829	816	368
CHEK2_chr22_29090029__RB1_chr13_48878054	327	2	831	76	242
CHEK2_chr22_29090029__ROR1_chr1_64240072	312	2	580	212	295
CHEK2_chr22_29090029__ROR1_chr1_64240089	202	1485	84	268	982
CHEK2_chr22_29090029__ROR1_chr1_64240143	1433	826	2495	832	617
CHEK2_chr22_29090029__RPS6KB1_chr17_57970538	1674	98	2	825	735
CHEK2_chr22_29090029__RPS6KB1_chr17_57987949	686	3	418	627	404
CHEK2_chr22_29090029__RUNX1_chr21_36421144	6	4	135	91	10
CHEK2_chr22_29090029__SETD2_chr3_47142951	306	1	2	126	66
CHEK2_chr22_29090029__SETD2_chr3_47205411	50	91	42	267	644
CHEK2_chr22_29090029__SMARCA4_chr19_11094819	300	197	320	435	424
CHEK2_chr22_29090029__SMARCA4_chr19_11094851	375	178	83	565	65
CHEK2_chr22_29090029__SMARCA4_chr19_11095011	695	83	796	627	790
CHEK2_chr22_29090029__SMARCB1_chr22_24133949	131	2	4	196	1
CHEK2_chr22_29090029__SMARCB1_chr22_24133993	866	416	136	77	308
CHEK2_chr22_29090029__SMO_chr7_128828974	518	26	472	1083	1066
CHEK2_chr22_29090029__SRC_chr20_36012562	138	2331	221	281	392
CHEK2_chr22_29090029__SRC_chr20_36014563	941	2	151	219	161
CHEK2_chr22_29090029__TOP1_chr20_39657693	54	2865	1	757	21
CHEK2_chr22_29090029__TOP1_chr20_39690055	37	31	1	163	52
CHEK2_chr22_29090029__TOP1_chr20_39690109	231	43	521	424	300
CHEK2_chr22_29090029__TP53_chr17_7577537	118	671	7	328	143
CHEK2_chr22_29090029__TSC1_chr9_135804256	124	2	0	115	46
CHEK2_chr22_29090029__TYMS_chr18_657730	1276	3638	3	238	454
CHEK2_chr22_29090029__TYMS_chr18_659665	296	3789	21	644	11
CHEK2_chr22_29090029__VEGFA_chr6_43738425	3	94	234	510	4
CHEK2_chr22_29090029__VEGFA_chr6_43742077	418	2	430	223	574
CHEK2_chr22_29090029__VHL_chr3_10183518	903	33	3	184	378
CHEK2_chr22_29090029__VHL_chr3_10183791	1164	424	454	615	830
CHEK2_chr22_29090029__WEE1_chr11_9595542	240	821	2193	102	92
CHEK2_chr22_29090029__WEE1_chr11_9595845	192	159	616	314	1
CHEK2_chr22_29130694__ABL1_chr9_133738283	1178	100	6	121	124
CHEK2_chr22_29130694__ABL1_chr9_133738356	2172	1	165	852	322
CHEK2_chr22_29130694__AKT1_chr14_105239609	118	245	411	1412	556
CHEK2_chr22_29130694__AKT1_chr14_105239686	595	1087	1691	778	1269
CHEK2_chr22_29130694__ALK_chr2_30143522	422	40	3	227	471
CHEK2_chr22_29130694__APC_chr5_112102023	319	202	5	156	180
CHEK2_chr22_29130694__ARID1A_chr1_27022876	1002	1225	1329	490	553
CHEK2_chr22_29130694__ARID1A_chr1_27056286	651	3	1165	411	360
CHEK2_chr22_29130694__ARID1A_chr1_27056288	738	1688	389	779	251
CHEK2_chr22_29130694__ARID2_chr12_46123614	0	2	0	45	317
CHEK2_chr22_29130694__ARID2_chr12_46205318	493	4	8	209	613
CHEK2_chr22_29130694__ARID2_chr12_46254608	356	961	618	564	590
CHEK2_chr22_29130694__ATM_chr11_108098350	506	116	2	678	380
CHEK2_chr22_29130694__ATM_chr11_108098390	210	1	513	309	41
CHEK2_chr22_29130694__BCL2_chr18_60985877	984	1204	1239	626	1076
CHEK2_chr22_29130694__BRCA1_chr17_41267735	213	0	176	211	306
CHEK2_chr22_29130694__BRD4_chr19_15376403	1776	37	2579	784	153
CHEK2_chr22_29130694__BRD4_chr19_15383894	3	5	3	337	18
CHEK2_chr22_29130694__BTK_chrX_100626613	6	276	1283	250	54
CHEK2_chr22_29130694__CASP8_chr2_202131404	959	129	3975	523	916
CHEK2_chr22_29130694__CDH1_chr16_68772250	106	47	366	117	638
CHEK2_chr22_29130694__CDK6_chr7_92252365	332	473	215	613	979
CHEK2_chr22_29130694__CDK6_chr7_92462628	16	51	1	92	262
CHEK2_chr22_29130694__CDK9_chr9_130548409	1550	9156	668	1170	621
CHEK2_chr22_29130694__CDK9_chr9_130548998	23	1	57	940	27
CHEK2_chr22_29130694__CDK9_chr9_130550235	445	1426	216	269	126
CHEK2_chr22_29130694__CDKN1B_chr12_12870777	347	1	2583	573	645
CHEK2_chr22_29130694__CDKN1B_chr12_12870931	345	326	96	221	291
CHEK2_chr22_29130694__CDKN2A_chr9_21968726	125	425	175	291	343
CHEK2_chr22_29130694__CDKN2A_chr9_21994327	416	4210	2752	272	480
CHEK2_chr22_29130694__CHEK1_chr11_125496644	81	2	0	185	235
CHEK2_chr22_29130694__DHFR_chr5_79950216	2586	762	1030	1401	1150
CHEK2_chr22_29130694__DHFR_chr5_79950217	765	138	667	164	235
CHEK2_chr22_29130694__EGFR_chr7_55209986	1543	1153	1425	806	1804
CHEK2_chr22_29130694__EGFR_chr7_55209992	355	69	158	71	1582
CHEK2_chr22_29130694__FGFR2_chr10_123298118	1584	249	2172	314	128
CHEK2_chr22_29130694__FGFR2_chr10_123298215	487	237	972	252	287
CHEK2_chr22_29130694__FGFR2_chr10_123353328	117	245	2	136	83
CHEK2_chr22_29130694__FGFR3_chr4_1795736	1170	1712	1051	1051	1274
CHEK2_chr22_29130694__FLT3_chr13_28636172	422	393	743	1012	864
CHEK2_chr22_29130694__FLT3_chr13_28674643	850	1325	515	1616	730
CHEK2_chr22_29130694__FNTA_chr8_42911471	317	373	407	492	251
CHEK2_chr22_29130694__FNTA_chr8_42914260	49	1	0	505	668
CHEK2_chr22_29130694__FNTA_chr8_42924781	1204	47	69	253	986
CHEK2_chr22_29130694__GATA3_chr10_8097612	1139	748	311	683	569
CHEK2_chr22_29130694__GATA3_chr10_8097722	320	470	98	396	249
CHEK2_chr22_29130694__HDAC1_chr1_32757816	547	1407	1	552	972
CHEK2_chr22_29130694__HDAC1_chr1_32792637	767	496	10	935	513
CHEK2_chr22_29130694__HDAC2_chr6_114266539	1438	439	241	1263	625
CHEK2_chr22_29130694__HDAC2_chr6_114292056	362	113	109	281	902
CHEK2_chr22_29130694__HDAC6_chrX_48661385	917	4125	6732	1912	708
CHEK2_chr22_29130694__HSP90AA1_chr14_102552141	267	4	19	201	711
CHEK2_chr22_29130694__IGF1R_chr15_99192824	1084	1260	897	699	667
CHEK2_chr22_29130694__JAK2_chr9_5050721	651	978	222	190	72
CHEK2_chr22_29130694__JAK2_chr9_5050816	1547	34	5	549	467
CHEK2_chr22_29130694__KDM5C_chrX_53241022	1047	1290	26	138	306
CHEK2_chr22_29130694__KDM6A_chrX_44732838	445	2	42	687	510
CHEK2_chr22_29130694__KIT_chr4_55524229	317	0	1095	355	112
CHEK2_chr22_29130694__KMT2D_chr12_49448161	377	0	299	279	298
CHEK2_chr22_29130694__KMT2D_chr12_49448468	1071	4	3948	154	875
CHEK2_chr22_29130694__MAP3K1_chr5_56111382	1	2	360	53	36
CHEK2_chr22_29130694__MAP3K1_chr5_56152466	105	57	1	575	355
CHEK2_chr22_29130694__MET_chr7_116339123	450	3	582	37	113
CHEK2_chr22_29130694__MET_chr7_116340188	3652	4	1293	576	587
CHEK2_chr22_29130694__MET_chr7_116340207	51	5	3385	189	35
CHEK2_chr22_29130694__MLH1_chr3_37045912	0	0	1	21	188
CHEK2_chr22_29130694__MSH6_chr2_48018154	485	0	186	351	168
CHEK2_chr22_29130694__MTOR_chr1_11319459	328	1	5	273	2
CHEK2_chr22_29130694__NF1_chr17_29422308	1678	6	526	501	705
CHEK2_chr22_29130694__NF1_chr17_29483039	188	3	43	312	617
CHEK2_chr22_29130694__NonTargetingControlGuideForHuman0362	909	128	223	749	315
CHEK2_chr22_29130694__NonTargetingControlGuideForHuman0412	1850	1	246	241	392
CHEK2_chr22_29130694__PARP1_chr1_226578249	633	107	242	649	796
CHEK2_chr22_29130694__PDGFRA_chr4_55124932	180	5	1	467	19
CHEK2_chr22_29130694__PDGFRA_chr4_55124963	1230	8	728	672	1456
CHEK2_chr22_29130694__PIK3CA_chr3_178916614	656	2603	337	839	846
CHEK2_chr22_29130694__PIK3R1_chr5_67522521	839	2757	966	1010	190
CHEK2_chr22_29130694__PIK3R1_chr5_67576410	544	2	585	285	104
CHEK2_chr22_29130694__PIK3R1_chr5_67576421	383	174	22	431	0
CHEK2_chr22_29130694__PRKDC_chr8_48686398	822	211	1147	553	226
CHEK2_chr22_29130694__PRKDC_chr8_48872683	474	1	895	1167	669
CHEK2_chr22_29130694__RB1_chr13_48878054	262	119	457	355	946
CHEK2_chr22_29130694__ROR1_chr1_64240089	909	462	388	1460	2514
CHEK2_chr22_29130694__ROR1_chr1_64240143	307	8174	1205	354	226
CHEK2_chr22_29130694__RPS6KB1_chr17_57987922	1232	4	164	217	321
CHEK2_chr22_29130694__RPS6KB1_chr17_57987949	1263	235	443	924	192
CHEK2_chr22_29130694__RUNX1_chr21_36421144	827	1932	1708	588	545
CHEK2_chr22_29130694__SETD2_chr3_47142951	98	272	598	277	172
CHEK2_chr22_29130694__SMAD4_chr18_48573460	665	23	134	287	307
CHEK2_chr22_29130694__SMARCB1_chr22_24129339	57	18	19	257	5
CHEK2_chr22_29130694__SMARCB1_chr22_24133993	68	60	117	406	684
CHEK2_chr22_29130694__SMO_chr7_128845081	517	93	6	244	1146
CHEK2_chr22_29130694__SRC_chr20_36014563	1014	186	89	327	83
CHEK2_chr22_29130694__TOP1_chr20_39690109	230	218	1	118	284
CHEK2_chr22_29130694__TP53_chr17_7577537	607	606	554	519	369
CHEK2_chr22_29130694__TSC1_chr9_135796796	1515	124	180	1087	702
CHEK2_chr22_29130694__TSC1_chr9_135804256	311	272	1	806	1036
CHEK2_chr22_29130694__TYMS_chr18_657730	162	273	7989	924	804
CHEK2_chr22_29130694__VEGFA_chr6_43738425	577	240	1117	386	576
CHEK2_chr22_29130694__VHL_chr3_10183773	701	290	62	391	206
CHEK2_chr22_29130694__VHL_chr3_10183791	104	1	181	488	329
CHEK2_chr22_29130694__WEE1_chr11_9595462	493	531	2578	785	482
CHEK2_chr22_29130694__WEE1_chr11_9595542	827	245	24	206	1010
DHFR_chr5_79949819__ABL1_chr9_133589790	9	0	0	232	94
DHFR_chr5_79949819__ABL1_chr9_133738283	17	8	1	427	228
DHFR_chr5_79949819__ADA_chr20_43257696	21	107	377	131	2
DHFR_chr5_79949819__ADA_chr20_43257769	432	0	73	470	113
DHFR_chr5_79949819__AKT1_chr14_105239609	202	161	0	544	390
DHFR_chr5_79949819__AKT1_chr14_105239686	1094	211	1063	1849	320
DHFR_chr5_79949819__AKT1_chr14_105258968	224	119	1	358	139
DHFR_chr5_79949819__ALK_chr2_29541171	49	1	963	64	0
DHFR_chr5_79949819__ALK_chr2_29541172	70	202	1474	22	17
DHFR_chr5_79949819__APC_chr5_112043408	1006	236	4	467	352
DHFR_chr5_79949819__APC_chr5_112102933	6	1	641	227	96
DHFR_chr5_79949819__ARID1A_chr1_27056286	454	1	4	95	0
DHFR_chr5_79949819__BCL2_chr18_60985877	74	159	6	652	5
DHFR_chr5_79949819__BRCA1_chr17_41267735	0	0	0	181	224
DHFR_chr5_79949819__BRCA2_chr13_32890586	282	10	132	473	197
DHFR_chr5_79949819__BRCA2_chr13_32912006	187	0	90	462	66
DHFR_chr5_79949819__BRD4_chr19_15376361	34	0	39	284	106
DHFR_chr5_79949819__BRD4_chr19_15383894	72	1	1	90	43
DHFR_chr5_79949819__BTK_chrX_100629565	123	6	144	327	30
DHFR_chr5_79949819__CASP8_chr2_202134297	99	103	12866	141	13
DHFR_chr5_79949819__CDH1_chr16_68771300	1803	186	996	394	240
DHFR_chr5_79949819__CDH1_chr16_68772250	414	581	1	410	35
DHFR_chr5_79949819__CDH1_chr16_68772255	283	301	86	429	173
DHFR_chr5_79949819__CDK4_chr12_58143253	89	5	1	218	81
DHFR_chr5_79949819__CDK4_chr12_58144705	203	378	430	161	114
DHFR_chr5_79949819__CDK4_chr12_58145497	1094	0	1	509	466
DHFR_chr5_79949819__CDK9_chr9_130548409	194	502	4	301	190
DHFR_chr5_79949819__CDK9_chr9_130548998	155	1	0	421	0
DHFR_chr5_79949819__CDKN1B_chr12_12870931	0	117	0	65	68
DHFR_chr5_79949819__CDKN1B_chr12_12871196	174	0	105	535	324
DHFR_chr5_79949819__CDKN2A_chr9_21971100	210	460	235	206	0
DHFR_chr5_79949819__CDKN2A_chr9_21994327	251	151	0	512	1038
DHFR_chr5_79949819__CHEK1_chr11_125496644	619	1	0	157	836
DHFR_chr5_79949819__CHEK1_chr11_125496687	237	1	0	612	116
DHFR_chr5_79949819__CHEK1_chr11_125499147	15	0	0	236	262
DHFR_chr5_79949819__CHEK2_chr22_29085137	116	929	460	415	48
DHFR_chr5_79949819__CHEK2_chr22_29090029	58	1	2	68	682
DHFR_chr5_79949819__CHEK2_chr22_29130694	264	1169	4	248	444
DHFR_chr5_79949819__EGFR_chr7_55209986	350	3262	268	170	922
DHFR_chr5_79949819__ERBB2_chr17_37868221	298	217	292	531	171
DHFR_chr5_79949819__FGFR2_chr10_123298118	69	12	2111	224	399
DHFR_chr5_79949819__FGFR2_chr10_123298215	28	116	31	208	22
DHFR_chr5_79949819__FGFR2_chr10_123353328	552	331	128	305	399
DHFR_chr5_79949819__FGFR3_chr4_1795655	408	549	1	604	239
DHFR_chr5_79949819__FGFR3_chr4_1795736	37	3	8	380	254
DHFR_chr5_79949819__FLT3_chr13_28636131	591	1	913	111	175
DHFR_chr5_79949819__FNTA_chr8_42911471	5	249	557	219	537
DHFR_chr5_79949819__FNTA_chr8_42914260	373	105	0	398	526
DHFR_chr5_79949819__FNTA_chr8_42924781	3	1	1727	64	27
DHFR_chr5_79949819__HDAC1_chr1_32792601	158	0	0	150	924
DHFR_chr5_79949819__HDAC2_chr6_114266539	157	1219	1	163	2
DHFR_chr5_79949819__HDAC6_chrX_48661089	1	961	1	227	44
DHFR_chr5_79949819__HDAC6_chrX_48674389	198	69	188	70	330
DHFR_chr5_79949819__HSP90AA1_chr14_102551760	211	0	1	26	32
DHFR_chr5_79949819__HSP90AA1_chr14_102552141	125	2	1	210	98
DHFR_chr5_79949819__IGF1R_chr15_99434664	13	43	0	315	204
DHFR_chr5_79949819__IGF1R_chr15_99434807	1399	81	3	888	462
DHFR_chr5_79949819__KDM5C_chrX_53241021	100	0	1	58	18
DHFR_chr5_79949819__KDM5C_chrX_53241022	325	1	741	636	185
DHFR_chr5_79949819__KDM6A_chrX_44732838	135	127	32	728	144
DHFR_chr5_79949819__KDM6A_chrX_44820615	42	112	0	263	66
DHFR_chr5_79949819__KIT_chr4_55524164	137	94	31	274	804
DHFR_chr5_79949819__KIT_chr4_55524229	1136	2	600	2469	213
DHFR_chr5_79949819__KMT2D_chr12_49448161	1	0	16	377	184
DHFR_chr5_79949819__KMT2D_chr12_49448168	1520	27	1222	1103	211
DHFR_chr5_79949819__KMT2D_chr12_49448468	754	269	1338	275	89
DHFR_chr5_79949819__MAP3K1_chr5_56111382	53	0	56	94	1
DHFR_chr5_79949819__MAP3K1_chr5_56152466	276	98	4	449	30
DHFR_chr5_79949819__MLH1_chr3_37035029	40	1	2977	10	4
DHFR_chr5_79949819__MLH1_chr3_37038179	328	367	1923	1225	959
DHFR_chr5_79949819__MSH6_chr2_48010356	52	8	42	1	59
DHFR_chr5_79949819__MSH6_chr2_48018154	2	2	0	208	165
DHFR_chr5_79949819__MTOR_chr1_11317010	263	0	1943	457	244
DHFR_chr5_79949819__NF1_chr17_29422308	214	889	2	275	408
DHFR_chr5_79949819__NF1_chr17_29483038	37	627	0	186	0
DHFR_chr5_79949819__NonTargetingControlGuideForHuman0352	135	785	158	732	680
DHFR_chr5_79949819__PARP1_chr1_226595581	2	0	5	205	1
DHFR_chr5_79949819__PBRM1_chr3_52713723	62	1	0	76	0
DHFR_chr5_79949819__PDGFRA_chr4_55124963	374	3	1	346	1
DHFR_chr5_79949819__PDGFRA_chr4_55129914	287	0	71	362	179
DHFR_chr5_79949819__PIK3CA_chr3_178919167	8	1	365	215	9
DHFR_chr5_79949819__PIK3R1_chr5_67576421	50	1	127	62	3
DHFR_chr5_79949819__PRKDC_chr8_48686781	64	283	173	338	164
DHFR_chr5_79949819__PRKDC_chr8_48872683	140	30	18	493	111
DHFR_chr5_79949819__PTEN_chr10_89653786	244	1	65	552	291
DHFR_chr5_79949819__PTEN_chr10_89685297	95	7	1	293	184
DHFR_chr5_79949819__RB1_chr13_48878054	1	0	1	43	213
DHFR_chr5_79949819__RB1_chr13_48934148	92	2	53	301	2
DHFR_chr5_79949819__RB1_chr13_48936969	263	2	2	369	358
DHFR_chr5_79949819__ROR1_chr1_64240072	691	3	395	354	58
DHFR_chr5_79949819__ROR1_chr1_64240089	219	0	0	110	180
DHFR_chr5_79949819__RPS6KB1_chr17_57970538	0	3	7651	675	31
DHFR_chr5_79949819__RPS6KB1_chr17_57987949	468	4	11	144	204
DHFR_chr5_79949819__RUNX1_chr21_36252860	264	68	25	321	2066
DHFR_chr5_79949819__RUNX1_chr21_36252902	159	86	949	405	208
DHFR_chr5_79949819__RUNX1_chr21_36421144	750	179	1602	620	127
DHFR_chr5_79949819__SETD2_chr3_47205411	136	0	220	316	1051
DHFR_chr5_79949819__SMARCB1_chr22_24133949	399	335	1140	419	1028
DHFR_chr5_79949819__SMO_chr7_128828974	113	10	63	309	59
DHFR_chr5_79949819__SMO_chr7_128845117	198	0	1	414	54
DHFR_chr5_79949819__SRC_chr20_36012562	234	1	1	1	190
DHFR_chr5_79949819__SRC_chr20_36022600	354	0	54	258	748
DHFR_chr5_79949819__TOP1_chr20_39690055	212	1	0	167	0
DHFR_chr5_79949819__TP53_chr17_7578373	361	4	0	44	1
DHFR_chr5_79949819__TSC1_chr9_135796748	850	142	2150	192	593
DHFR_chr5_79949819__TSC1_chr9_135796796	411	2	399	309	364
DHFR_chr5_79949819__TSC1_chr9_135804256	0	0	0	135	60
DHFR_chr5_79949819__VEGFA_chr6_43742077	678	28	516	319	12
DHFR_chr5_79949819__VHL_chr3_10183791	77	0	60	184	0
DHFR_chr5_79949819__WEE1_chr11_9595462	144	5	0	208	92
DHFR_chr5_79949819__WEE1_chr11_9595542	653	1466	224	835	711
DHFR_chr5_79949819__WEE1_chr11_9595845	1	1	0	10	82
DHFR_chr5_79950216__ABL1_chr9_133589790	164	159	5	153	358
DHFR_chr5_79950216__AKT1_chr14_105258968	527	270	1689	225	329
DHFR_chr5_79950216__APC_chr5_112102023	404	97	8	220	48
DHFR_chr5_79950216__APC_chr5_112102933	114	935	19	216	404
DHFR_chr5_79950216__ARID1A_chr1_27022876	133	61	452	201	181
DHFR_chr5_79950216__ARID2_chr12_46123614	246	0	0	290	210
DHFR_chr5_79950216__ARID2_chr12_46254608	101	464	2710	1184	1275
DHFR_chr5_79950216__ATM_chr11_108098350	3	1	154	99	166
DHFR_chr5_79950216__ATM_chr11_108098390	193	127	103	135	105
DHFR_chr5_79950216__ATM_chr11_108098402	260	0	0	2	23
DHFR_chr5_79950216__BCL2_chr18_60795945	269	2	325	41	1195
DHFR_chr5_79950216__BCL2_chr18_60795960	463	305	699	524	243
DHFR_chr5_79950216__BCL2_chr18_60985877	448	17	1100	70	436
DHFR_chr5_79950216__BRAF_chr7_140508787	1380	139	1404	862	1715
DHFR_chr5_79950216__BRAF_chr7_140534469	961	3	1157	824	1697
DHFR_chr5_79950216__BRAF_chr7_140624501	137	1	229	126	274
DHFR_chr5_79950216__BRD4_chr19_15383894	0	828	86	9	566
DHFR_chr5_79950216__BTK_chrX_100626613	756	4	2	211	86
DHFR_chr5_79950216__BTK_chrX_100629565	65	2	66	118	261
DHFR_chr5_79950216__CDH1_chr16_68772255	168	203	0	49	2
DHFR_chr5_79950216__CDK4_chr12_58144705	985	81	65	374	822
DHFR_chr5_79950216__CDK6_chr7_92244474	677	242	236	470	453
DHFR_chr5_79950216__CDK6_chr7_92252365	86	76	522	216	85
DHFR_chr5_79950216__CDK9_chr9_130548998	99	0	578	915	288
DHFR_chr5_79950216__CDK9_chr9_130550235	110	4	1	552	451
DHFR_chr5_79950216__CDKN1B_chr12_12870777	286	68	747	243	516
DHFR_chr5_79950216__CDKN2A_chr9_21968726	353	904	5	353	61
DHFR_chr5_79950216__CDKN2A_chr9_21994327	506	26	1066	175	196
DHFR_chr5_79950216__EGFR_chr7_55086962	382	2	124	161	541
DHFR_chr5_79950216__ERBB2_chr17_37855800	711	196	266	1075	607
DHFR_chr5_79950216__ERBB2_chr17_37868292	1029	526	315	243	1135
DHFR_chr5_79950216__FGFR2_chr10_123298215	46	3	263	179	222
DHFR_chr5_79950216__FGFR3_chr4_1795735	2728	309	1657	1003	577
DHFR_chr5_79950216__FLT3_chr13_28636172	136	17	2632	220	63
DHFR_chr5_79950216__FLT3_chr13_28674643	283	487	180	289	342
DHFR_chr5_79950216__FNTA_chr8_42911471	161	1	303	57	1370
DHFR_chr5_79950216__FNTA_chr8_42914260	528	1253	4	517	220
DHFR_chr5_79950216__FNTA_chr8_42924781	660	259	4	728	640
DHFR_chr5_79950216__GATA3_chr10_8097612	433	46	822	191	142
DHFR_chr5_79950216__GATA3_chr10_8097722	278	37	2034	219	89
DHFR_chr5_79950216__GATA3_chr10_8097790	839	260	227	859	955
DHFR_chr5_79950216__HDAC1_chr1_32757816	437	6	37	96	322
DHFR_chr5_79950216__HDAC1_chr1_32792637	245	2	110	189	74
DHFR_chr5_79950216__HDAC6_chrX_48661089	1369	348	446	1075	621
DHFR_chr5_79950216__HDAC6_chrX_48661385	1080	897	18193	1324	1351
DHFR_chr5_79950216__HSP90AA1_chr14_102552141	25	36	72	7	5
DHFR_chr5_79950216__HSP90AA1_chr14_102605736	746	440	503	665	776
DHFR_chr5_79950216__IGF1R_chr15_99192824	817	2	162	341	809
DHFR_chr5_79950216__IGF1R_chr15_99434807	113	35	26	61	44
DHFR_chr5_79950216__JAK2_chr9_5021970	584	1	1	126	69
DHFR_chr5_79950216__JAK2_chr9_5050721	76	6	0	1	357
DHFR_chr5_79950216__KDM5C_chrX_53241022	385	3	463	464	216
DHFR_chr5_79950216__KIT_chr4_55524164	178	15	2	168	603
DHFR_chr5_79950216__KIT_chr4_55524229	722	3	262	153	215
DHFR_chr5_79950216__KMT2D_chr12_49448161	434	4	102	493	377
DHFR_chr5_79950216__KMT2D_chr12_49448468	327	5	1835	877	1484
DHFR_chr5_79950216__MAP3K1_chr5_56152485	484	40	6	193	214
DHFR_chr5_79950216__MET_chr7_116339123	4	1	1	128	178
DHFR_chr5_79950216__MET_chr7_116340188	709	318	166	1251	1355
DHFR_chr5_79950216__MLH1_chr3_37045912	186	63	199	73	383
DHFR_chr5_79950216__MSH6_chr2_48018111	498	55	362	434	623
DHFR_chr5_79950216__NF1_chr17_29422308	641	4	7	101	217
DHFR_chr5_79950216__NonTargetingControlGuideForHuman0362	776	1554	259	169	216
DHFR_chr5_79950216__NonTargetingControlGuideForHuman0412	387	22	2	407	617
DHFR_chr5_79950216__PARP1_chr1_226578249	423	188	49	854	408
DHFR_chr5_79950216__PARP1_chr1_226595581	263	211	1	232	405
DHFR_chr5_79950216__PBRM1_chr3_52696257	389	2	471	10	248
DHFR_chr5_79950216__PBRM1_chr3_52702516	1275	5516	1003	478	2466
