construct_id	ln229cas9At28_S2_trimmed53_len_filtered_counts	ln229parentt28_S1_trimmed53_len_filtered_counts	ln229cas9trex2Bt28_S5_trimmed53_len_filtered_counts	Undetermined_S0_trimmed53_len_filtered_counts	ln229cas9trex2At28_S4_trimmed53_len_filtered_counts	ln229cas9Bt28_S3_trimmed53_len_filtered_counts
ARID2_chr12_46254608__FGFR3_chr4_1795735	406	352	932	66	1583	632
ARID2_chr12_46254608__FLT3_chr13_28636131	1686	209	367	74	448	1100
ARID2_chr12_46254608__GATA3_chr10_8097612	1330	1288	849	81	588	902
ARID2_chr12_46254608__GATA3_chr10_8097722	1232	524	1742	82	563	2139
ARID2_chr12_46254608__HDAC1_chr1_32792601	637	816	124	32	284	246
ARID2_chr12_46254608__HDAC2_chr6_114266539	951	642	684	61	283	1216
ARID2_chr12_46254608__HDAC2_chr6_114267214	1557	904	190	58	493	336
ARID2_chr12_46254608__HDAC2_chr6_114292056	831	589	256	61	841	338
ARID2_chr12_46254608__HDAC6_chrX_48661385	406	1485	1632	83	391	473
ARID2_chr12_46254608__HSP90AA1_chr14_102551760	346	651	2656	78	557	1450
ARID2_chr12_46254608__IGF1R_chr15_99434664	1002	340	547	57	293	888
ARID2_chr12_46254608__JAK2_chr9_5050816	493	234	209	40	126	675
ARID2_chr12_46254608__KDM5C_chrX_53241021	15	78	52	5	11	363
ARID2_chr12_46254608__KDM5C_chrX_53254068	823	979	1462	71	852	854
ARID2_chr12_46254608__KDM6A_chrX_44732838	338	357	1011	32	337	433
ARID2_chr12_46254608__KDM6A_chrX_44820615	1180	663	222	47	23	483
ARID2_chr12_46254608__KDM6A_chrX_44820616	764	330	250	55	1281	422
ARID2_chr12_46254608__KIT_chr4_55524176	112	179	48	18	452	414
ARID2_chr12_46254608__KMT2D_chr12_49448168	1710	852	3189	124	550	600
ARID2_chr12_46254608__MAP2K1_chr15_66679721	1896	1070	463	139	1341	1003
ARID2_chr12_46254608__MAP2K1_chr15_66679728	935	293	206	28	83	315
ARID2_chr12_46254608__MAP2K1_chr15_66679756	472	192	359	36	3	941
ARID2_chr12_46254608__MAP3K1_chr5_56111382	294	109	205	19	5	108
ARID2_chr12_46254608__MAP3K1_chr5_56152466	695	176	436	44	531	638
ARID2_chr12_46254608__MET_chr7_116340207	1336	415	47	64	470	893
ARID2_chr12_46254608__MLH1_chr3_37035029	702	912	721	63	388	1485
ARID2_chr12_46254608__MLH1_chr3_37038179	968	993	430	81	735	654
ARID2_chr12_46254608__MSH6_chr2_48010356	396	151	389	58	1447	690
ARID2_chr12_46254608__MSH6_chr2_48018154	301	505	183	48	511	769
ARID2_chr12_46254608__MTOR_chr1_11317010	776	175	1132	36	397	81
ARID2_chr12_46254608__MTOR_chr1_11317149	156	794	493	42	328	171
ARID2_chr12_46254608__MTOR_chr1_11319459	602	123	259	23	6	626
ARID2_chr12_46254608__NF1_chr17_29483039	295	198	1459	49	434	1270
ARID2_chr12_46254608__NonTargetingControlGuideForHuman0362	1675	865	1263	124	509	2782
ARID2_chr12_46254608__NonTargetingControlGuideForHuman0412	285	627	642	50	168	928
ARID2_chr12_46254608__PARP1_chr1_226578301	924	502	485	77	531	1581
ARID2_chr12_46254608__PDGFRA_chr4_55124932	1949	207	190	54	415	609
ARID2_chr12_46254608__PDGFRA_chr4_55129914	1216	275	1852	90	481	1256
ARID2_chr12_46254608__PIK3CA_chr3_178919167	1096	660	959	62	355	185
ARID2_chr12_46254608__PIK3R1_chr5_67576410	348	132	646	31	288	218
ARID2_chr12_46254608__PIK3R1_chr5_67576421	1062	704	920	83	442	1175
ARID2_chr12_46254608__PTEN_chr10_89653786	1343	376	661	47	191	51
ARID2_chr12_46254608__PTEN_chr10_89685297	1173	185	257	48	208	966
ARID2_chr12_46254608__PTEN_chr10_89711868	308	565	178	52	658	475
ARID2_chr12_46254608__ROR1_chr1_64240072	1202	544	91	82	475	1592
ARID2_chr12_46254608__ROR1_chr1_64240089	805	847	1007	68	1510	268
ARID2_chr12_46254608__ROR1_chr1_64240143	1283	478	578	56	780	367
ARID2_chr12_46254608__RPS6KB1_chr17_57970538	1723	375	981	80	632	776
ARID2_chr12_46254608__RPS6KB1_chr17_57987949	1452	1473	655	106	1147	689
ARID2_chr12_46254608__RUNX1_chr21_36252902	832	385	151	41	592	406
ARID2_chr12_46254608__RUNX1_chr21_36421144	1389	501	1393	112	1708	1243
ARID2_chr12_46254608__SETD2_chr3_47142951	6	292	167	25	2	583
ARID2_chr12_46254608__SETD2_chr3_47142972	615	373	132	37	423	717
ARID2_chr12_46254608__SETD2_chr3_47205411	1019	670	599	60	406	929
ARID2_chr12_46254608__SMAD4_chr18_48573460	573	523	205	47	858	454
ARID2_chr12_46254608__SMAD4_chr18_48575673	715	159	149	34	494	618
ARID2_chr12_46254608__SMAD4_chr18_48586241	919	241	1089	45	507	692
ARID2_chr12_46254608__SMARCB1_chr22_24129339	194	391	2482	75	46	644
ARID2_chr12_46254608__SMARCB1_chr22_24133993	351	330	305	26	61	317
ARID2_chr12_46254608__SMO_chr7_128845081	2251	1105	708	113	751	1902
ARID2_chr12_46254608__SRC_chr20_36014563	948	426	951	56	216	382
ARID2_chr12_46254608__TOP1_chr20_39690055	332	52	4	10	102	131
ARID2_chr12_46254608__TP53_chr17_7577537	1907	1178	611	98	524	1745
ARID2_chr12_46254608__TSC1_chr9_135796796	342	246	883	50	388	326
ARID2_chr12_46254608__TYMS_chr18_657730	1615	1354	3326	134	1591	733
ARID2_chr12_46254608__TYMS_chr18_659665	1031	236	330	58	586	446
ARID2_chr12_46254608__VEGFA_chr6_43738425	427	418	385	47	758	625
ARID2_chr12_46254608__VHL_chr3_10183518	568	317	809	54	451	761
ARID2_chr12_46254608__VHL_chr3_10183773	486	520	251	47	731	759
ARID2_chr12_46254608__VHL_chr3_10183791	36	175	3	8	2	137
ARID2_chr12_46254608__WEE1_chr11_9595845	152	165	718	19	168	186
ATM_chr11_108098350__ADA_chr20_43257769	113	169	156	37	181	652
ATM_chr11_108098350__ADA_chr20_43280245	499	86	657	51	433	347
ATM_chr11_108098350__AKT1_chr14_105239609	360	118	154	37	341	163
ATM_chr11_108098350__APC_chr5_112043408	424	531	429	70	601	669
ATM_chr11_108098350__APC_chr5_112102023	32	177	37	12	214	55
ATM_chr11_108098350__ARID1A_chr1_27056286	65	150	617	36	292	365
ATM_chr11_108098350__ARID1A_chr1_27056288	260	113	11	15	3	43
ATM_chr11_108098350__ARID2_chr12_46123614	2	31	4	2	2	0
ATM_chr11_108098350__ARID2_chr12_46205318	9	125	6	22	300	698
ATM_chr11_108098350__ARID2_chr12_46254608	8	64	8	4	22	9
ATM_chr11_108098350__BCL2_chr18_60795960	298	107	731	30	244	190
ATM_chr11_108098350__BCL2_chr18_60985877	4	39	2	7	119	3
ATM_chr11_108098350__BRAF_chr7_140534469	387	178	21	24	7	76
ATM_chr11_108098350__BRAF_chr7_140624501	99	175	1064	61	898	410
ATM_chr11_108098350__BRCA1_chr17_41267735	344	71	228	32	749	150
ATM_chr11_108098350__BRCA1_chr17_41276018	275	546	70	49	71	183
ATM_chr11_108098350__BRCA2_chr13_32912006	9	84	7	16	183	71
ATM_chr11_108098350__BRD4_chr19_15376361	94	27	4	9	109	61
ATM_chr11_108098350__BRD4_chr19_15376403	74	272	381	53	460	731
ATM_chr11_108098350__BTK_chrX_100626613	488	127	223	28	29	166
ATM_chr11_108098350__CASP8_chr2_202134297	429	197	33	19	0	259
ATM_chr11_108098350__CDH1_chr16_68771300	485	433	1300	113	2672	565
ATM_chr11_108098350__CDH1_chr16_68772250	260	77	232	31	777	201
ATM_chr11_108098350__CDK4_chr12_58143253	72	47	241	13	93	40
ATM_chr11_108098350__CDK4_chr12_58144705	7	181	13	20	31	149
ATM_chr11_108098350__CDK4_chr12_58145497	829	415	452	51	312	163
ATM_chr11_108098350__CDK6_chr7_92244474	1701	114	349	75	901	312
ATM_chr11_108098350__CDK6_chr7_92252365	331	294	271	42	502	439
ATM_chr11_108098350__CDK9_chr9_130548409	829	139	122	68	1085	557
ATM_chr11_108098350__CDKN1B_chr12_12871196	103	76	30	13	346	160
ATM_chr11_108098350__CDKN2A_chr9_21968726	203	130	789	29	309	6
ATM_chr11_108098350__CHEK1_chr11_125496644	96	69	194	25	411	33
ATM_chr11_108098350__CHEK1_chr11_125496687	143	26	3	9	358	3
ATM_chr11_108098350__CHEK1_chr11_125499147	183	62	484	46	1401	66
ATM_chr11_108098350__CHEK2_chr22_29085137	141	190	398	39	533	99
ATM_chr11_108098350__DHFR_chr5_79949819	131	91	19	13	1	48
ATM_chr11_108098350__ERBB2_chr17_37855800	131	64	169	16	170	263
ATM_chr11_108098350__ERBB2_chr17_37868221	247	89	7	12	62	19
ATM_chr11_108098350__ERBB2_chr17_37868292	60	113	8	16	4	16
ATM_chr11_108098350__FGFR2_chr10_123298118	425	201	1179	62	400	1111
ATM_chr11_108098350__FGFR2_chr10_123298215	1	50	78	7	1	7
ATM_chr11_108098350__FGFR3_chr4_1795655	1649	546	852	83	360	304
ATM_chr11_108098350__FGFR3_chr4_1795735	988	178	631	72	979	536
ATM_chr11_108098350__FLT3_chr13_28636172	408	380	350	43	511	298
ATM_chr11_108098350__FLT3_chr13_28674643	449	116	293	29	171	509
ATM_chr11_108098350__FNTA_chr8_42911471	333	80	131	31	320	452
ATM_chr11_108098350__GATA3_chr10_8097612	596	579	1718	88	241	84
ATM_chr11_108098350__GATA3_chr10_8097722	231	206	59	29	431	179
ATM_chr11_108098350__GATA3_chr10_8097790	99	164	74	16	80	144
ATM_chr11_108098350__HDAC1_chr1_32757816	17	182	32	25	97	692
ATM_chr11_108098350__HDAC2_chr6_114266539	551	137	233	44	615	436
ATM_chr11_108098350__HDAC6_chrX_48661089	346	180	345	29	4	43
ATM_chr11_108098350__HDAC6_chrX_48661385	56	130	75	37	40	1142
ATM_chr11_108098350__HDAC6_chrX_48674389	2	37	295	8	4	2
ATM_chr11_108098350__HSP90AA1_chr14_102551760	2	100	174	19	78	323
ATM_chr11_108098350__IGF1R_chr15_99434664	1292	335	1000	70	180	204
ATM_chr11_108098350__IGF1R_chr15_99434807	112	167	443	34	329	478
ATM_chr11_108098350__KDM6A_chrX_44820615	293	59	478	29	393	100
ATM_chr11_108098350__KDM6A_chrX_44820616	78	107	537	43	436	588
ATM_chr11_108098350__KIT_chr4_55524164	130	178	129	22	2	228
ATM_chr11_108098350__KIT_chr4_55524176	116	192	6	18	552	2
ATM_chr11_108098350__KIT_chr4_55524229	463	58	701	27	34	234
ATM_chr11_108098350__KMT2D_chr12_49448168	680	658	479	79	43	1148
ATM_chr11_108098350__MAP2K1_chr15_66679728	64	116	270	11	59	5
ATM_chr11_108098350__MAP2K1_chr15_66679756	2	68	173	26	587	214
ATM_chr11_108098350__MAP3K1_chr5_56111382	137	32	163	23	161	183
ATM_chr11_108098350__MAP3K1_chr5_56152485	44	249	464	24	8	95
ATM_chr11_108098350__MET_chr7_116340188	376	220	26	28	348	28
ATM_chr11_108098350__MET_chr7_116340207	21	51	7	36	1009	398
ATM_chr11_108098350__MLH1_chr3_37045912	370	80	51	22	242	6
ATM_chr11_108098350__MSH6_chr2_48010356	46	179	1057	67	974	1004
ATM_chr11_108098350__MSH6_chr2_48018111	224	235	186	80	1742	406
ATM_chr11_108098350__MSH6_chr2_48018154	65	42	17	3	2	4
ATM_chr11_108098350__MTOR_chr1_11319459	1	149	83	11	18	6
ATM_chr11_108098350__NF1_chr17_29422308	74	307	683	50	697	280
ATM_chr11_108098350__NF1_chr17_29483038	182	102	101	35	1303	141
ATM_chr11_108098350__NF1_chr17_29483039	473	76	88	19	69	259
ATM_chr11_108098350__NonTargetingControlGuideForHuman0352	12	184	199	20	25	495
ATM_chr11_108098350__PBRM1_chr3_52696257	5	39	575	17	47	113
ATM_chr11_108098350__PBRM1_chr3_52702516	363	133	205	21	63	10
ATM_chr11_108098350__PDGFRA_chr4_55129914	478	555	652	61	293	126
ATM_chr11_108098350__PIK3CA_chr3_178916614	581	611	1546	86	466	192
ATM_chr11_108098350__PIK3CA_chr3_178919070	215	194	362	18	225	94
ATM_chr11_108098350__PIK3CA_chr3_178919167	346	382	127	35	213	210
ATM_chr11_108098350__PIK3R1_chr5_67522521	183	111	6	21	562	5
ATM_chr11_108098350__PIK3R1_chr5_67576421	132	214	234	33	400	643
ATM_chr11_108098350__PRKDC_chr8_48686398	3	62	103	5	1	10
ATM_chr11_108098350__PRKDC_chr8_48686781	408	684	232	56	17	508
ATM_chr11_108098350__PTEN_chr10_89685297	216	103	82	20	550	3
ATM_chr11_108098350__RB1_chr13_48934148	70	66	88	6	2	49
ATM_chr11_108098350__ROR1_chr1_64240072	564	142	63	41	239	245
ATM_chr11_108098350__ROR1_chr1_64240143	690	178	400	57	763	566
ATM_chr11_108098350__RPS6KB1_chr17_57987949	600	473	1205	111	949	747
ATM_chr11_108098350__RRM2_chr2_10262728	184	283	106	18	1	79
ATM_chr11_108098350__RRM2_chr2_10262940	473	104	1625	48	114	43
ATM_chr11_108098350__RRM2_chr2_10262957	2	57	969	39	48	34
ATM_chr11_108098350__SETD2_chr3_47142951	62	41	260	10	53	7
ATM_chr11_108098350__SETD2_chr3_47205411	70	91	146	26	246	52
ATM_chr11_108098350__SMAD4_chr18_48575673	204	38	88	10	11	6
ATM_chr11_108098350__SMAD4_chr18_48586241	1093	550	129	56	147	224
ATM_chr11_108098350__SMARCA4_chr19_11094819	242	300	644	57	742	467
ATM_chr11_108098350__SMARCA4_chr19_11095011	45	428	14	45	325	368
ATM_chr11_108098350__SMO_chr7_128828974	65	144	391	22	410	81
ATM_chr11_108098350__SMO_chr7_128845081	258	98	164	36	3	551
ATM_chr11_108098350__SMO_chr7_128845117	124	107	4	11	71	89
ATM_chr11_108098350__SRC_chr20_36022600	283	106	132	34	561	230
ATM_chr11_108098350__TP53_chr17_7578373	94	64	5	4	2	2
ATM_chr11_108098350__TP53_chr17_7579881	296	189	748	40	527	384
ATM_chr11_108098350__VEGFA_chr6_43738425	73	89	148	13	96	173
ATM_chr11_108098350__VEGFA_chr6_43742108	254	229	33	12	4	73
ATM_chr11_108098390__ADA_chr20_43257696	1064	428	619	51	431	184
ATM_chr11_108098390__ADA_chr20_43257769	356	151	1092	43	106	851
ATM_chr11_108098390__ADA_chr20_43280245	763	615	524	46	199	362
ATM_chr11_108098390__AKT1_chr14_105239609	196	302	432	34	88	417
ATM_chr11_108098390__APC_chr5_112043408	1073	326	652	41	243	535
ATM_chr11_108098390__ARID2_chr12_46254608	824	228	1350	69	1002	1239
ATM_chr11_108098390__BCL2_chr18_60795945	616	131	9	14	38	306
ATM_chr11_108098390__BCL2_chr18_60795960	239	263	2583	52	212	122
ATM_chr11_108098390__BCL2_chr18_60985877	351	111	1306	46	321	337
ATM_chr11_108098390__BRAF_chr7_140534469	327	234	521	35	1110	351
ATM_chr11_108098390__BRCA1_chr17_41256141	408	202	574	22	373	300
ATM_chr11_108098390__BRCA1_chr17_41267735	89	32	6	2	14	5
ATM_chr11_108098390__BRCA1_chr17_41276018	152	190	255	20	297	172
ATM_chr11_108098390__BRCA2_chr13_32914228	697	130	740	43	834	210
ATM_chr11_108098390__BRD4_chr19_15376403	364	207	352	69	588	1145
ATM_chr11_108098390__BRD4_chr19_15383894	224	68	203	14	3	148
ATM_chr11_108098390__BTK_chrX_100629565	378	80	224	24	451	692
ATM_chr11_108098390__CDH1_chr16_68771300	319	633	581	58	1227	396
ATM_chr11_108098390__CDK4_chr12_58145497	430	81	272	22	797	195
ATM_chr11_108098390__CDK6_chr7_92244474	270	128	30	17	506	130
ATM_chr11_108098390__CDK6_chr7_92462628	652	31	6	13	10	5
ATM_chr11_108098390__CDKN1B_chr12_12870931	3	82	51	8	170	178
ATM_chr11_108098390__CDKN1B_chr12_12871196	165	373	765	29	379	37
ATM_chr11_108098390__CDKN2A_chr9_21971100	689	437	821	64	386	1111
ATM_chr11_108098390__CDKN2A_chr9_21994327	55	223	985	30	190	256
ATM_chr11_108098390__CHEK2_chr22_29090029	32	30	5	3	5	5
ATM_chr11_108098390__DHFR_chr5_79949819	71	48	604	21	1	48
ATM_chr11_108098390__ERBB2_chr17_37855800	135	111	409	16	299	238
ATM_chr11_108098390__ERBB2_chr17_37868292	281	127	331	38	435	765
ATM_chr11_108098390__FGFR2_chr10_123298118	544	219	317	35	299	377
ATM_chr11_108098390__FGFR3_chr4_1795655	689	294	1391	44	823	380
ATM_chr11_108098390__FGFR3_chr4_1795735	819	334	1447	68	718	1950
ATM_chr11_108098390__FGFR3_chr4_1795736	505	265	393	26	3	384
ATM_chr11_108098390__FLT3_chr13_28636131	77	97	312	14	236	165
ATM_chr11_108098390__FLT3_chr13_28636172	453	77	306	12	11	158
ATM_chr11_108098390__FLT3_chr13_28674643	931	361	1846	70	235	950
ATM_chr11_108098390__GATA3_chr10_8097722	438	254	184	31	381	373
ATM_chr11_108098390__GATA3_chr10_8097790	398	504	572	67	1404	1101
ATM_chr11_108098390__HDAC1_chr1_32792601	15	48	461	16	460	15
ATM_chr11_108098390__HDAC2_chr6_114267214	5	53	3	0	4	7
ATM_chr11_108098390__HDAC2_chr6_114292056	808	147	67	16	45	55
ATM_chr11_108098390__HDAC6_chrX_48661089	631	99	401	16	462	303
ATM_chr11_108098390__HDAC6_chrX_48674389	938	156	769	27	62	100
ATM_chr11_108098390__HSP90AA1_chr14_102551760	113	337	74	20	3	739
ATM_chr11_108098390__HSP90AA1_chr14_102605736	99	179	782	13	204	157
ATM_chr11_108098390__JAK2_chr9_5021970	4	366	182	22	305	80
ATM_chr11_108098390__KDM5C_chrX_53241021	3	97	3	3	23	0
ATM_chr11_108098390__KDM6A_chrX_44820615	85	802	896	45	226	136
ATM_chr11_108098390__KIT_chr4_55524176	772	210	727	28	168	204
ATM_chr11_108098390__KIT_chr4_55524229	561	236	231	27	121	4
ATM_chr11_108098390__KMT2D_chr12_49448161	154	390	195	18	326	99
ATM_chr11_108098390__KMT2D_chr12_49448168	2410	781	1054	79	376	715
ATM_chr11_108098390__MAP2K1_chr15_66679721	693	241	37	39	233	526
ATM_chr11_108098390__MAP2K1_chr15_66679728	1320	227	631	46	211	219
ATM_chr11_108098390__MAP3K1_chr5_56111382	5	94	56	15	116	355
ATM_chr11_108098390__MAP3K1_chr5_56152485	1486	516	745	96	1820	809
ATM_chr11_108098390__MET_chr7_116339123	293	343	278	31	72	291
ATM_chr11_108098390__MLH1_chr3_37038179	417	718	317	51	525	541
ATM_chr11_108098390__MTOR_chr1_11317010	711	145	30	28	306	540
ATM_chr11_108098390__MTOR_chr1_11317149	902	214	541	44	297	483
ATM_chr11_108098390__NF1_chr17_29483038	376	100	802	29	8	275
ATM_chr11_108098390__NonTargetingControlGuideForHuman0362	1036	353	377	36	41	446
ATM_chr11_108098390__NonTargetingControlGuideForHuman0412	208	75	347	18	239	170
ATM_chr11_108098390__PARP1_chr1_226578249	91	170	397	37	667	639
ATM_chr11_108098390__PARP1_chr1_226578301	112	229	93	23	188	249
ATM_chr11_108098390__PARP1_chr1_226595581	111	59	336	7	2	81
ATM_chr11_108098390__PBRM1_chr3_52696257	317	73	713	11	1	217
ATM_chr11_108098390__PDGFRA_chr4_55124932	297	86	155	17	280	142
ATM_chr11_108098390__PDGFRA_chr4_55129914	817	86	420	24	421	22
ATM_chr11_108098390__PIK3R1_chr5_67522521	53	76	324	13	5	118
ATM_chr11_108098390__PRKDC_chr8_48686781	306	231	62	15	136	183
ATM_chr11_108098390__PRKDC_chr8_48872683	297	183	350	28	483	338
ATM_chr11_108098390__PTEN_chr10_89653786	177	116	423	23	357	391
ATM_chr11_108098390__RB1_chr13_48878054	533	165	292	27	657	472
ATM_chr11_108098390__RB1_chr13_48934148	362	51	135	15	421	54
ATM_chr11_108098390__RB1_chr13_48936969	403	254	646	42	190	797
ATM_chr11_108098390__ROR1_chr1_64240072	1050	266	76	43	193	1026
ATM_chr11_108098390__ROR1_chr1_64240089	636	158	383	55	1150	659
ATM_chr11_108098390__RRM2_chr2_10262728	81	353	200	15	3	49
ATM_chr11_108098390__RUNX1_chr21_36252860	1178	306	53	29	4	769
ATM_chr11_108098390__SETD2_chr3_47142951	363	53	85	20	132	204
ATM_chr11_108098390__SETD2_chr3_47142972	111	79	42	8	37	30
ATM_chr11_108098390__SMAD4_chr18_48573460	662	210	472	29	219	238
ATM_chr11_108098390__SMAD4_chr18_48586241	760	247	196	26	205	57
ATM_chr11_108098390__SMARCA4_chr19_11094819	390	155	113	32	92	709
ATM_chr11_108098390__SMARCA4_chr19_11095011	456	357	815	37	217	240
ATM_chr11_108098390__SMARCB1_chr22_24133949	106	199	39	15	292	127
ATM_chr11_108098390__SMARCB1_chr22_24133993	5	53	9	43	1929	76
ATM_chr11_108098390__SMO_chr7_128828974	58	86	171	22	979	41
ATM_chr11_108098390__SMO_chr7_128845117	402	302	72	40	494	507
ATM_chr11_108098390__SRC_chr20_36022600	376	134	816	56	1016	801
ATM_chr11_108098390__TP53_chr17_7578373	650	106	312	21	6	1135
ATM_chr11_108098390__TP53_chr17_7579881	287	91	264	23	72	1118
ATM_chr11_108098390__TSC1_chr9_135796796	44	163	62	17	129	411
ATM_chr11_108098390__TYMS_chr18_659665	1823	459	67	78	1556	522
ATM_chr11_108098390__VHL_chr3_10183518	8	180	310	15	47	298
ATM_chr11_108098390__VHL_chr3_10183791	281	35	110	12	441	1
ATM_chr11_108098390__WEE1_chr11_9595542	30	78	781	14	3	9
ATM_chr11_108098390__WEE1_chr11_9595845	222	57	4	5	0	139
ATM_chr11_108098402__ABL1_chr9_133589790	362	40	4	11	3	0
ATM_chr11_108098402__ABL1_chr9_133738283	4	48	166	8	79	129
ATM_chr11_108098402__ADA_chr20_43257769	158	102	4	15	2	88
ATM_chr11_108098402__ADA_chr20_43280245	7	570	689	82	556	235
ATM_chr11_108098402__ALK_chr2_29541171	0	23	2	2	74	1
ATM_chr11_108098402__APC_chr5_112102933	595	59	292	37	570	3
ATM_chr11_108098402__ARID1A_chr1_27056286	294	114	5	23	84	228
ATM_chr11_108098402__ARID1A_chr1_27056288	316	149	5	20	191	100
ATM_chr11_108098402__ARID2_chr12_46205318	226	135	7	17	17	176
ATM_chr11_108098402__ARID2_chr12_46254608	3	39	4	1	3	2
ATM_chr11_108098402__BCL2_chr18_60795945	4	120	809	35	4	124
ATM_chr11_108098402__BRAF_chr7_140534469	232	186	44	23	6	508
ATM_chr11_108098402__BRCA1_chr17_41267735	1	18	0	2	0	41
ATM_chr11_108098402__BRCA2_chr13_32914228	0	277	2	13	22	82
ATM_chr11_108098402__BRD4_chr19_15383894	1	196	47	17	2	1
ATM_chr11_108098402__BTK_chrX_100629565	209	281	2	17	2	107
ATM_chr11_108098402__BTK_chrX_100645534	51	86	165	8	16	47
ATM_chr11_108098402__CASP8_chr2_202123033	7	65	2	18	1	555
ATM_chr11_108098402__CDK4_chr12_58144705	110	578	128	22	5	1
ATM_chr11_108098402__CDK6_chr7_92244474	17	117	87	14	156	7
ATM_chr11_108098402__CDK6_chr7_92252365	609	50	120	21	34	173
ATM_chr11_108098402__CDK9_chr9_130548998	1	10	1	0	1	2
ATM_chr11_108098402__CDKN1B_chr12_12870777	0	190	3	10	2	1
ATM_chr11_108098402__CDKN1B_chr12_12870931	1	64	7	2	1	2
ATM_chr11_108098402__CDKN2A_chr9_21968726	6	138	135	5	1	55
ATM_chr11_108098402__CDKN2A_chr9_21994327	98	438	504	47	174	207
ATM_chr11_108098402__CHEK2_chr22_29090029	2	24	25	7	72	45
ATM_chr11_108098402__CHEK2_chr22_29130694	574	712	289	63	5	231
ATM_chr11_108098402__DHFR_chr5_79949819	52	104	217	11	0	122
ATM_chr11_108098402__DHFR_chr5_79950217	183	400	367	38	12	429
ATM_chr11_108098402__EGFR_chr7_55086962	246	30	241	20	145	275
ATM_chr11_108098402__EGFR_chr7_55209992	4	25	79	2	1	0
ATM_chr11_108098402__ERBB2_chr17_37855800	605	80	21	28	528	173
ATM_chr11_108098402__ERBB2_chr17_37868221	647	280	356	61	694	279
ATM_chr11_108098402__ERBB2_chr17_37868292	319	144	5	13	48	236
ATM_chr11_108098402__FGFR2_chr10_123298118	610	693	564	61	294	155
ATM_chr11_108098402__FGFR2_chr10_123298215	399	304	318	45	57	4
ATM_chr11_108098402__FGFR3_chr4_1795735	341	434	220	47	464	298
ATM_chr11_108098402__FLT3_chr13_28636172	6	20	6	7	150	178
ATM_chr11_108098402__FNTA_chr8_42924781	235	77	138	17	2	108
ATM_chr11_108098402__GATA3_chr10_8097790	284	80	121	23	88	194
ATM_chr11_108098402__HDAC1_chr1_32792601	517	110	860	47	49	207
ATM_chr11_108098402__HDAC1_chr1_32792637	361	199	528	33	201	5
ATM_chr11_108098402__HDAC2_chr6_114266539	480	122	285	29	5	77
ATM_chr11_108098402__HDAC2_chr6_114267214	359	98	2	15	1	109
ATM_chr11_108098402__HDAC2_chr6_114292056	19	36	2	3	1	2
ATM_chr11_108098402__HDAC6_chrX_48674389	187	38	111	9	0	4
ATM_chr11_108098402__HSP90AA1_chr14_102552141	3	64	0	9	0	107
ATM_chr11_108098402__HSP90AA1_chr14_102605736	223	220	231	28	79	484
ATM_chr11_108098402__IGF1R_chr15_99434664	46	57	304	13	2	213
ATM_chr11_108098402__IGF1R_chr15_99434807	79	38	53	8	132	4
ATM_chr11_108098402__JAK2_chr9_5050816	76	306	3	16	18	4
ATM_chr11_108098402__KDM5C_chrX_53241021	116	25	22	6	2	1
ATM_chr11_108098402__KDM5C_chrX_53254068	14	49	4	7	2	339
ATM_chr11_108098402__KDM6A_chrX_44732838	2	35	233	8	2	6
ATM_chr11_108098402__KDM6A_chrX_44820615	517	287	5	32	1	56
ATM_chr11_108098402__KIT_chr4_55524176	4	70	212	7	61	74
ATM_chr11_108098402__KIT_chr4_55524229	143	70	50	16	188	1
ATM_chr11_108098402__KMT2D_chr12_49448161	2	27	57	8	157	1
ATM_chr11_108098402__KMT2D_chr12_49448468	1102	297	556	74	997	320
ATM_chr11_108098402__MAP2K1_chr15_66679728	97	70	5	8	278	14
ATM_chr11_108098402__MAP2K1_chr15_66679756	426	66	331	34	303	84
ATM_chr11_108098402__MAP3K1_chr5_56111382	611	29	0	21	248	261
ATM_chr11_108098402__MAP3K1_chr5_56152466	4	108	34	18	560	199
ATM_chr11_108098402__MET_chr7_116339123	1	96	595	31	137	397
ATM_chr11_108098402__MLH1_chr3_37035029	256	107	3	22	413	48
ATM_chr11_108098402__MTOR_chr1_11317149	86	28	2	4	61	108
ATM_chr11_108098402__MTOR_chr1_11319459	481	79	47	30	499	103
ATM_chr11_108098402__NonTargetingControlGuideForHuman0352	275	427	746	71	720	170
ATM_chr11_108098402__PARP1_chr1_226578301	77	34	22	11	231	170
ATM_chr11_108098402__PARP1_chr1_226595581	85	68	422	39	313	211
ATM_chr11_108098402__PBRM1_chr3_52696257	64	102	113	8	0	18
ATM_chr11_108098402__PBRM1_chr3_52713723	0	30	1644	39	1	249
ATM_chr11_108098402__PDGFRA_chr4_55129914	49	57	2	12	471	4
ATM_chr11_108098402__PIK3CA_chr3_178919070	2	330	115	23	2	1
ATM_chr11_108098402__PIK3CA_chr3_178919167	176	76	7	7	51	120
