construct_id	UCTAt1-2_S4_trimmed53_len_filtered_counts	UCAt1-2_S2_trimmed53_len_filtered_counts	UCBt1-2_S3_trimmed53_len_filtered_counts	UCTBt1-2_S5_trimmed53_len_filtered_counts	UPt1-2_S1_trimmed53_len_filtered_counts
CHEK2_chr22_29090029__CDK6_chr7_92462628	3	821	230	0	16
CHEK2_chr22_29090029__CDK9_chr9_130548998	1	340	293	15	875
CHEK2_chr22_29090029__CDK9_chr9_130550235	552	281	361	1355	1
CHEK2_chr22_29090029__CDKN1B_chr12_12870931	1	40	189	0	74
CHEK2_chr22_29090029__CDKN2A_chr9_21968726	439	175	211	4	282
CHEK2_chr22_29090029__CDKN2A_chr9_21994327	1	4	71	7	622
CHEK2_chr22_29090029__CHEK1_chr11_125496644	1759	129	55	0	5
CHEK2_chr22_29090029__CHEK1_chr11_125496687	0	29	164	295	0
CHEK2_chr22_29090029__DHFR_chr5_79950216	418	156	415	4	507
CHEK2_chr22_29090029__DHFR_chr5_79950217	208	610	799	808	440
CHEK2_chr22_29090029__EGFR_chr7_55209992	2	880	399	481	1082
CHEK2_chr22_29090029__ERBB2_chr17_37855800	1	182	486	3	1
CHEK2_chr22_29090029__ERBB2_chr17_37868292	0	3	97	371	4
CHEK2_chr22_29090029__FGFR2_chr10_123353328	52	45	208	4	587
CHEK2_chr22_29090029__FGFR3_chr4_1795655	9	1618	893	1401	221
CHEK2_chr22_29090029__FGFR3_chr4_1795736	3	92	526	344	33
CHEK2_chr22_29090029__FLT3_chr13_28636131	934	217	305	1	843
CHEK2_chr22_29090029__FLT3_chr13_28636172	2	2259	607	40	183
CHEK2_chr22_29090029__FNTA_chr8_42911471	21	50	193	188	268
CHEK2_chr22_29090029__FNTA_chr8_42914260	135	47	127	0	1
CHEK2_chr22_29090029__FNTA_chr8_42924781	1	43	364	4	9
CHEK2_chr22_29090029__GATA3_chr10_8097612	3074	220	349	582	753
CHEK2_chr22_29090029__HDAC1_chr1_32757816	452	2206	774	3	372
CHEK2_chr22_29090029__HDAC1_chr1_32792601	0	3	104	683	2
CHEK2_chr22_29090029__HDAC1_chr1_32792637	239	38	236	211	910
CHEK2_chr22_29090029__HDAC2_chr6_114266539	12	3	77	0	4
CHEK2_chr22_29090029__HDAC2_chr6_114267214	0	2	12	1	0
CHEK2_chr22_29090029__HDAC6_chrX_48661089	163	197	387	4	456
CHEK2_chr22_29090029__HSP90AA1_chr14_102552141	330	12	81	2	593
CHEK2_chr22_29090029__IGF1R_chr15_99434664	29	6	406	4	251
CHEK2_chr22_29090029__JAK2_chr9_5050721	3	2	124	375	0
CHEK2_chr22_29090029__KDM5C_chrX_53241021	2	521	155	2	0
CHEK2_chr22_29090029__KDM5C_chrX_53254068	210	2273	1521	1927	297
CHEK2_chr22_29090029__KDM6A_chrX_44820615	7	1712	641	159	448
CHEK2_chr22_29090029__KIT_chr4_55524164	1078	733	274	1	522
CHEK2_chr22_29090029__KMT2D_chr12_49448161	2	2	271	0	2
CHEK2_chr22_29090029__KMT2D_chr12_49448168	80	422	214	2728	1
CHEK2_chr22_29090029__KMT2D_chr12_49448468	21	886	742	1150	240
CHEK2_chr22_29090029__MAP2K1_chr15_66679756	18	1095	345	4	151
CHEK2_chr22_29090029__MAP3K1_chr5_56152466	3	18	654	2131	4
CHEK2_chr22_29090029__MLH1_chr3_37035029	8	665	459	2274	69
CHEK2_chr22_29090029__MSH6_chr2_48018111	103	901	548	1978	1
CHEK2_chr22_29090029__MSH6_chr2_48018154	1	1156	566	6	0
CHEK2_chr22_29090029__NF1_chr17_29422308	39	97	510	323	335
CHEK2_chr22_29090029__NF1_chr17_29483038	3	2	116	1	530
CHEK2_chr22_29090029__NonTargetingControlGuideForHuman0362	108	335	540	299	445
CHEK2_chr22_29090029__NonTargetingControlGuideForHuman0412	1	25	305	1	104
CHEK2_chr22_29090029__PARP1_chr1_226578249	719	1635	1100	2404	255
CHEK2_chr22_29090029__PARP1_chr1_226578301	95	911	386	5	1
CHEK2_chr22_29090029__PBRM1_chr3_52696257	91	0	55	979	595
CHEK2_chr22_29090029__PBRM1_chr3_52713723	728	847	486	1	1076
CHEK2_chr22_29090029__PDGFRA_chr4_55124932	1515	7	269	264	77
CHEK2_chr22_29090029__PDGFRA_chr4_55124963	23	644	544	39	252
CHEK2_chr22_29090029__PIK3R1_chr5_67576410	2	862	466	358	0
CHEK2_chr22_29090029__PIK3R1_chr5_67576421	1	1292	52	563	438
CHEK2_chr22_29090029__PRKDC_chr8_48872683	424	923	553	236	1191
CHEK2_chr22_29090029__PTEN_chr10_89653786	0	955	151	261	0
CHEK2_chr22_29090029__PTEN_chr10_89711868	31	525	689	369	296
CHEK2_chr22_29090029__RB1_chr13_48878054	127	4	200	685	2
CHEK2_chr22_29090029__ROR1_chr1_64240072	1652	42	106	745	26
CHEK2_chr22_29090029__ROR1_chr1_64240089	1	2121	542	1646	125
CHEK2_chr22_29090029__ROR1_chr1_64240143	1398	409	702	12	716
CHEK2_chr22_29090029__RPS6KB1_chr17_57970538	2	913	434	43	42
CHEK2_chr22_29090029__RPS6KB1_chr17_57987949	5	457	428	4	40
CHEK2_chr22_29090029__RUNX1_chr21_36421144	1	36	8	0	1
CHEK2_chr22_29090029__SETD2_chr3_47142951	0	6	160	2	1
CHEK2_chr22_29090029__SETD2_chr3_47205411	3	928	269	380	836
CHEK2_chr22_29090029__SMARCA4_chr19_11094819	11	819	938	597	17
CHEK2_chr22_29090029__SMARCA4_chr19_11094851	5	36	93	4	225
CHEK2_chr22_29090029__SMARCA4_chr19_11095011	9636	1428	522	6	506
CHEK2_chr22_29090029__SMARCB1_chr22_24133949	6	2	71	0	309
CHEK2_chr22_29090029__SMARCB1_chr22_24133993	2	22	456	348	339
CHEK2_chr22_29090029__SMO_chr7_128828974	107	1498	880	1430	446
CHEK2_chr22_29090029__SRC_chr20_36012562	1	580	381	85	4
CHEK2_chr22_29090029__SRC_chr20_36014563	1	5	347	5	329
CHEK2_chr22_29090029__TOP1_chr20_39657693	1354	590	597	570	1005
CHEK2_chr22_29090029__TOP1_chr20_39690055	1	174	10	2783	5
CHEK2_chr22_29090029__TOP1_chr20_39690109	1204	145	187	26	337
CHEK2_chr22_29090029__TP53_chr17_7577537	4	6	86	389	27
CHEK2_chr22_29090029__TSC1_chr9_135804256	1	4	169	1	1
CHEK2_chr22_29090029__TYMS_chr18_657730	363	312	1098	504	108
CHEK2_chr22_29090029__TYMS_chr18_659665	4	58	383	2	968
CHEK2_chr22_29090029__VEGFA_chr6_43738425	118	6	144	1	0
CHEK2_chr22_29090029__VEGFA_chr6_43742077	4	1209	517	387	235
CHEK2_chr22_29090029__VHL_chr3_10183518	2	110	224	21	876
CHEK2_chr22_29090029__VHL_chr3_10183791	2683	65	647	119	2
CHEK2_chr22_29090029__WEE1_chr11_9595542	3	2	220	467	2
CHEK2_chr22_29090029__WEE1_chr11_9595845	4234	53	56	906	1058
CHEK2_chr22_29130694__ABL1_chr9_133738283	9	63	172	10	122
CHEK2_chr22_29130694__ABL1_chr9_133738356	413	1006	1278	1200	440
CHEK2_chr22_29130694__AKT1_chr14_105239609	1	555	684	4	628
CHEK2_chr22_29130694__AKT1_chr14_105239686	82	354	784	2575	1519
CHEK2_chr22_29130694__ALK_chr2_30143522	1	15	288	10	383
CHEK2_chr22_29130694__APC_chr5_112102023	0	568	278	223	16
CHEK2_chr22_29130694__ARID1A_chr1_27022876	808	854	935	824	1164
CHEK2_chr22_29130694__ARID1A_chr1_27056286	233	1222	963	6	771
CHEK2_chr22_29130694__ARID1A_chr1_27056288	3	1565	450	1765	1037
CHEK2_chr22_29130694__ARID2_chr12_46123614	1	571	27	4	1
CHEK2_chr22_29130694__ARID2_chr12_46205318	213	974	436	9	2
CHEK2_chr22_29130694__ARID2_chr12_46254608	96	400	926	513	345
CHEK2_chr22_29130694__ATM_chr11_108098350	169	446	434	1135	780
CHEK2_chr22_29130694__ATM_chr11_108098390	1	157	254	5	266
CHEK2_chr22_29130694__BCL2_chr18_60985877	690	2487	793	1133	847
CHEK2_chr22_29130694__BRCA1_chr17_41267735	70	329	566	1	0
CHEK2_chr22_29130694__BRD4_chr19_15376403	2	36	277	478	551
CHEK2_chr22_29130694__BRD4_chr19_15383894	5	5	109	2	1
CHEK2_chr22_29130694__BTK_chrX_100626613	407	13	131	2	60
CHEK2_chr22_29130694__CASP8_chr2_202131404	7	1958	1059	8	1854
CHEK2_chr22_29130694__CDH1_chr16_68772250	1151	1563	570	8	474
CHEK2_chr22_29130694__CDK6_chr7_92252365	988	2692	1832	604	2324
CHEK2_chr22_29130694__CDK6_chr7_92462628	3	17	286	2	1
CHEK2_chr22_29130694__CDK9_chr9_130548409	1257	1089	1290	1520	511
CHEK2_chr22_29130694__CDK9_chr9_130548998	762	289	640	3	311
CHEK2_chr22_29130694__CDK9_chr9_130550235	4	39	411	2340	101
CHEK2_chr22_29130694__CDKN1B_chr12_12870777	19	707	1285	327	505
CHEK2_chr22_29130694__CDKN1B_chr12_12870931	6	941	509	3	0
CHEK2_chr22_29130694__CDKN2A_chr9_21968726	17	1116	562	673	295
CHEK2_chr22_29130694__CDKN2A_chr9_21994327	1	1170	410	885	0
CHEK2_chr22_29130694__CHEK1_chr11_125496644	4	1805	361	2	103
CHEK2_chr22_29130694__DHFR_chr5_79950216	6	2185	1149	357	57
CHEK2_chr22_29130694__DHFR_chr5_79950217	29	17	406	640	859
CHEK2_chr22_29130694__EGFR_chr7_55209986	3175	3900	1470	458	1628
CHEK2_chr22_29130694__EGFR_chr7_55209992	5	2524	863	1973	4
CHEK2_chr22_29130694__FGFR2_chr10_123298118	183	206	152	703	1055
CHEK2_chr22_29130694__FGFR2_chr10_123298215	413	45	235	159	381
CHEK2_chr22_29130694__FGFR2_chr10_123353328	17	11	164	876	0
CHEK2_chr22_29130694__FGFR3_chr4_1795736	2	1627	1067	9	849
CHEK2_chr22_29130694__FLT3_chr13_28636172	2106	630	472	4	1278
CHEK2_chr22_29130694__FLT3_chr13_28674643	7843	890	952	979	1059
CHEK2_chr22_29130694__FNTA_chr8_42911471	26	428	179	146	157
CHEK2_chr22_29130694__FNTA_chr8_42914260	2436	389	507	342	433
CHEK2_chr22_29130694__FNTA_chr8_42924781	0	1104	965	2	635
CHEK2_chr22_29130694__GATA3_chr10_8097612	2	7	988	266	12
CHEK2_chr22_29130694__GATA3_chr10_8097722	5832	316	697	3389	213
CHEK2_chr22_29130694__HDAC1_chr1_32757816	3	2483	677	130	819
CHEK2_chr22_29130694__HDAC1_chr1_32792637	490	480	499	431	1256
CHEK2_chr22_29130694__HDAC2_chr6_114266539	48	618	1272	2214	263
CHEK2_chr22_29130694__HDAC2_chr6_114292056	687	2016	538	32	2
CHEK2_chr22_29130694__HDAC6_chrX_48661385	7	1335	1250	1750	487
CHEK2_chr22_29130694__HSP90AA1_chr14_102552141	21	1299	329	0	144
CHEK2_chr22_29130694__IGF1R_chr15_99192824	302	572	566	3	29
CHEK2_chr22_29130694__JAK2_chr9_5050721	1937	168	323	540	148
CHEK2_chr22_29130694__JAK2_chr9_5050816	0	450	634	4	89
CHEK2_chr22_29130694__KDM5C_chrX_53241022	340	11	610	414	3
CHEK2_chr22_29130694__KDM6A_chrX_44732838	127	99	256	1	1
CHEK2_chr22_29130694__KIT_chr4_55524229	443	724	429	95	661
CHEK2_chr22_29130694__KMT2D_chr12_49448161	0	1105	166	245	109
CHEK2_chr22_29130694__KMT2D_chr12_49448468	665	1689	847	551	227
CHEK2_chr22_29130694__MAP3K1_chr5_56111382	7979	42	82	6	3
CHEK2_chr22_29130694__MAP3K1_chr5_56152466	3	1	122	2	1
CHEK2_chr22_29130694__MET_chr7_116339123	2	46	26	5	551
CHEK2_chr22_29130694__MET_chr7_116340188	1	531	1321	1311	3
CHEK2_chr22_29130694__MET_chr7_116340207	14	7	250	2	240
CHEK2_chr22_29130694__MLH1_chr3_37045912	1	6	17	3	1
CHEK2_chr22_29130694__MSH6_chr2_48018154	73	48	355	3	45
CHEK2_chr22_29130694__MTOR_chr1_11319459	1	6	25	4	1
CHEK2_chr22_29130694__NF1_chr17_29422308	168	1161	459	685	300
CHEK2_chr22_29130694__NF1_chr17_29483039	1	346	230	1	1
CHEK2_chr22_29130694__NonTargetingControlGuideForHuman0362	3	383	1019	932	949
CHEK2_chr22_29130694__NonTargetingControlGuideForHuman0412	2138	286	354	1	235
CHEK2_chr22_29130694__PARP1_chr1_226578249	4	1207	1098	2050	373
CHEK2_chr22_29130694__PDGFRA_chr4_55124932	1	8	220	497	318
CHEK2_chr22_29130694__PDGFRA_chr4_55124963	194	3992	2712	2800	243
CHEK2_chr22_29130694__PIK3CA_chr3_178916614	7983	1693	1382	157	404
CHEK2_chr22_29130694__PIK3R1_chr5_67522521	240	403	566	1449	958
CHEK2_chr22_29130694__PIK3R1_chr5_67576410	3	363	308	6	962
CHEK2_chr22_29130694__PIK3R1_chr5_67576421	1	7	251	657	0
CHEK2_chr22_29130694__PRKDC_chr8_48686398	1561	24	520	1369	56
CHEK2_chr22_29130694__PRKDC_chr8_48872683	39	970	553	1577	881
CHEK2_chr22_29130694__RB1_chr13_48878054	1184	523	601	1	339
CHEK2_chr22_29130694__ROR1_chr1_64240089	2096	2813	1926	517	625
CHEK2_chr22_29130694__ROR1_chr1_64240143	160	8	369	527	195
CHEK2_chr22_29130694__RPS6KB1_chr17_57987922	32	342	242	7	428
CHEK2_chr22_29130694__RPS6KB1_chr17_57987949	15	500	508	2	110
CHEK2_chr22_29130694__RUNX1_chr21_36421144	558	1265	864	1	1133
CHEK2_chr22_29130694__SETD2_chr3_47142951	302	303	156	27	2
CHEK2_chr22_29130694__SMAD4_chr18_48573460	781	456	677	2371	1166
CHEK2_chr22_29130694__SMARCB1_chr22_24129339	4	3	402	2008	0
CHEK2_chr22_29130694__SMARCB1_chr22_24133993	2	334	615	9	665
CHEK2_chr22_29130694__SMO_chr7_128845081	26	908	304	3245	149
CHEK2_chr22_29130694__SRC_chr20_36014563	3916	142	346	1041	365
CHEK2_chr22_29130694__TOP1_chr20_39690109	1	424	397	761	637
CHEK2_chr22_29130694__TP53_chr17_7577537	225	1131	546	233	221
CHEK2_chr22_29130694__TSC1_chr9_135796796	1019	171	740	103	147
CHEK2_chr22_29130694__TSC1_chr9_135804256	35	887	1142	3	312
CHEK2_chr22_29130694__TYMS_chr18_657730	3962	1236	975	1094	1755
CHEK2_chr22_29130694__VEGFA_chr6_43738425	512	282	283	354	426
CHEK2_chr22_29130694__VHL_chr3_10183773	738	184	427	3099	2
CHEK2_chr22_29130694__VHL_chr3_10183791	27	143	343	187	736
CHEK2_chr22_29130694__WEE1_chr11_9595462	68	718	520	22	1225
CHEK2_chr22_29130694__WEE1_chr11_9595542	117	822	766	83	460
DHFR_chr5_79949819__ABL1_chr9_133589790	3	5	73	2	0
DHFR_chr5_79949819__ABL1_chr9_133738283	1528	32	151	1	1
DHFR_chr5_79949819__ADA_chr20_43257696	1	3	332	7	3
DHFR_chr5_79949819__ADA_chr20_43257769	2	9	436	1186	549
DHFR_chr5_79949819__AKT1_chr14_105239609	1814	308	1316	1884	623
DHFR_chr5_79949819__AKT1_chr14_105239686	1085	948	460	983	459
DHFR_chr5_79949819__AKT1_chr14_105258968	1518	388	269	5	1
DHFR_chr5_79949819__ALK_chr2_29541171	1	1	11	3	1
DHFR_chr5_79949819__ALK_chr2_29541172	1	371	109	0	161
DHFR_chr5_79949819__APC_chr5_112043408	1	15	428	552	1488
DHFR_chr5_79949819__APC_chr5_112102933	2	343	328	0	2
DHFR_chr5_79949819__ARID1A_chr1_27056286	2	85	164	202	2
DHFR_chr5_79949819__BCL2_chr18_60985877	894	386	246	425	276
DHFR_chr5_79949819__BRCA1_chr17_41267735	2304	4	390	751	0
DHFR_chr5_79949819__BRCA2_chr13_32890586	370	58	842	1048	792
DHFR_chr5_79949819__BRCA2_chr13_32912006	625	131	216	2298	379
DHFR_chr5_79949819__BRD4_chr19_15376361	0	1	86	3	864
DHFR_chr5_79949819__BRD4_chr19_15383894	0	5	80	3	0
DHFR_chr5_79949819__BTK_chrX_100629565	1694	3	481	387	0
DHFR_chr5_79949819__CASP8_chr2_202134297	94	149	275	156	11
DHFR_chr5_79949819__CDH1_chr16_68771300	1280	1244	784	2151	701
DHFR_chr5_79949819__CDH1_chr16_68772250	4	23	19	6	1000
DHFR_chr5_79949819__CDH1_chr16_68772255	95	235	445	682	952
DHFR_chr5_79949819__CDK4_chr12_58143253	8	462	79	2	2
DHFR_chr5_79949819__CDK4_chr12_58144705	2	296	296	559	1
DHFR_chr5_79949819__CDK4_chr12_58145497	3	9	259	2	335
DHFR_chr5_79949819__CDK9_chr9_130548409	2	38	429	672	132
DHFR_chr5_79949819__CDK9_chr9_130548998	127	15	63	90	387
DHFR_chr5_79949819__CDKN1B_chr12_12870931	2	52	81	651	1
DHFR_chr5_79949819__CDKN1B_chr12_12871196	1648	476	327	1026	334
DHFR_chr5_79949819__CDKN2A_chr9_21971100	156	5	315	3	782
DHFR_chr5_79949819__CDKN2A_chr9_21994327	2	2767	883	1646	1424
DHFR_chr5_79949819__CHEK1_chr11_125496644	35	2125	568	1	865
DHFR_chr5_79949819__CHEK1_chr11_125496687	1621	46	588	453	824
DHFR_chr5_79949819__CHEK1_chr11_125499147	149	298	182	1	0
DHFR_chr5_79949819__CHEK2_chr22_29085137	595	533	558	536	734
DHFR_chr5_79949819__CHEK2_chr22_29090029	1762	758	427	1	234
DHFR_chr5_79949819__CHEK2_chr22_29130694	92	333	255	2	1172
DHFR_chr5_79949819__EGFR_chr7_55209986	799	111	574	4	1500
DHFR_chr5_79949819__ERBB2_chr17_37868221	802	58	710	2817	332
DHFR_chr5_79949819__FGFR2_chr10_123298118	336	722	146	157	247
DHFR_chr5_79949819__FGFR2_chr10_123298215	2	13	14	1322	121
DHFR_chr5_79949819__FGFR2_chr10_123353328	33	2351	571	5	84
DHFR_chr5_79949819__FGFR3_chr4_1795655	2	41	72	922	227
DHFR_chr5_79949819__FGFR3_chr4_1795736	2255	329	147	428	269
DHFR_chr5_79949819__FLT3_chr13_28636131	128	21	129	4	844
DHFR_chr5_79949819__FNTA_chr8_42911471	0	643	590	5	568
DHFR_chr5_79949819__FNTA_chr8_42914260	0	475	198	1	0
DHFR_chr5_79949819__FNTA_chr8_42924781	0	2	64	1138	88
DHFR_chr5_79949819__HDAC1_chr1_32792601	2	1504	266	1452	62
DHFR_chr5_79949819__HDAC2_chr6_114266539	3	55	208	5	333
DHFR_chr5_79949819__HDAC6_chrX_48661089	744	221	400	7	378
DHFR_chr5_79949819__HDAC6_chrX_48674389	221	1444	424	1737	165
DHFR_chr5_79949819__HSP90AA1_chr14_102551760	2	20	95	2	2
DHFR_chr5_79949819__HSP90AA1_chr14_102552141	0	113	174	2	205
DHFR_chr5_79949819__IGF1R_chr15_99434664	3	76	150	228	406
DHFR_chr5_79949819__IGF1R_chr15_99434807	4267	301	644	160	201
DHFR_chr5_79949819__KDM5C_chrX_53241021	2	0	118	3	0
DHFR_chr5_79949819__KDM5C_chrX_53241022	4	513	559	2	2
DHFR_chr5_79949819__KDM6A_chrX_44732838	856	960	1400	4	1040
DHFR_chr5_79949819__KDM6A_chrX_44820615	279	3	136	1	396
DHFR_chr5_79949819__KIT_chr4_55524164	4	2220	462	1117	0
DHFR_chr5_79949819__KIT_chr4_55524229	12145	938	1633	2171	8
DHFR_chr5_79949819__KMT2D_chr12_49448161	0	379	250	3	66
DHFR_chr5_79949819__KMT2D_chr12_49448168	1464	614	446	4	733
DHFR_chr5_79949819__KMT2D_chr12_49448468	1497	245	93	529	133
DHFR_chr5_79949819__MAP3K1_chr5_56111382	39	1	48	1	0
DHFR_chr5_79949819__MAP3K1_chr5_56152466	113	284	535	1411	4
DHFR_chr5_79949819__MLH1_chr3_37035029	2	0	52	2	5
DHFR_chr5_79949819__MLH1_chr3_37038179	127	1711	847	224	94
DHFR_chr5_79949819__MSH6_chr2_48010356	1	3	60	363	0
DHFR_chr5_79949819__MSH6_chr2_48018154	0	6	20	6	0
DHFR_chr5_79949819__MTOR_chr1_11317010	149	469	468	4	664
DHFR_chr5_79949819__NF1_chr17_29422308	2	3	448	4	610
DHFR_chr5_79949819__NF1_chr17_29483038	2	284	278	2	676
DHFR_chr5_79949819__NonTargetingControlGuideForHuman0352	1479	551	644	4	537
DHFR_chr5_79949819__PARP1_chr1_226595581	1	4	15	0	0
DHFR_chr5_79949819__PBRM1_chr3_52713723	0	2	7	2	127
DHFR_chr5_79949819__PDGFRA_chr4_55124963	408	281	754	2161	462
DHFR_chr5_79949819__PDGFRA_chr4_55129914	3580	160	159	4	527
DHFR_chr5_79949819__PIK3CA_chr3_178919167	430	248	111	2	746
DHFR_chr5_79949819__PIK3R1_chr5_67576421	1	51	7	2	262
DHFR_chr5_79949819__PRKDC_chr8_48686781	2	798	263	486	684
DHFR_chr5_79949819__PRKDC_chr8_48872683	2	39	434	473	5
DHFR_chr5_79949819__PTEN_chr10_89653786	770	3	196	345	785
DHFR_chr5_79949819__PTEN_chr10_89685297	2	2	124	3	152
DHFR_chr5_79949819__RB1_chr13_48878054	2	3	21	8	347
DHFR_chr5_79949819__RB1_chr13_48934148	516	52	177	4	61
DHFR_chr5_79949819__RB1_chr13_48936969	2	533	200	1438	196
DHFR_chr5_79949819__ROR1_chr1_64240072	918	47	887	1190	367
DHFR_chr5_79949819__ROR1_chr1_64240089	278	382	169	6	103
DHFR_chr5_79949819__RPS6KB1_chr17_57970538	89	13	59	0	1
DHFR_chr5_79949819__RPS6KB1_chr17_57987949	2131	73	233	1933	641
DHFR_chr5_79949819__RUNX1_chr21_36252860	1	3659	271	557	231
DHFR_chr5_79949819__RUNX1_chr21_36252902	921	0	376	3	740
DHFR_chr5_79949819__RUNX1_chr21_36421144	0	78	416	195	389
DHFR_chr5_79949819__SETD2_chr3_47205411	3	809	529	953	1
DHFR_chr5_79949819__SMARCB1_chr22_24133949	1	854	685	423	243
DHFR_chr5_79949819__SMO_chr7_128828974	17	432	83	382	256
DHFR_chr5_79949819__SMO_chr7_128845117	3	0	282	2	574
DHFR_chr5_79949819__SRC_chr20_36012562	0	1	8	3	0
DHFR_chr5_79949819__SRC_chr20_36022600	28	877	476	6	180
DHFR_chr5_79949819__TOP1_chr20_39690055	0	2	82	2	156
DHFR_chr5_79949819__TP53_chr17_7578373	3	5	54	0	92
DHFR_chr5_79949819__TSC1_chr9_135796748	1947	860	323	12	416
DHFR_chr5_79949819__TSC1_chr9_135796796	178	223	268	1	332
DHFR_chr5_79949819__TSC1_chr9_135804256	648	4	14	1615	3
DHFR_chr5_79949819__VEGFA_chr6_43742077	4	12	535	5	355
DHFR_chr5_79949819__VHL_chr3_10183791	6	41	587	1293	0
DHFR_chr5_79949819__WEE1_chr11_9595462	125	94	165	1510	494
DHFR_chr5_79949819__WEE1_chr11_9595542	6	603	809	1277	209
DHFR_chr5_79949819__WEE1_chr11_9595845	20	175	73	1	405
DHFR_chr5_79950216__ABL1_chr9_133589790	1390	321	435	702	1449
DHFR_chr5_79950216__AKT1_chr14_105258968	26	2	579	210	205
DHFR_chr5_79950216__APC_chr5_112102023	159	11	207	75	78
DHFR_chr5_79950216__APC_chr5_112102933	76	1356	309	971	1
DHFR_chr5_79950216__ARID1A_chr1_27022876	2	43	270	451	237
DHFR_chr5_79950216__ARID2_chr12_46123614	1	7	162	1	0
DHFR_chr5_79950216__ARID2_chr12_46254608	57	1377	1193	434	428
DHFR_chr5_79950216__ATM_chr11_108098350	3	307	77	1	55
DHFR_chr5_79950216__ATM_chr11_108098390	41	208	105	297	3
DHFR_chr5_79950216__ATM_chr11_108098402	1	2	11	2	0
DHFR_chr5_79950216__BCL2_chr18_60795945	616	2069	1139	883	849
DHFR_chr5_79950216__BCL2_chr18_60795960	4286	577	784	549	448
DHFR_chr5_79950216__BCL2_chr18_60985877	19	467	255	1203	232
DHFR_chr5_79950216__BRAF_chr7_140508787	333	1442	763	1633	137
DHFR_chr5_79950216__BRAF_chr7_140534469	285	1554	1021	468	1026
DHFR_chr5_79950216__BRAF_chr7_140624501	5	300	523	28	25
DHFR_chr5_79950216__BRD4_chr19_15383894	3	649	281	2	0
DHFR_chr5_79950216__BTK_chrX_100626613	663	64	293	1158	118
DHFR_chr5_79950216__BTK_chrX_100629565	248	385	234	1	581
DHFR_chr5_79950216__CDH1_chr16_68772255	1	32	38	1	80
DHFR_chr5_79950216__CDK4_chr12_58144705	547	1261	527	831	478
DHFR_chr5_79950216__CDK6_chr7_92244474	1029	95	424	2451	249
DHFR_chr5_79950216__CDK6_chr7_92252365	0	18	101	48	1
DHFR_chr5_79950216__CDK9_chr9_130548998	908	3	344	358	416
DHFR_chr5_79950216__CDK9_chr9_130550235	2	1155	792	1238	4
DHFR_chr5_79950216__CDKN1B_chr12_12870777	957	722	296	1	228
DHFR_chr5_79950216__CDKN2A_chr9_21968726	1767	594	143	1711	3
DHFR_chr5_79950216__CDKN2A_chr9_21994327	21	648	158	81	400
DHFR_chr5_79950216__EGFR_chr7_55086962	2558	1092	428	327	407
DHFR_chr5_79950216__ERBB2_chr17_37855800	457	883	1041	652	400
DHFR_chr5_79950216__ERBB2_chr17_37868292	590	2004	539	1042	925
DHFR_chr5_79950216__FGFR2_chr10_123298215	0	561	85	0	0
DHFR_chr5_79950216__FGFR3_chr4_1795735	4	923	929	829	825
DHFR_chr5_79950216__FLT3_chr13_28636172	64	200	132	218	1
DHFR_chr5_79950216__FLT3_chr13_28674643	10	29	144	1009	185
DHFR_chr5_79950216__FNTA_chr8_42911471	2	602	255	3	0
DHFR_chr5_79950216__FNTA_chr8_42914260	503	157	242	0	1219
DHFR_chr5_79950216__FNTA_chr8_42924781	361	664	478	5	270
DHFR_chr5_79950216__GATA3_chr10_8097612	11	4	241	3	0
DHFR_chr5_79950216__GATA3_chr10_8097722	0	187	206	111	0
DHFR_chr5_79950216__GATA3_chr10_8097790	66	922	859	574	106
DHFR_chr5_79950216__HDAC1_chr1_32757816	30	316	368	1143	2
DHFR_chr5_79950216__HDAC1_chr1_32792637	1565	44	197	3	374
DHFR_chr5_79950216__HDAC6_chrX_48661089	1	1011	588	936	773
DHFR_chr5_79950216__HDAC6_chrX_48661385	4440	1593	988	765	716
DHFR_chr5_79950216__HSP90AA1_chr14_102552141	2	14	240	7	9
DHFR_chr5_79950216__HSP90AA1_chr14_102605736	160	53	1117	603	3
DHFR_chr5_79950216__IGF1R_chr15_99192824	46	1087	600	1	0
DHFR_chr5_79950216__IGF1R_chr15_99434807	3192	4	29	2	2
DHFR_chr5_79950216__JAK2_chr9_5021970	5	109	135	1018	622
DHFR_chr5_79950216__JAK2_chr9_5050721	1232	281	51	1	437
DHFR_chr5_79950216__KDM5C_chrX_53241022	2	340	269	595	491
DHFR_chr5_79950216__KIT_chr4_55524164	8	861	164	164	1
DHFR_chr5_79950216__KIT_chr4_55524229	131	616	205	2	43
DHFR_chr5_79950216__KMT2D_chr12_49448161	335	4	428	69	182
DHFR_chr5_79950216__KMT2D_chr12_49448468	160	1950	1149	771	1333
DHFR_chr5_79950216__MAP3K1_chr5_56152485	247	446	259	2	521
DHFR_chr5_79950216__MET_chr7_116339123	1	889	127	53	1
DHFR_chr5_79950216__MET_chr7_116340188	362	2112	713	1555	122
DHFR_chr5_79950216__MLH1_chr3_37045912	1	549	457	520	42
DHFR_chr5_79950216__MSH6_chr2_48018111	3	572	271	159	125
DHFR_chr5_79950216__NF1_chr17_29422308	1654	9	461	900	531
DHFR_chr5_79950216__NonTargetingControlGuideForHuman0362	3	980	538	82	17
DHFR_chr5_79950216__NonTargetingControlGuideForHuman0412	336	944	235	1	40
