construct_id	Hela_Trex2_CV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_2_S6_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_1_S5_trimmed53_len_filtered_counts
CDK4_chr12_58143253__KIT_chr4_55524164	213	127	99	159	311	213
CDK4_chr12_58143253__KIT_chr4_55524176	0	1	0	34	0	0
CDK4_chr12_58143253__KIT_chr4_55524229	1481	223	3198	321	495	424
CDK4_chr12_58143253__KMT2D_chr12_49448161	146	40	42	3	139	0
CDK4_chr12_58143253__MAP2K1_chr15_66679721	413	183	137	156	284	169
CDK4_chr12_58143253__MAP3K1_chr5_56111382	2	508	0	134	481	214
CDK4_chr12_58143253__MAP3K1_chr5_56152466	626	199	487	108	558	1
CDK4_chr12_58143253__MAP3K1_chr5_56152485	148	881	43	346	439	520
CDK4_chr12_58143253__MLH1_chr3_37045912	29	413	0	142	13	201
CDK4_chr12_58143253__MSH6_chr2_48010356	241	485	419	343	499	273
CDK4_chr12_58143253__MSH6_chr2_48018154	94	49	241	33	190	0
CDK4_chr12_58143253__NF1_chr17_29422308	758	1061	372	435	857	794
CDK4_chr12_58143253__NF1_chr17_29483038	0	0	0	0	320	0
CDK4_chr12_58143253__NonTargetingControlGuideForHuman0352	499	251	61	241	851	388
CDK4_chr12_58143253__PARP1_chr1_226578249	44	194	198	41	244	0
CDK4_chr12_58143253__PARP1_chr1_226578301	190	276	132	258	284	145
CDK4_chr12_58143253__PBRM1_chr3_52696257	181	474	47	81	457	109
CDK4_chr12_58143253__PBRM1_chr3_52702516	256	477	319	342	797	546
CDK4_chr12_58143253__PBRM1_chr3_52713723	4	539	0	196	295	277
CDK4_chr12_58143253__PIK3R1_chr5_67576410	152	644	0	289	28	41
CDK4_chr12_58143253__PIK3R1_chr5_67576421	421	21	215	206	212	0
CDK4_chr12_58143253__PRKDC_chr8_48686398	1	54	0	164	389	1
CDK4_chr12_58143253__ROR1_chr1_64240089	529	417	603	567	566	481
CDK4_chr12_58143253__ROR1_chr1_64240143	41	177	28	132	495	11
CDK4_chr12_58143253__RPS6KB1_chr17_57987922	0	146	0	122	251	0
CDK4_chr12_58143253__RPS6KB1_chr17_57987949	811	756	541	754	886	758
CDK4_chr12_58143253__RRM2_chr2_10262728	594	195	80	156	425	439
CDK4_chr12_58143253__RRM2_chr2_10262940	2	818	0	18	217	81
CDK4_chr12_58143253__RUNX1_chr21_36252902	173	637	162	767	104	693
CDK4_chr12_58143253__RUNX1_chr21_36421144	0	294	0	9	235	0
CDK4_chr12_58143253__SETD2_chr3_47142951	311	5	99	263	192	39
CDK4_chr12_58143253__SETD2_chr3_47142972	265	467	0	268	134	55
CDK4_chr12_58143253__SMARCA4_chr19_11095011	200	328	209	171	476	112
CDK4_chr12_58143253__SMARCB1_chr22_24133949	62	227	21	37	168	0
CDK4_chr12_58143253__SMARCB1_chr22_24133993	89	146	1	104	337	0
CDK4_chr12_58143253__SRC_chr20_36014563	831	652	1054	272	713	547
CDK4_chr12_58143253__TOP1_chr20_39690055	99	242	0	211	313	168
CDK4_chr12_58143253__TSC1_chr9_135796748	541	789	252	146	1331	28
CDK4_chr12_58143253__TSC1_chr9_135804256	135	180	78	57	249	0
CDK4_chr12_58143253__TYMS_chr18_657730	1071	1047	1230	509	802	389
CDK4_chr12_58143253__TYMS_chr18_659656	0	443	0	276	0	225
CDK4_chr12_58143253__VEGFA_chr6_43738425	250	229	61	177	354	511
CDK4_chr12_58143253__WEE1_chr11_9595845	89	229	0	0	52	0
CDK4_chr12_58144705__ABL1_chr9_133589790	270	396	64	487	742	498
CDK4_chr12_58144705__ABL1_chr9_133738283	409	627	273	304	309	718
CDK4_chr12_58144705__ADA_chr20_43280245	480	327	233	360	953	114
CDK4_chr12_58144705__AKT1_chr14_105258968	494	197	1279	37	319	100
CDK4_chr12_58144705__ALK_chr2_29541172	207	374	37	399	339	268
CDK4_chr12_58144705__ALK_chr2_30143522	480	404	362	135	740	568
CDK4_chr12_58144705__ARID1A_chr1_27022876	134	0	0	182	1	179
CDK4_chr12_58144705__ARID1A_chr1_27056286	254	183	93	305	217	207
CDK4_chr12_58144705__ARID1A_chr1_27056288	151	639	0	463	310	510
CDK4_chr12_58144705__ARID2_chr12_46254608	110	257	18	158	383	109
CDK4_chr12_58144705__ATM_chr11_108098390	219	423	111	195	285	126
CDK4_chr12_58144705__BCL2_chr18_60795945	259	319	0	79	536	164
CDK4_chr12_58144705__BCL2_chr18_60985877	215	509	43	18	508	214
CDK4_chr12_58144705__BRAF_chr7_140534469	1190	632	2017	926	1085	843
CDK4_chr12_58144705__BRAF_chr7_140624501	360	270	315	84	18	193
CDK4_chr12_58144705__BRCA1_chr17_41256141	33	150	1	95	106	0
CDK4_chr12_58144705__BRCA1_chr17_41267735	95	285	0	0	0	0
CDK4_chr12_58144705__BRCA1_chr17_41276018	67	602	0	21	3	0
CDK4_chr12_58144705__BRCA2_chr13_32914228	368	208	299	207	86	199
CDK4_chr12_58144705__BTK_chrX_100645534	429	1140	486	619	1281	591
CDK4_chr12_58144705__CDH1_chr16_68771300	275	472	277	532	993	1480
CDK4_chr12_58144705__CDH1_chr16_68772255	41	192	137	22	279	0
CDK4_chr12_58144705__CDK6_chr7_92244474	353	406	427	266	653	209
CDK4_chr12_58144705__CDK6_chr7_92252365	669	256	874	641	363	594
CDK4_chr12_58144705__CDKN1B_chr12_12870777	319	240	193	178	139	28
CDK4_chr12_58144705__CDKN1B_chr12_12870931	780	610	807	260	485	953
CDK4_chr12_58144705__CDKN2A_chr9_21971100	297	1	239	20	148	48
CDK4_chr12_58144705__CDKN2A_chr9_21994327	20	450	0	110	125	341
CDK4_chr12_58144705__CHEK1_chr11_125496644	251	371	244	216	521	322
CDK4_chr12_58144705__CHEK1_chr11_125496687	0	33	0	0	0	0
CDK4_chr12_58144705__CHEK1_chr11_125499147	0	306	0	63	462	6
CDK4_chr12_58144705__CHEK2_chr22_29085137	612	743	936	484	444	511
CDK4_chr12_58144705__CHEK2_chr22_29130694	883	395	390	270	516	242
CDK4_chr12_58144705__EGFR_chr7_55209992	110	131	69	35	468	0
CDK4_chr12_58144705__ERBB2_chr17_37855800	814	345	1522	74	300	13
CDK4_chr12_58144705__ERBB2_chr17_37868221	1001	450	499	1028	292	3248
CDK4_chr12_58144705__FGFR2_chr10_123298118	711	439	922	959	780	385
CDK4_chr12_58144705__FGFR2_chr10_123298215	168	277	114	232	579	316
CDK4_chr12_58144705__FGFR3_chr4_1795655	717	529	417	1032	1204	1761
CDK4_chr12_58144705__FLT3_chr13_28636172	219	304	265	351	0	244
CDK4_chr12_58144705__FNTA_chr8_42911471	740	393	483	319	843	302
CDK4_chr12_58144705__FNTA_chr8_42924781	0	0	0	25	0	0
CDK4_chr12_58144705__GATA3_chr10_8097612	535	42	939	109	241	35
CDK4_chr12_58144705__GATA3_chr10_8097790	327	311	413	413	756	232
CDK4_chr12_58144705__HDAC1_chr1_32792637	837	182	857	284	248	579
CDK4_chr12_58144705__HDAC2_chr6_114266539	102	278	0	284	205	586
CDK4_chr12_58144705__HDAC2_chr6_114267214	235	424	369	314	241	268
CDK4_chr12_58144705__HDAC2_chr6_114292056	285	183	290	715	317	646
CDK4_chr12_58144705__HDAC6_chrX_48661385	1458	1073	1368	942	493	742
CDK4_chr12_58144705__HDAC6_chrX_48674389	69	60	0	115	396	44
CDK4_chr12_58144705__HSP90AA1_chr14_102605736	973	811	1238	267	681	586
CDK4_chr12_58144705__IGF1R_chr15_99434807	426	570	98	151	400	65
CDK4_chr12_58144705__JAK2_chr9_5050816	267	184	55	203	133	33
CDK4_chr12_58144705__KDM5C_chrX_53241022	642	878	481	944	135	1435
CDK4_chr12_58144705__KIT_chr4_55524176	652	154	802	180	414	91
CDK4_chr12_58144705__KMT2D_chr12_49448161	121	386	228	105	520	20
CDK4_chr12_58144705__KMT2D_chr12_49448168	495	273	1004	339	703	711
CDK4_chr12_58144705__MAP2K1_chr15_66679721	2264	656	1933	690	317	1377
CDK4_chr12_58144705__MAP2K1_chr15_66679756	174	254	17	41	338	77
CDK4_chr12_58144705__MAP3K1_chr5_56111382	361	157	362	207	244	634
CDK4_chr12_58144705__MAP3K1_chr5_56152466	272	611	186	405	372	328
CDK4_chr12_58144705__MAP3K1_chr5_56152485	515	619	636	854	682	1388
CDK4_chr12_58144705__MET_chr7_116339123	318	263	126	236	257	205
CDK4_chr12_58144705__MET_chr7_116340188	290	255	451	334	703	302
CDK4_chr12_58144705__MET_chr7_116340207	166	169	101	231	172	169
CDK4_chr12_58144705__MLH1_chr3_37035029	507	358	850	152	873	187
CDK4_chr12_58144705__MLH1_chr3_37038179	480	322	702	104	616	63
CDK4_chr12_58144705__MSH6_chr2_48010356	209	588	55	297	72	387
CDK4_chr12_58144705__MSH6_chr2_48018154	129	258	82	187	399	108
CDK4_chr12_58144705__MTOR_chr1_11317010	705	543	492	543	806	353
CDK4_chr12_58144705__MTOR_chr1_11317149	606	227	88	328	387	457
CDK4_chr12_58144705__NF1_chr17_29422308	480	520	151	576	518	572
CDK4_chr12_58144705__NF1_chr17_29483038	458	224	506	1133	18	2088
CDK4_chr12_58144705__NF1_chr17_29483039	844	334	2033	555	162	4505
CDK4_chr12_58144705__NonTargetingControlGuideForHuman0362	1630	400	2734	569	383	585
CDK4_chr12_58144705__NonTargetingControlGuideForHuman0412	324	803	252	255	4	425
CDK4_chr12_58144705__PARP1_chr1_226595581	97	532	1	137	87	295
CDK4_chr12_58144705__PDGFRA_chr4_55124963	406	153	147	309	491	170
CDK4_chr12_58144705__PDGFRA_chr4_55129914	333	204	443	224	206	142
CDK4_chr12_58144705__PIK3CA_chr3_178916614	759	598	1225	224	897	117
CDK4_chr12_58144705__PIK3CA_chr3_178919070	305	697	24	281	1444	126
CDK4_chr12_58144705__PIK3R1_chr5_67576421	310	895	934	139	1051	234
CDK4_chr12_58144705__PRKDC_chr8_48686398	559	71	447	204	180	112
CDK4_chr12_58144705__PTEN_chr10_89653786	962	149	1523	89	98	377
CDK4_chr12_58144705__PTEN_chr10_89685297	398	120	535	872	189	1102
CDK4_chr12_58144705__RB1_chr13_48878054	451	326	643	629	543	2511
CDK4_chr12_58144705__RB1_chr13_48934148	11	820	34	304	0	651
CDK4_chr12_58144705__ROR1_chr1_64240072	367	274	129	492	373	314
CDK4_chr12_58144705__RPS6KB1_chr17_57987922	305	608	330	657	520	418
CDK4_chr12_58144705__RRM2_chr2_10262728	26	288	43	274	750	96
CDK4_chr12_58144705__RRM2_chr2_10262940	862	430	698	84	445	534
CDK4_chr12_58144705__RRM2_chr2_10262957	549	648	82	130	403	169
CDK4_chr12_58144705__RUNX1_chr21_36252860	706	267	886	683	506	499
CDK4_chr12_58144705__RUNX1_chr21_36252902	487	151	498	159	660	67
CDK4_chr12_58144705__RUNX1_chr21_36421144	492	218	171	541	99	869
CDK4_chr12_58144705__SETD2_chr3_47142972	378	90	12	454	422	535
CDK4_chr12_58144705__SETD2_chr3_47205411	239	255	41	30	148	42
CDK4_chr12_58144705__SMARCA4_chr19_11094819	113	274	44	244	309	205
CDK4_chr12_58144705__SMARCA4_chr19_11094851	335	322	192	370	524	502
CDK4_chr12_58144705__SMARCA4_chr19_11095011	809	886	1770	330	428	616
CDK4_chr12_58144705__SMARCB1_chr22_24129339	676	115	134	204	602	253
CDK4_chr12_58144705__SMARCB1_chr22_24133949	425	384	114	124	514	47
CDK4_chr12_58144705__SMO_chr7_128845081	201	602	257	663	305	1377
CDK4_chr12_58144705__SRC_chr20_36022600	264	119	140	256	296	215
CDK4_chr12_58144705__TOP1_chr20_39690109	245	319	0	42	402	38
CDK4_chr12_58144705__TP53_chr17_7577537	141	430	494	346	451	732
CDK4_chr12_58144705__TP53_chr17_7578373	1035	516	364	722	392	757
CDK4_chr12_58144705__TP53_chr17_7579881	542	646	319	270	330	278
CDK4_chr12_58144705__TYMS_chr18_659656	334	589	83	608	32	578
CDK4_chr12_58144705__VEGFA_chr6_43742077	402	347	140	256	242	276
CDK4_chr12_58144705__WEE1_chr11_9595845	79	339	3	219	201	361
CDK4_chr12_58145497__ABL1_chr9_133738283	792	931	625	593	1142	368
CDK4_chr12_58145497__ADA_chr20_43257696	920	656	1325	478	1393	811
CDK4_chr12_58145497__ADA_chr20_43257769	593	996	747	1249	718	2116
CDK4_chr12_58145497__ADA_chr20_43280245	539	373	927	830	726	965
CDK4_chr12_58145497__ALK_chr2_29541172	507	223	320	375	259	94
CDK4_chr12_58145497__ALK_chr2_30143522	717	604	188	303	769	329
CDK4_chr12_58145497__APC_chr5_112043408	865	448	1037	584	459	394
CDK4_chr12_58145497__ARID1A_chr1_27056286	155	0	165	154	395	139
CDK4_chr12_58145497__ARID1A_chr1_27056288	388	657	1079	371	314	708
CDK4_chr12_58145497__ARID2_chr12_46205318	1604	324	1441	409	623	324
CDK4_chr12_58145497__ATM_chr11_108098402	387	78	150	103	784	0
CDK4_chr12_58145497__BCL2_chr18_60985877	624	287	262	408	364	240
CDK4_chr12_58145497__BRAF_chr7_140508787	721	1075	1507	944	1031	1134
CDK4_chr12_58145497__BRAF_chr7_140624501	1423	450	2280	339	1005	290
CDK4_chr12_58145497__BRCA1_chr17_41256141	1149	1071	168	819	1300	1245
CDK4_chr12_58145497__BRCA1_chr17_41267735	335	281	47	29	596	14
CDK4_chr12_58145497__BRCA2_chr13_32912006	410	587	73	278	110	83
CDK4_chr12_58145497__BRCA2_chr13_32914228	163	441	107	349	400	335
CDK4_chr12_58145497__BRD4_chr19_15376361	617	633	433	117	908	185
CDK4_chr12_58145497__BTK_chrX_100626613	449	421	73	247	490	100
CDK4_chr12_58145497__BTK_chrX_100645534	415	572	448	172	732	121
CDK4_chr12_58145497__CASP8_chr2_202123033	1008	245	1032	438	610	119
CDK4_chr12_58145497__CDH1_chr16_68772250	654	1135	417	692	1178	1041
CDK4_chr12_58145497__CDK6_chr7_92244474	882	1004	130	554	742	605
CDK4_chr12_58145497__CDK6_chr7_92252365	280	672	57	990	474	841
CDK4_chr12_58145497__CDKN1B_chr12_12870777	106	250	92	641	275	596
CDK4_chr12_58145497__CDKN1B_chr12_12870931	178	250	0	391	0	264
CDK4_chr12_58145497__CDKN1B_chr12_12871196	803	775	1722	448	1123	237
CDK4_chr12_58145497__CDKN2A_chr9_21968726	148	96	26	662	180	754
CDK4_chr12_58145497__CHEK1_chr11_125499147	0	428	0	11	201	0
CDK4_chr12_58145497__CHEK2_chr22_29085137	228	591	532	1025	700	1291
CDK4_chr12_58145497__CHEK2_chr22_29090029	72	82	0	75	0	61
CDK4_chr12_58145497__CHEK2_chr22_29130694	1090	150	430	166	438	237
CDK4_chr12_58145497__DHFR_chr5_79950216	446	1094	353	1375	583	2233
CDK4_chr12_58145497__EGFR_chr7_55209992	437	399	279	708	399	580
CDK4_chr12_58145497__ERBB2_chr17_37868221	1601	1156	1928	411	825	140
CDK4_chr12_58145497__ERBB2_chr17_37868292	542	231	294	216	177	365
CDK4_chr12_58145497__FGFR2_chr10_123298215	656	385	692	50	177	34
CDK4_chr12_58145497__FGFR2_chr10_123353328	0	208	29	351	222	419
CDK4_chr12_58145497__FGFR3_chr4_1795655	969	345	484	293	751	16
CDK4_chr12_58145497__FGFR3_chr4_1795736	110	99	1	189	147	660
CDK4_chr12_58145497__FLT3_chr13_28674643	199	536	173	661	332	637
CDK4_chr12_58145497__GATA3_chr10_8097612	307	264	273	271	972	104
CDK4_chr12_58145497__HDAC2_chr6_114266539	176	371	68	519	186	762
CDK4_chr12_58145497__HDAC2_chr6_114292056	1303	629	2192	643	927	439
CDK4_chr12_58145497__HDAC6_chrX_48661385	1418	770	533	827	906	293
CDK4_chr12_58145497__HDAC6_chrX_48674389	256	1136	81	316	965	495
CDK4_chr12_58145497__HSP90AA1_chr14_102551760	645	381	529	282	712	120
CDK4_chr12_58145497__IGF1R_chr15_99434664	0	641	0	196	196	228
CDK4_chr12_58145497__IGF1R_chr15_99434807	117	173	50	434	152	390
CDK4_chr12_58145497__JAK2_chr9_5050721	418	761	356	366	556	428
CDK4_chr12_58145497__KDM5C_chrX_53241021	172	338	0	95	414	0
CDK4_chr12_58145497__KDM5C_chrX_53254068	450	238	233	548	837	282
CDK4_chr12_58145497__KDM6A_chrX_44732838	685	335	90	843	407	356
CDK4_chr12_58145497__KDM6A_chrX_44820615	346	228	179	23	347	41
CDK4_chr12_58145497__KDM6A_chrX_44820616	1345	516	1131	707	71	330
CDK4_chr12_58145497__KIT_chr4_55524164	579	232	585	205	776	136
CDK4_chr12_58145497__KMT2D_chr12_49448168	586	606	212	555	825	699
CDK4_chr12_58145497__KMT2D_chr12_49448468	1145	489	2029	249	237	156
CDK4_chr12_58145497__MAP2K1_chr15_66679728	829	885	736	789	1190	234
CDK4_chr12_58145497__MAP3K1_chr5_56111382	436	0	660	272	333	433
CDK4_chr12_58145497__MAP3K1_chr5_56152466	758	331	514	429	961	211
CDK4_chr12_58145497__MAP3K1_chr5_56152485	350	1774	276	1122	737	1797
CDK4_chr12_58145497__MET_chr7_116340207	1148	139	739	35	705	7
CDK4_chr12_58145497__MLH1_chr3_37035029	214	1139	148	798	1042	947
CDK4_chr12_58145497__MLH1_chr3_37045912	485	636	318	231	224	289
CDK4_chr12_58145497__MSH6_chr2_48010356	713	285	750	256	866	707
CDK4_chr12_58145497__MSH6_chr2_48018154	230	272	1	295	327	246
CDK4_chr12_58145497__MTOR_chr1_11319459	347	664	76	293	661	187
CDK4_chr12_58145497__NF1_chr17_29422308	1200	1460	1717	916	423	1164
CDK4_chr12_58145497__NF1_chr17_29483038	1089	193	1031	813	905	1216
CDK4_chr12_58145497__NF1_chr17_29483039	1691	351	8028	524	174	6019
CDK4_chr12_58145497__NonTargetingControlGuideForHuman0362	1127	1045	311	576	1186	735
CDK4_chr12_58145497__NonTargetingControlGuideForHuman0412	1188	480	1043	121	750	517
CDK4_chr12_58145497__PARP1_chr1_226578301	254	497	332	502	258	1114
CDK4_chr12_58145497__PARP1_chr1_226595581	399	93	266	281	514	155
CDK4_chr12_58145497__PBRM1_chr3_52696257	363	227	63	198	319	185
CDK4_chr12_58145497__PBRM1_chr3_52713723	10	359	86	108	226	257
CDK4_chr12_58145497__PDGFRA_chr4_55129914	689	877	491	1096	660	887
CDK4_chr12_58145497__PIK3CA_chr3_178916614	768	1063	333	427	860	729
CDK4_chr12_58145497__PIK3CA_chr3_178919167	909	403	483	312	191	144
CDK4_chr12_58145497__PIK3R1_chr5_67522521	20	141	3	505	387	590
CDK4_chr12_58145497__PIK3R1_chr5_67576421	80	222	1	2	497	0
CDK4_chr12_58145497__PRKDC_chr8_48686398	758	721	187	674	1457	886
CDK4_chr12_58145497__PRKDC_chr8_48686781	492	284	312	119	923	0
CDK4_chr12_58145497__PTEN_chr10_89653786	815	0	1498	172	136	475
CDK4_chr12_58145497__PTEN_chr10_89685297	1923	388	3525	564	323	594
CDK4_chr12_58145497__PTEN_chr10_89711868	584	284	2183	874	429	1506
CDK4_chr12_58145497__RB1_chr13_48878054	167	58	95	366	0	409
CDK4_chr12_58145497__RB1_chr13_48934148	179	229	95	555	322	817
CDK4_chr12_58145497__RB1_chr13_48936969	263	119	500	65	1117	102
CDK4_chr12_58145497__ROR1_chr1_64240072	1720	1256	1866	654	757	662
CDK4_chr12_58145497__RPS6KB1_chr17_57970538	1029	596	1212	489	544	666
CDK4_chr12_58145497__RRM2_chr2_10262940	167	493	9	271	580	292
CDK4_chr12_58145497__RUNX1_chr21_36252902	181	168	16	46	93	71
CDK4_chr12_58145497__SETD2_chr3_47142951	266	675	38	1207	643	380
CDK4_chr12_58145497__SETD2_chr3_47205411	422	851	409	403	957	270
CDK4_chr12_58145497__SMAD4_chr18_48573460	249	564	138	172	681	217
CDK4_chr12_58145497__SMAD4_chr18_48586241	400	110	74	111	98	0
CDK4_chr12_58145497__SMARCA4_chr19_11094819	316	572	332	400	593	44
CDK4_chr12_58145497__SMARCB1_chr22_24129339	717	897	448	547	1640	377
CDK4_chr12_58145497__SMO_chr7_128828974	377	366	39	175	1191	290
CDK4_chr12_58145497__SMO_chr7_128845081	681	560	450	230	306	1262
CDK4_chr12_58145497__TOP1_chr20_39690055	39	0	117	9	0	0
CDK4_chr12_58145497__TP53_chr17_7577537	517	785	419	310	443	416
CDK4_chr12_58145497__TP53_chr17_7578373	1126	1120	1549	121	585	389
CDK4_chr12_58145497__TSC1_chr9_135796796	1146	521	715	433	616	315
CDK4_chr12_58145497__TYMS_chr18_659656	790	284	899	505	411	301
CDK4_chr12_58145497__VEGFA_chr6_43742108	612	716	1567	196	587	487
CDK4_chr12_58145497__VHL_chr3_10183518	631	585	732	419	570	1221
CDK4_chr12_58145497__WEE1_chr11_9595462	186	531	45	135	372	0
CDK6_chr7_92244474__ABL1_chr9_133589790	0	107	24	33	18	154
CDK6_chr7_92244474__ADA_chr20_43257769	187	629	529	305	799	217
CDK6_chr7_92244474__ADA_chr20_43280245	422	386	331	298	445	527
CDK6_chr7_92244474__AKT1_chr14_105239609	113	183	1	41	459	39
CDK6_chr7_92244474__AKT1_chr14_105239686	1562	1643	649	946	2622	1175
CDK6_chr7_92244474__ALK_chr2_29541171	608	621	106	787	535	1132
CDK6_chr7_92244474__APC_chr5_112102933	186	131	70	168	261	132
CDK6_chr7_92244474__ARID1A_chr1_27022876	226	615	163	614	858	1010
CDK6_chr7_92244474__ARID1A_chr1_27056288	205	1106	306	467	1000	260
CDK6_chr7_92244474__ARID2_chr12_46205318	430	1186	578	568	306	570
CDK6_chr7_92244474__BCL2_chr18_60985877	183	434	416	24	386	0
CDK6_chr7_92244474__BRAF_chr7_140534469	540	248	248	165	923	233
CDK6_chr7_92244474__BRAF_chr7_140624501	376	290	160	395	280	319
CDK6_chr7_92244474__BRCA1_chr17_41267735	87	297	21	34	196	28
CDK6_chr7_92244474__BRCA2_chr13_32914228	301	222	167	1	427	1
CDK6_chr7_92244474__BRD4_chr19_15376361	94	648	0	194	495	86
CDK6_chr7_92244474__BRD4_chr19_15376403	1101	542	392	590	738	262
CDK6_chr7_92244474__BRD4_chr19_15383894	0	0	0	231	256	205
CDK6_chr7_92244474__CASP8_chr2_202131404	1315	916	2041	398	945	436
CDK6_chr7_92244474__CDH1_chr16_68771300	744	396	554	708	645	678
CDK6_chr7_92244474__CDK4_chr12_58143253	336	78	2	157	305	10
CDK6_chr7_92244474__CDK9_chr9_130548998	1	272	9	20	1215	36
CDK6_chr7_92244474__CDKN1B_chr12_12870931	1109	577	1104	546	437	292
CDK6_chr7_92244474__CDKN2A_chr9_21968726	53	0	0	1	370	0
CDK6_chr7_92244474__CDKN2A_chr9_21994327	469	318	347	164	154	209
CDK6_chr7_92244474__CHEK1_chr11_125499147	1	467	0	0	430	0
CDK6_chr7_92244474__CHEK2_chr22_29130694	703	1263	1030	399	1722	107
CDK6_chr7_92244474__DHFR_chr5_79949819	1036	1251	424	657	872	452
CDK6_chr7_92244474__EGFR_chr7_55086962	514	836	249	678	1460	889
CDK6_chr7_92244474__EGFR_chr7_55209992	519	459	628	117	778	36
CDK6_chr7_92244474__ERBB2_chr17_37855800	229	375	434	279	278	216
CDK6_chr7_92244474__ERBB2_chr17_37868292	167	297	0	39	187	0
CDK6_chr7_92244474__FGFR2_chr10_123298118	238	800	422	816	633	916
CDK6_chr7_92244474__FGFR3_chr4_1795736	1348	705	1853	359	927	425
CDK6_chr7_92244474__FLT3_chr13_28636131	939	575	882	474	678	359
CDK6_chr7_92244474__FLT3_chr13_28636172	642	450	513	106	842	91
CDK6_chr7_92244474__FNTA_chr8_42911471	270	585	3	459	693	232
CDK6_chr7_92244474__FNTA_chr8_42914260	1	1000	1	0	1107	0
CDK6_chr7_92244474__FNTA_chr8_42924781	630	621	1095	258	1068	92
CDK6_chr7_92244474__GATA3_chr10_8097612	155	946	0	301	500	1
CDK6_chr7_92244474__GATA3_chr10_8097722	134	228	5	524	438	368
CDK6_chr7_92244474__HDAC1_chr1_32757816	890	959	590	172	601	270
CDK6_chr7_92244474__HDAC1_chr1_32792601	376	251	2	221	398	46
CDK6_chr7_92244474__HDAC1_chr1_32792637	308	566	76	1240	1458	892
CDK6_chr7_92244474__HDAC2_chr6_114292056	51	340	1	480	338	1213
CDK6_chr7_92244474__HDAC6_chrX_48661385	527	188	117	461	538	384
CDK6_chr7_92244474__HSP90AA1_chr14_102552141	37	339	99	97	222	40
CDK6_chr7_92244474__HSP90AA1_chr14_102605736	782	283	533	765	875	750
CDK6_chr7_92244474__IGF1R_chr15_99434807	292	868	493	451	301	376
CDK6_chr7_92244474__KDM5C_chrX_53241021	397	387	108	261	461	3
CDK6_chr7_92244474__KDM5C_chrX_53241022	855	829	472	666	905	1433
CDK6_chr7_92244474__KDM5C_chrX_53254068	868	875	1160	377	692	126
CDK6_chr7_92244474__KDM6A_chrX_44820615	2092	972	2041	711	641	607
CDK6_chr7_92244474__KIT_chr4_55524164	926	311	879	617	905	745
CDK6_chr7_92244474__KIT_chr4_55524176	225	548	288	624	215	405
CDK6_chr7_92244474__KMT2D_chr12_49448161	1166	870	1130	303	827	415
CDK6_chr7_92244474__KMT2D_chr12_49448168	497	702	875	344	926	736
CDK6_chr7_92244474__MAP2K1_chr15_66679721	2415	1692	1482	1192	2134	742
CDK6_chr7_92244474__MAP2K1_chr15_66679728	1504	705	4514	885	1622	823
CDK6_chr7_92244474__MAP3K1_chr5_56111382	211	594	757	58	274	246
CDK6_chr7_92244474__MAP3K1_chr5_56152485	776	914	688	838	541	1378
CDK6_chr7_92244474__MET_chr7_116339123	1452	458	5096	468	1132	726
CDK6_chr7_92244474__MLH1_chr3_37045912	705	538	490	719	443	935
CDK6_chr7_92244474__MSH6_chr2_48018154	292	286	64	63	554	0
CDK6_chr7_92244474__MTOR_chr1_11317149	260	264	169	105	132	4
CDK6_chr7_92244474__NF1_chr17_29422308	1134	771	1684	871	697	2038
CDK6_chr7_92244474__NF1_chr17_29483038	2759	448	7156	2292	564	7822
CDK6_chr7_92244474__NonTargetingControlGuideForHuman0362	1514	737	1595	1644	809	637
CDK6_chr7_92244474__NonTargetingControlGuideForHuman0412	758	309	150	306	553	703
CDK6_chr7_92244474__PARP1_chr1_226578301	321	218	344	80	686	93
CDK6_chr7_92244474__PBRM1_chr3_52696257	281	924	0	614	762	539
CDK6_chr7_92244474__PBRM1_chr3_52713723	865	316	676	75	752	107
CDK6_chr7_92244474__PDGFRA_chr4_55124932	1616	264	1510	590	1291	87
CDK6_chr7_92244474__PIK3CA_chr3_178919167	565	328	660	105	185	49
CDK6_chr7_92244474__PIK3R1_chr5_67522521	277	468	465	363	537	267
CDK6_chr7_92244474__PIK3R1_chr5_67576410	161	119	25	213	152	118
CDK6_chr7_92244474__PRKDC_chr8_48686781	1135	1067	302	692	1349	570
CDK6_chr7_92244474__PRKDC_chr8_48872683	648	151	1599	455	616	76
CDK6_chr7_92244474__PTEN_chr10_89653786	409	526	499	167	935	445
CDK6_chr7_92244474__PTEN_chr10_89711868	187	285	413	762	759	2424
CDK6_chr7_92244474__RB1_chr13_48878054	538	491	464	267	268	581
CDK6_chr7_92244474__RB1_chr13_48934148	605	41	269	218	559	187
CDK6_chr7_92244474__RB1_chr13_48936969	345	605	409	107	525	201
CDK6_chr7_92244474__ROR1_chr1_64240072	1450	1343	1162	1046	1373	711
