construct_id	ln229_cas9trex2B_t0_S5_trimmed53_len_filtered_counts	ln229_cas9B_t0_S3_trimmed53_len_filtered_counts	ln229_cas9trex2A_t0_S4_trimmed53_len_filtered_counts	ln229_cas9A_t0_S2_trimmed53_len_filtered_counts	ln229_parent_t0_S1_trimmed53_len_filtered_counts
ATM_chr11_108098390__SMARCB1_chr22_24133949	0	1	127	1	4
ATM_chr11_108098390__SMARCB1_chr22_24133993	637	0	0	383	4
ATM_chr11_108098390__SMO_chr7_128828974	422	1	0	2	1
ATM_chr11_108098390__SMO_chr7_128845117	400	0	0	1	1
ATM_chr11_108098390__SRC_chr20_36022600	1692	5076	1	2	3
ATM_chr11_108098390__TP53_chr17_7578373	974	1	0	0	3
ATM_chr11_108098390__TP53_chr17_7579881	457	3855	240	8	1574
ATM_chr11_108098390__TSC1_chr9_135796796	2	2	0	1	2
ATM_chr11_108098390__TYMS_chr18_659665	1154	472	612	22	3509
ATM_chr11_108098390__VHL_chr3_10183518	1	0	0	1	4
ATM_chr11_108098390__VHL_chr3_10183791	3	2	489	0	1
ATM_chr11_108098390__WEE1_chr11_9595542	492	0	0	1	3
ATM_chr11_108098390__WEE1_chr11_9595845	386	1	368	1	0
ATM_chr11_108098402__ABL1_chr9_133589790	0	0	0	0	1
ATM_chr11_108098402__ABL1_chr9_133738283	0	0	0	1	0
ATM_chr11_108098402__ADA_chr20_43257769	0	0	328	1	0
ATM_chr11_108098402__ADA_chr20_43280245	98	1	2	0	0
ATM_chr11_108098402__ALK_chr2_29541171	1134	1	0	123	1
ATM_chr11_108098402__APC_chr5_112102933	73	799	0	2	1
ATM_chr11_108098402__ARID1A_chr1_27056286	1	4	0	2	1
ATM_chr11_108098402__ARID1A_chr1_27056288	583	2682	36	5	2241
ATM_chr11_108098402__ARID2_chr12_46205318	0	2	0	5	3252
ATM_chr11_108098402__ARID2_chr12_46254608	0	0	0	1	3
ATM_chr11_108098402__BCL2_chr18_60795945	158	1143	145	0	0
ATM_chr11_108098402__BRAF_chr7_140534469	652	3	185	426	0
ATM_chr11_108098402__BRCA1_chr17_41267735	0	1	0	0	0
ATM_chr11_108098402__BRCA2_chr13_32914228	1095	1	48	0	1
ATM_chr11_108098402__BRD4_chr19_15383894	0	1	0	0	0
ATM_chr11_108098402__BTK_chrX_100629565	0	0	0	1	0
ATM_chr11_108098402__BTK_chrX_100645534	189	2	0	5	2
ATM_chr11_108098402__CASP8_chr2_202123033	1	0	0	2	2
ATM_chr11_108098402__CDK4_chr12_58144705	1128	0	0	372	0
ATM_chr11_108098402__CDK6_chr7_92244474	0	2	0	200	3
ATM_chr11_108098402__CDK6_chr7_92252365	0	2	0	1	0
ATM_chr11_108098402__CDK9_chr9_130548998	135	1	0	0	0
ATM_chr11_108098402__CDKN1B_chr12_12870777	333	2	0	302	0
ATM_chr11_108098402__CDKN1B_chr12_12870931	0	0	0	0	1
ATM_chr11_108098402__CDKN2A_chr9_21968726	2	0	0	2	0
ATM_chr11_108098402__CDKN2A_chr9_21994327	244	2	24	0	0
ATM_chr11_108098402__CHEK2_chr22_29090029	33	1	397	1	0
ATM_chr11_108098402__CHEK2_chr22_29130694	99	0	0	2	1
ATM_chr11_108098402__DHFR_chr5_79949819	154	2	37	4	2514
ATM_chr11_108098402__DHFR_chr5_79950217	145	0	1	1	1
ATM_chr11_108098402__EGFR_chr7_55086962	770	2	0	0	0
ATM_chr11_108098402__EGFR_chr7_55209992	0	0	0	0	0
ATM_chr11_108098402__ERBB2_chr17_37855800	62	0	0	3	1
ATM_chr11_108098402__ERBB2_chr17_37868221	650	1252	526	6	2471
ATM_chr11_108098402__ERBB2_chr17_37868292	0	1	0	0	0
ATM_chr11_108098402__FGFR2_chr10_123298118	550	0	0	1	1
ATM_chr11_108098402__FGFR2_chr10_123298215	703	0	0	1	681
ATM_chr11_108098402__FGFR3_chr4_1795735	292	2	220	2487	8
ATM_chr11_108098402__FLT3_chr13_28636172	407	13	0	0	0
ATM_chr11_108098402__FNTA_chr8_42924781	1	0	0	5	2
ATM_chr11_108098402__GATA3_chr10_8097790	405	0	114	595	439
ATM_chr11_108098402__HDAC1_chr1_32792601	18	0	1	2	0
ATM_chr11_108098402__HDAC1_chr1_32792637	1	0	0	2	0
ATM_chr11_108098402__HDAC2_chr6_114266539	635	522	755	3	1
ATM_chr11_108098402__HDAC2_chr6_114267214	0	1	0	0	1
ATM_chr11_108098402__HDAC2_chr6_114292056	19	1	0	0	2
ATM_chr11_108098402__HDAC6_chrX_48674389	472	0	0	18	0
ATM_chr11_108098402__HSP90AA1_chr14_102552141	0	0	0	0	2
ATM_chr11_108098402__HSP90AA1_chr14_102605736	84	1009	889	4	2
ATM_chr11_108098402__IGF1R_chr15_99434664	0	1	0	0	2
ATM_chr11_108098402__IGF1R_chr15_99434807	2	1	0	0	2
ATM_chr11_108098402__JAK2_chr9_5050816	58	0	0	0	1
ATM_chr11_108098402__KDM5C_chrX_53241021	0	0	0	1	0
ATM_chr11_108098402__KDM5C_chrX_53254068	51	0	0	3	0
ATM_chr11_108098402__KDM6A_chrX_44732838	2	1	1	1	0
ATM_chr11_108098402__KDM6A_chrX_44820615	0	264	0	0	0
ATM_chr11_108098402__KIT_chr4_55524176	173	2	0	0	0
ATM_chr11_108098402__KIT_chr4_55524229	0	0	0	2	4
ATM_chr11_108098402__KMT2D_chr12_49448161	4	0	0	2	0
ATM_chr11_108098402__KMT2D_chr12_49448468	1073	2	4	1753	1
ATM_chr11_108098402__MAP2K1_chr15_66679728	819	0	0	1	0
ATM_chr11_108098402__MAP2K1_chr15_66679756	1178	1	0	2951	2
ATM_chr11_108098402__MAP3K1_chr5_56111382	1	3364	827	2	292
ATM_chr11_108098402__MAP3K1_chr5_56152466	454	0	0	590	2
ATM_chr11_108098402__MET_chr7_116339123	17	0	0	2453	0
ATM_chr11_108098402__MLH1_chr3_37035029	265	1	0	0	2
ATM_chr11_108098402__MTOR_chr1_11317149	1	0	0	0	1
ATM_chr11_108098402__MTOR_chr1_11319459	0	1	0	0	0
ATM_chr11_108098402__NonTargetingControlGuideForHuman0352	212	10724	1507	10	5
ATM_chr11_108098402__PARP1_chr1_226578301	16	538	44	920	1
ATM_chr11_108098402__PARP1_chr1_226595581	253	1	76	1	0
ATM_chr11_108098402__PBRM1_chr3_52696257	663	1	0	8	4333
ATM_chr11_108098402__PBRM1_chr3_52713723	656	1	3	1	4
ATM_chr11_108098402__PDGFRA_chr4_55129914	50	444	0	1	4
ATM_chr11_108098402__PIK3CA_chr3_178919070	1	1	0	1823	0
ATM_chr11_108098402__PIK3CA_chr3_178919167	248	3154	3	6	0
ATM_chr11_108098402__PIK3R1_chr5_67522521	0	1	1	0	0
ATM_chr11_108098402__PIK3R1_chr5_67576410	157	3	44	809	1
ATM_chr11_108098402__PRKDC_chr8_48686398	144	1	0	565	0
ATM_chr11_108098402__PTEN_chr10_89653786	489	1	0	1	0
ATM_chr11_108098402__RB1_chr13_48878054	17	0	0	0	0
ATM_chr11_108098402__RB1_chr13_48934148	1	0	0	1	0
ATM_chr11_108098402__ROR1_chr1_64240072	637	2	439	2	0
ATM_chr11_108098402__ROR1_chr1_64240089	116	1551	0	891	0
ATM_chr11_108098402__ROR1_chr1_64240143	0	0	0	0	0
ATM_chr11_108098402__RPS6KB1_chr17_57970538	501	0	1025	0	0
ATM_chr11_108098402__RPS6KB1_chr17_57987949	539	0	0	0	9
ATM_chr11_108098402__RRM2_chr2_10262728	183	0	1628	0	3
ATM_chr11_108098402__RRM2_chr2_10262940	85	1	333	1	1
ATM_chr11_108098402__RUNX1_chr21_36252860	497	1	0	1	3
ATM_chr11_108098402__RUNX1_chr21_36252902	129	0	0	4	468
ATM_chr11_108098402__RUNX1_chr21_36421144	141	0	171	5	0
ATM_chr11_108098402__SETD2_chr3_47142951	0	0	2	0	1
ATM_chr11_108098402__SETD2_chr3_47142972	345	0	2	0	0
ATM_chr11_108098402__SMAD4_chr18_48573460	405	1997	873	1436	3
ATM_chr11_108098402__SMAD4_chr18_48575673	1160	1027	0	315	1
ATM_chr11_108098402__SMAD4_chr18_48586241	39	0	0	1	1
ATM_chr11_108098402__SMARCB1_chr22_24129339	1380	736	0	0	0
ATM_chr11_108098402__SMARCB1_chr22_24133993	1	4678	1	4	2
ATM_chr11_108098402__SMO_chr7_128828974	45	0	604	0	0
ATM_chr11_108098402__SMO_chr7_128845081	2	0	0	0	0
ATM_chr11_108098402__SRC_chr20_36012562	422	0	1	1	0
ATM_chr11_108098402__SRC_chr20_36022600	954	1	115	5	4211
ATM_chr11_108098402__TP53_chr17_7577537	1500	966	1123	5	1446
ATM_chr11_108098402__TP53_chr17_7579881	367	2282	0	1046	1
ATM_chr11_108098402__TSC1_chr9_135796748	0	297	0	0	0
ATM_chr11_108098402__TYMS_chr18_657730	389	0	1	711	93
ATM_chr11_108098402__TYMS_chr18_659656	0	0	0	0	1
ATM_chr11_108098402__TYMS_chr18_659665	1470	1	0	2197	1
ATM_chr11_108098402__VHL_chr3_10183518	20	4	385	3007	3
ATM_chr11_108098402__VHL_chr3_10183773	2	0	847	1595	4
ATM_chr11_108098402__WEE1_chr11_9595845	405	1	0	1605	21
BCL2_chr18_60795945__ABL1_chr9_133738356	587	1	0	536	4
BCL2_chr18_60795945__ADA_chr20_43257696	154	3809	2	1256	3
BCL2_chr18_60795945__ADA_chr20_43280245	90	6	285	0	3
BCL2_chr18_60795945__AKT1_chr14_105239609	0	35	0	3	80
BCL2_chr18_60795945__ALK_chr2_29541171	541	1	0	1	0
BCL2_chr18_60795945__ARID1A_chr1_27056288	128	0	0	878	3
BCL2_chr18_60795945__ARID2_chr12_46123614	0	0	503	0	0
BCL2_chr18_60795945__ARID2_chr12_46205318	2	2	2	2	1474
BCL2_chr18_60795945__ATM_chr11_108098350	46	0	0	0	0
BCL2_chr18_60795945__BRCA1_chr17_41256141	333	1449	1	3769	6
BCL2_chr18_60795945__BRCA1_chr17_41276018	1143	8965	520	7	0
BCL2_chr18_60795945__BRCA2_chr13_32890586	15	0	0	4	0
BCL2_chr18_60795945__BTK_chrX_100629565	9	1	0	171	1
BCL2_chr18_60795945__BTK_chrX_100645534	220	1	78	1	5
BCL2_chr18_60795945__CASP8_chr2_202123033	955	1861	0	1481	5
BCL2_chr18_60795945__CASP8_chr2_202134297	220	1094	879	11	1
BCL2_chr18_60795945__CDH1_chr16_68771300	883	1	29	4028	4
BCL2_chr18_60795945__CDH1_chr16_68772250	43	477	79	0	1
BCL2_chr18_60795945__CDK4_chr12_58143253	1	0	0	3	0
BCL2_chr18_60795945__CDK4_chr12_58145497	71	2	208	254	3
BCL2_chr18_60795945__CDK6_chr7_92244474	540	5919	86	1800	2
BCL2_chr18_60795945__CDK9_chr9_130548409	687	1	296	2	2
BCL2_chr18_60795945__CDK9_chr9_130548998	921	3	42	1	1
BCL2_chr18_60795945__CDK9_chr9_130550235	65	2	0	4	3
BCL2_chr18_60795945__CDKN1B_chr12_12870931	642	1	0	2	0
BCL2_chr18_60795945__CDKN1B_chr12_12871196	225	271	119	1574	0
BCL2_chr18_60795945__CDKN2A_chr9_21994327	1818	3	365	175	3
BCL2_chr18_60795945__CHEK1_chr11_125496644	465	1	0	2	1
BCL2_chr18_60795945__CHEK1_chr11_125499147	418	0	0	0	538
BCL2_chr18_60795945__CHEK2_chr22_29090029	269	2	280	2	0
BCL2_chr18_60795945__CHEK2_chr22_29130694	6	0	71	1570	3
BCL2_chr18_60795945__DHFR_chr5_79949819	607	304	663	2	1445
BCL2_chr18_60795945__ERBB2_chr17_37855800	1184	515	384	4	1
BCL2_chr18_60795945__ERBB2_chr17_37868221	38	338	74	2	2
BCL2_chr18_60795945__ERBB2_chr17_37868292	454	83	36	0	3
BCL2_chr18_60795945__FGFR3_chr4_1795736	645	1845	16	3	3
BCL2_chr18_60795945__GATA3_chr10_8097722	43	10	620	2187	1
BCL2_chr18_60795945__HDAC1_chr1_32757816	823	1	1033	329	0
BCL2_chr18_60795945__HDAC1_chr1_32792601	1453	329	1800	555	6393
BCL2_chr18_60795945__HDAC1_chr1_32792637	484	81	178	1	1
BCL2_chr18_60795945__HDAC2_chr6_114266539	65	1	172	1067	1051
BCL2_chr18_60795945__HDAC6_chrX_48661385	89	1357	0	3001	0
BCL2_chr18_60795945__HDAC6_chrX_48674389	8	1	315	2	3
BCL2_chr18_60795945__HSP90AA1_chr14_102552141	1	1	0	369	4
BCL2_chr18_60795945__IGF1R_chr15_99192824	90	1	0	0	5
BCL2_chr18_60795945__IGF1R_chr15_99434807	209	5	235	2661	2
BCL2_chr18_60795945__JAK2_chr9_5050721	231	0	842	2	2
BCL2_chr18_60795945__JAK2_chr9_5050816	1490	944	1	407	2
BCL2_chr18_60795945__KDM5C_chrX_53254068	669	1	319	356	3
BCL2_chr18_60795945__KDM6A_chrX_44732838	258	1930	0	5	1
BCL2_chr18_60795945__KIT_chr4_55524164	1	1012	95	3631	1
BCL2_chr18_60795945__KIT_chr4_55524176	189	1	79	31	999
BCL2_chr18_60795945__KMT2D_chr12_49448168	897	1958	249	3	3910
BCL2_chr18_60795945__KMT2D_chr12_49448468	118	4	0	439	1
BCL2_chr18_60795945__MAP2K1_chr15_66679756	1	2606	0	5	2
BCL2_chr18_60795945__MAP3K1_chr5_56111382	163	1	0	1	323
BCL2_chr18_60795945__MAP3K1_chr5_56152485	730	3	1032	1280	3
BCL2_chr18_60795945__MET_chr7_116339123	0	0	192	1	0
BCL2_chr18_60795945__MET_chr7_116340188	2	3	741	1815	0
BCL2_chr18_60795945__MET_chr7_116340207	0	360	130	0	121
BCL2_chr18_60795945__MLH1_chr3_37038179	346	2	0	1362	9
BCL2_chr18_60795945__MSH6_chr2_48010356	192	1	0	208	2
BCL2_chr18_60795945__MSH6_chr2_48018111	504	4351	197	2	5
BCL2_chr18_60795945__MTOR_chr1_11317010	22	319	1	2325	8676
BCL2_chr18_60795945__MTOR_chr1_11317149	135	0	1	202	0
BCL2_chr18_60795945__NF1_chr17_29422308	385	1	277	0	0
BCL2_chr18_60795945__NF1_chr17_29483038	401	707	1	783	2
BCL2_chr18_60795945__NonTargetingControlGuideForHuman0352	0	95	0	2	2
BCL2_chr18_60795945__PARP1_chr1_226578249	753	0	54	0	2
BCL2_chr18_60795945__PDGFRA_chr4_55124963	837	3141	116	1751	4
BCL2_chr18_60795945__PDGFRA_chr4_55129914	563	3	0	1	1
BCL2_chr18_60795945__PIK3CA_chr3_178916614	287	1	5	5	2
BCL2_chr18_60795945__PIK3CA_chr3_178919167	112	1	82	744	234
BCL2_chr18_60795945__RB1_chr13_48878054	481	1	1035	2	1
BCL2_chr18_60795945__RB1_chr13_48936969	171	694	2	1	4
BCL2_chr18_60795945__ROR1_chr1_64240143	1210	488	401	272	4
BCL2_chr18_60795945__RPS6KB1_chr17_57970538	5	1	0	0	0
BCL2_chr18_60795945__RPS6KB1_chr17_57987949	154	1	1	2	1264
BCL2_chr18_60795945__RRM2_chr2_10262957	642	398	0	2391	1
BCL2_chr18_60795945__RUNX1_chr21_36252902	1	0	0	4	0
BCL2_chr18_60795945__RUNX1_chr21_36421144	1298	1	1	1	1
BCL2_chr18_60795945__SETD2_chr3_47142951	410	0	41	2	2
BCL2_chr18_60795945__SMAD4_chr18_48573460	1	1	1	1	0
BCL2_chr18_60795945__SMAD4_chr18_48586241	136	0	0	0	0
BCL2_chr18_60795945__SMARCA4_chr19_11094851	0	2913	0	3	1
BCL2_chr18_60795945__SMARCA4_chr19_11095011	121	201	1	2	4
BCL2_chr18_60795945__SMARCB1_chr22_24129339	1023	278	197	1118	4
BCL2_chr18_60795945__SMARCB1_chr22_24133993	1584	1	0	0	0
BCL2_chr18_60795945__SMO_chr7_128828974	431	2	129	1	6
BCL2_chr18_60795945__SMO_chr7_128845081	51	3	227	0	891
BCL2_chr18_60795945__SMO_chr7_128845117	460	1	528	1944	2
BCL2_chr18_60795945__SRC_chr20_36012562	389	4	1	1196	1543
BCL2_chr18_60795945__SRC_chr20_36022600	20	297	28	532	4
BCL2_chr18_60795945__TOP1_chr20_39657693	219	2	0	1	1
BCL2_chr18_60795945__TOP1_chr20_39690109	0	1	1	0	0
BCL2_chr18_60795945__TP53_chr17_7578373	308	3	0	248	5
BCL2_chr18_60795945__TSC1_chr9_135796748	230	2226	219	1791	1
BCL2_chr18_60795945__TSC1_chr9_135804256	58	0	252	2	3372
BCL2_chr18_60795945__TYMS_chr18_659665	288	0	0	2	0
BCL2_chr18_60795945__VEGFA_chr6_43742077	440	66	826	3	1
BCL2_chr18_60795945__VHL_chr3_10183773	634	1	655	1	1
BCL2_chr18_60795945__VHL_chr3_10183791	21	1	825	1	1
BCL2_chr18_60795945__WEE1_chr11_9595462	181	5	0	19	4
BCL2_chr18_60795945__WEE1_chr11_9595542	0	1	2	407	3671
BCL2_chr18_60795960__ABL1_chr9_133589790	172	842	27	648	2
BCL2_chr18_60795960__ABL1_chr9_133738356	588	1628	329	1	2
BCL2_chr18_60795960__ADA_chr20_43257696	522	4	1	5	2
BCL2_chr18_60795960__ADA_chr20_43280245	170	0	459	724	10
BCL2_chr18_60795960__AKT1_chr14_105239686	309	4	670	380	3
BCL2_chr18_60795960__AKT1_chr14_105258968	251	4	356	1684	3
BCL2_chr18_60795960__ALK_chr2_29541171	240	0	0	0	0
BCL2_chr18_60795960__ALK_chr2_29541172	158	833	742	653	1
BCL2_chr18_60795960__APC_chr5_112043408	1022	7081	37	1155	3022
BCL2_chr18_60795960__ARID1A_chr1_27056286	86	1	1	1	3
BCL2_chr18_60795960__ARID1A_chr1_27056288	286	1	295	1764	832
BCL2_chr18_60795960__ARID2_chr12_46205318	717	2542	0	1064	266
BCL2_chr18_60795960__ARID2_chr12_46254608	175	119	332	1453	341
BCL2_chr18_60795960__ATM_chr11_108098402	164	1	1	0	1
BCL2_chr18_60795960__BRAF_chr7_140534469	1186	1	240	4	2
BCL2_chr18_60795960__BRAF_chr7_140624501	1802	0	56	0	2
BCL2_chr18_60795960__BRCA1_chr17_41276018	89	1	0	3	1
BCL2_chr18_60795960__BRCA2_chr13_32912006	573	2	328	0	2
BCL2_chr18_60795960__BRCA2_chr13_32914228	1	0	241	2	1
BCL2_chr18_60795960__BRD4_chr19_15376403	215	0	0	3	4
BCL2_chr18_60795960__BRD4_chr19_15383894	3	1	0	1	3113
BCL2_chr18_60795960__BTK_chrX_100626613	0	513	338	1	1
BCL2_chr18_60795960__BTK_chrX_100645534	358	2	71	4	5
BCL2_chr18_60795960__CASP8_chr2_202123033	373	2294	0	781	1
BCL2_chr18_60795960__CDH1_chr16_68771300	75	2	0	2	1
BCL2_chr18_60795960__CDH1_chr16_68772255	0	0	16	0	1
BCL2_chr18_60795960__CDK4_chr12_58143253	0	2	1	3	6108
BCL2_chr18_60795960__CDK4_chr12_58144705	359	2624	0	5	0
BCL2_chr18_60795960__CDK4_chr12_58145497	587	0	720	3	2
BCL2_chr18_60795960__CDK6_chr7_92244474	397	2006	3	329	2861
BCL2_chr18_60795960__CDK6_chr7_92252365	463	1	0	153	114
BCL2_chr18_60795960__CDKN1B_chr12_12870777	111	1	573	0	3
BCL2_chr18_60795960__CDKN1B_chr12_12870931	4	2	275	285	0
BCL2_chr18_60795960__CDKN2A_chr9_21971100	209	1	79	2	1
BCL2_chr18_60795960__CDKN2A_chr9_21994327	534	17	1450	1939	938
BCL2_chr18_60795960__CHEK1_chr11_125499147	544	900	0	594	3
BCL2_chr18_60795960__CHEK2_chr22_29090029	80	0	0	1	0
BCL2_chr18_60795960__CHEK2_chr22_29130694	869	2	81	2154	4430
BCL2_chr18_60795960__DHFR_chr5_79949819	609	208	0	0	3
BCL2_chr18_60795960__EGFR_chr7_55086962	57	1758	1	3841	4
BCL2_chr18_60795960__ERBB2_chr17_37855800	566	3782	2	815	2
BCL2_chr18_60795960__ERBB2_chr17_37868221	113	172	1194	3	2
BCL2_chr18_60795960__ERBB2_chr17_37868292	837	0	0	635	7
BCL2_chr18_60795960__FLT3_chr13_28636172	302	2015	159	1441	2
BCL2_chr18_60795960__FNTA_chr8_42911471	222	0	1070	1	1083
BCL2_chr18_60795960__GATA3_chr10_8097790	1115	4	0	1174	4
BCL2_chr18_60795960__HDAC1_chr1_32792601	803	1	13	2719	2
BCL2_chr18_60795960__HDAC2_chr6_114267214	729	2	1	1149	0
BCL2_chr18_60795960__HDAC6_chrX_48661089	1220	7	507	585	2375
BCL2_chr18_60795960__HSP90AA1_chr14_102551760	0	0	513	2	4
BCL2_chr18_60795960__HSP90AA1_chr14_102605736	903	1	1	652	2
BCL2_chr18_60795960__IGF1R_chr15_99434664	480	2	0	1	6
BCL2_chr18_60795960__JAK2_chr9_5021970	20	1	135	4686	3
BCL2_chr18_60795960__JAK2_chr9_5050721	450	1	245	0	2
BCL2_chr18_60795960__KDM5C_chrX_53241021	649	1	0	1	0
BCL2_chr18_60795960__KDM6A_chrX_44820615	51	1	1	2	671
BCL2_chr18_60795960__KIT_chr4_55524176	63	0	547	96	2
BCL2_chr18_60795960__KIT_chr4_55524229	452	2	153	1	0
BCL2_chr18_60795960__MAP2K1_chr15_66679721	32	1	0	1	4
BCL2_chr18_60795960__MAP2K1_chr15_66679756	261	0	947	1	2
BCL2_chr18_60795960__MAP3K1_chr5_56152485	1622	3	1	3307	2989
BCL2_chr18_60795960__MET_chr7_116339123	0	0	163	0	3
BCL2_chr18_60795960__MLH1_chr3_37038179	548	947	1749	4	4
BCL2_chr18_60795960__MLH1_chr3_37045912	411	1	0	0	4
BCL2_chr18_60795960__MSH6_chr2_48010356	28	1	1	6084	1
BCL2_chr18_60795960__MSH6_chr2_48018111	271	1	84	3	1180
BCL2_chr18_60795960__MTOR_chr1_11317010	234	2	32	1	1
BCL2_chr18_60795960__MTOR_chr1_11317149	1094	0	0	291	0
BCL2_chr18_60795960__MTOR_chr1_11319459	741	0	211	3	0
BCL2_chr18_60795960__NF1_chr17_29483038	0	1	1	2	3
BCL2_chr18_60795960__NonTargetingControlGuideForHuman0352	197	5	0	247	4411
BCL2_chr18_60795960__PARP1_chr1_226578249	289	2	176	29	1442
BCL2_chr18_60795960__PBRM1_chr3_52696257	173	0	198	1	0
BCL2_chr18_60795960__PBRM1_chr3_52713723	207	0	0	1	3
BCL2_chr18_60795960__PIK3CA_chr3_178919070	195	2	0	1	2
BCL2_chr18_60795960__PIK3R1_chr5_67522521	820	5	27	37	1
BCL2_chr18_60795960__PIK3R1_chr5_67576410	745	58	57	23	1
BCL2_chr18_60795960__PIK3R1_chr5_67576421	152	2	0	7	2
BCL2_chr18_60795960__PRKDC_chr8_48686398	0	3	0	1	0
BCL2_chr18_60795960__PRKDC_chr8_48686781	1139	3	65	346	3
BCL2_chr18_60795960__PRKDC_chr8_48872683	52	2	1	3	2392
BCL2_chr18_60795960__PTEN_chr10_89653786	186	2	258	1	0
BCL2_chr18_60795960__RB1_chr13_48936969	742	4561	436	4	2
BCL2_chr18_60795960__ROR1_chr1_64240072	762	1	729	39	3
BCL2_chr18_60795960__ROR1_chr1_64240089	629	1	479	1489	1
BCL2_chr18_60795960__ROR1_chr1_64240143	22	3	3	4	5442
BCL2_chr18_60795960__RPS6KB1_chr17_57987949	841	2881	827	423	3600
BCL2_chr18_60795960__RRM2_chr2_10262940	949	7149	0	4834	5
BCL2_chr18_60795960__RUNX1_chr21_36252902	391	2	0	3	4
BCL2_chr18_60795960__RUNX1_chr21_36421144	1	3	1	1	2
BCL2_chr18_60795960__SETD2_chr3_47142951	680	122	0	3	1499
BCL2_chr18_60795960__SETD2_chr3_47142972	333	1	0	500	2
BCL2_chr18_60795960__SMAD4_chr18_48573460	0	4	74	0	3
BCL2_chr18_60795960__SMAD4_chr18_48586241	626	7	239	1	432
BCL2_chr18_60795960__SMARCA4_chr19_11094819	184	0	448	1068	850
BCL2_chr18_60795960__SMARCB1_chr22_24133949	1240	3	414	5	3
BCL2_chr18_60795960__SMO_chr7_128828974	312	970	1	10	5487
BCL2_chr18_60795960__SMO_chr7_128845117	37	0	534	3	0
BCL2_chr18_60795960__SRC_chr20_36012562	264	0	3	1406	1
BCL2_chr18_60795960__SRC_chr20_36014563	223	72	83	345	2
BCL2_chr18_60795960__TOP1_chr20_39657693	335	0	1038	242	0
BCL2_chr18_60795960__TSC1_chr9_135796796	91	0	644	0	2
BCL2_chr18_60795960__TSC1_chr9_135804256	684	2	836	0	2
BCL2_chr18_60795960__VEGFA_chr6_43742077	39	21	1427	80	677
BCL2_chr18_60795960__VEGFA_chr6_43742108	2	0	0	1	1
BCL2_chr18_60795960__WEE1_chr11_9595845	416	2	1685	390	4
BCL2_chr18_60985877__ABL1_chr9_133738283	781	0	166	825	7
BCL2_chr18_60985877__ABL1_chr9_133738356	1310	3	7	3361	608
BCL2_chr18_60985877__ADA_chr20_43257696	130	100	35	432	54
BCL2_chr18_60985877__ADA_chr20_43257769	1216	211	1	519	4
BCL2_chr18_60985877__AKT1_chr14_105239609	380	5	0	5	4922
BCL2_chr18_60985877__AKT1_chr14_105239686	1287	2	52	483	4
BCL2_chr18_60985877__AKT1_chr14_105258968	424	2	41	2	0
BCL2_chr18_60985877__ALK_chr2_29541171	491	1061	782	3	0
BCL2_chr18_60985877__ALK_chr2_30143522	346	3	223	52	23
BCL2_chr18_60985877__APC_chr5_112102933	18	0	50	1	4
BCL2_chr18_60985877__ARID1A_chr1_27056288	553	0	1	3	2
BCL2_chr18_60985877__ARID2_chr12_46123614	431	4911	66	380	521
BCL2_chr18_60985877__ARID2_chr12_46205318	911	14437	551	1016	454
BCL2_chr18_60985877__ARID2_chr12_46254608	1913	1089	1016	1944	4
BCL2_chr18_60985877__ATM_chr11_108098402	0	2	0	0	0
BCL2_chr18_60985877__BRCA1_chr17_41267735	149	71	0	1	2
BCL2_chr18_60985877__BRCA2_chr13_32912006	405	937	365	723	5
BCL2_chr18_60985877__BRCA2_chr13_32914228	1	2	0	1318	0
BCL2_chr18_60985877__BRD4_chr19_15376403	1	5685	235	6	7
BCL2_chr18_60985877__BRD4_chr19_15383894	4	0	0	0	2
BCL2_chr18_60985877__BTK_chrX_100626613	0	525	1	0	0
BCL2_chr18_60985877__BTK_chrX_100629565	590	0	16	1	1
BCL2_chr18_60985877__CASP8_chr2_202134297	568	2700	0	619	4
BCL2_chr18_60985877__CDH1_chr16_68772250	1	180	0	2	3
BCL2_chr18_60985877__CDK9_chr9_130550235	570	3	125	3215	5
BCL2_chr18_60985877__CDKN1B_chr12_12870931	834	2	0	2	0
BCL2_chr18_60985877__CDKN2A_chr9_21968726	353	28	0	4	1
BCL2_chr18_60985877__CDKN2A_chr9_21971100	399	3	161	1	4
BCL2_chr18_60985877__DHFR_chr5_79950217	1290	2	4	7699	8
BCL2_chr18_60985877__EGFR_chr7_55086962	61	3	107	1	3
BCL2_chr18_60985877__EGFR_chr7_55209986	783	5732	305	20	1
BCL2_chr18_60985877__EGFR_chr7_55209992	205	8	462	0	1045
BCL2_chr18_60985877__ERBB2_chr17_37855800	550	1	152	75	0
BCL2_chr18_60985877__ERBB2_chr17_37868292	711	3	706	1457	4
BCL2_chr18_60985877__FGFR2_chr10_123298118	1967	0	0	629	58
BCL2_chr18_60985877__FGFR2_chr10_123353328	298	2	557	825	3
BCL2_chr18_60985877__FGFR3_chr4_1795735	211	4941	2	4	1
BCL2_chr18_60985877__FLT3_chr13_28636131	134	2	125	70	0
BCL2_chr18_60985877__FNTA_chr8_42914260	836	4	2042	2729	1
BCL2_chr18_60985877__FNTA_chr8_42924781	981	1	0	1	3
BCL2_chr18_60985877__HDAC1_chr1_32757816	3	2	0	0	5
BCL2_chr18_60985877__HDAC1_chr1_32792601	621	5	1003	2	3
BCL2_chr18_60985877__HDAC1_chr1_32792637	0	404	0	1	4
