construct_id	RuCTAt14_S6_trimmed53_len_filtered_counts	RuCTBt14_S7_trimmed53_len_filtered_counts
BCL2_chr18_60795960__PIK3R1_chr5_67576410	347	315
BCL2_chr18_60795960__PIK3R1_chr5_67576421	210	198
BCL2_chr18_60795960__PRKDC_chr8_48686398	306	352
BCL2_chr18_60795960__PRKDC_chr8_48686781	563	111
BCL2_chr18_60795960__PRKDC_chr8_48872683	158	279
BCL2_chr18_60795960__PTEN_chr10_89653786	10	46
BCL2_chr18_60795960__RB1_chr13_48936969	916	200
BCL2_chr18_60795960__ROR1_chr1_64240072	34	116
BCL2_chr18_60795960__ROR1_chr1_64240089	109	315
BCL2_chr18_60795960__ROR1_chr1_64240143	187	124
BCL2_chr18_60795960__RPS6KB1_chr17_57987949	1113	2039
BCL2_chr18_60795960__RRM2_chr2_10262940	8	24
BCL2_chr18_60795960__RUNX1_chr21_36252902	277	47
BCL2_chr18_60795960__RUNX1_chr21_36421144	177	28
BCL2_chr18_60795960__SETD2_chr3_47142951	157	292
BCL2_chr18_60795960__SETD2_chr3_47142972	89	89
BCL2_chr18_60795960__SMAD4_chr18_48573460	10	10
BCL2_chr18_60795960__SMAD4_chr18_48586241	27	371
BCL2_chr18_60795960__SMARCA4_chr19_11094819	330	542
BCL2_chr18_60795960__SMARCB1_chr22_24133949	1571	30
BCL2_chr18_60795960__SMO_chr7_128828974	473	204
BCL2_chr18_60795960__SMO_chr7_128845117	369	20
BCL2_chr18_60795960__SRC_chr20_36012562	88	35
BCL2_chr18_60795960__SRC_chr20_36014563	338	394
BCL2_chr18_60795960__TOP1_chr20_39657693	112	64
BCL2_chr18_60795960__TSC1_chr9_135796796	445	127
BCL2_chr18_60795960__TSC1_chr9_135804256	6	467
BCL2_chr18_60795960__VEGFA_chr6_43742077	198	305
BCL2_chr18_60795960__VEGFA_chr6_43742108	45	17
BCL2_chr18_60795960__WEE1_chr11_9595845	12	26
BCL2_chr18_60985877__ABL1_chr9_133738283	172	525
BCL2_chr18_60985877__ABL1_chr9_133738356	375	1625
BCL2_chr18_60985877__ADA_chr20_43257696	56	533
BCL2_chr18_60985877__ADA_chr20_43257769	1005	221
BCL2_chr18_60985877__AKT1_chr14_105239609	450	85
BCL2_chr18_60985877__AKT1_chr14_105239686	79	1425
BCL2_chr18_60985877__AKT1_chr14_105258968	804	204
BCL2_chr18_60985877__ALK_chr2_29541171	193	89
BCL2_chr18_60985877__ALK_chr2_30143522	311	146
BCL2_chr18_60985877__APC_chr5_112102933	16	85
BCL2_chr18_60985877__ARID1A_chr1_27056288	31	38
BCL2_chr18_60985877__ARID2_chr12_46123614	191	137
BCL2_chr18_60985877__ARID2_chr12_46205318	1271	699
BCL2_chr18_60985877__ARID2_chr12_46254608	380	1502
BCL2_chr18_60985877__ATM_chr11_108098402	3	79
BCL2_chr18_60985877__BRCA1_chr17_41267735	25	168
BCL2_chr18_60985877__BRCA2_chr13_32912006	60	98
BCL2_chr18_60985877__BRCA2_chr13_32914228	10	261
BCL2_chr18_60985877__BRD4_chr19_15376403	33	235
BCL2_chr18_60985877__BRD4_chr19_15383894	15	256
BCL2_chr18_60985877__BTK_chrX_100626613	83	190
BCL2_chr18_60985877__BTK_chrX_100629565	847	527
BCL2_chr18_60985877__CASP8_chr2_202134297	117	58
BCL2_chr18_60985877__CDH1_chr16_68772250	241	84
BCL2_chr18_60985877__CDK9_chr9_130550235	271	989
BCL2_chr18_60985877__CDKN1B_chr12_12870931	345	505
BCL2_chr18_60985877__CDKN2A_chr9_21968726	141	32
BCL2_chr18_60985877__CDKN2A_chr9_21971100	245	85
BCL2_chr18_60985877__DHFR_chr5_79950217	342	1990
BCL2_chr18_60985877__EGFR_chr7_55086962	773	376
BCL2_chr18_60985877__EGFR_chr7_55209986	2026	418
BCL2_chr18_60985877__EGFR_chr7_55209992	14	148
BCL2_chr18_60985877__ERBB2_chr17_37855800	55	219
BCL2_chr18_60985877__ERBB2_chr17_37868292	160	238
BCL2_chr18_60985877__FGFR2_chr10_123298118	334	142
BCL2_chr18_60985877__FGFR2_chr10_123353328	86	73
BCL2_chr18_60985877__FGFR3_chr4_1795735	349	271
BCL2_chr18_60985877__FLT3_chr13_28636131	91	46
BCL2_chr18_60985877__FNTA_chr8_42914260	212	48
BCL2_chr18_60985877__FNTA_chr8_42924781	250	30
BCL2_chr18_60985877__HDAC1_chr1_32757816	110	61
BCL2_chr18_60985877__HDAC1_chr1_32792601	539	358
BCL2_chr18_60985877__HDAC1_chr1_32792637	78	132
BCL2_chr18_60985877__HDAC2_chr6_114292056	420	121
BCL2_chr18_60985877__HDAC6_chrX_48661089	199	458
BCL2_chr18_60985877__HDAC6_chrX_48674389	682	276
BCL2_chr18_60985877__HSP90AA1_chr14_102551760	427	479
BCL2_chr18_60985877__HSP90AA1_chr14_102552141	19	235
BCL2_chr18_60985877__HSP90AA1_chr14_102605736	843	115
BCL2_chr18_60985877__IGF1R_chr15_99192824	410	278
BCL2_chr18_60985877__IGF1R_chr15_99434664	24	305
BCL2_chr18_60985877__IGF1R_chr15_99434807	17	186
BCL2_chr18_60985877__JAK2_chr9_5021970	270	416
BCL2_chr18_60985877__JAK2_chr9_5050721	171	379
BCL2_chr18_60985877__KDM5C_chrX_53241021	194	153
BCL2_chr18_60985877__KDM6A_chrX_44732838	20	48
BCL2_chr18_60985877__KDM6A_chrX_44820615	140	607
BCL2_chr18_60985877__KIT_chr4_55524176	197	233
BCL2_chr18_60985877__KMT2D_chr12_49448161	185	176
BCL2_chr18_60985877__KMT2D_chr12_49448468	605	165
BCL2_chr18_60985877__MAP2K1_chr15_66679721	395	151
BCL2_chr18_60985877__MAP3K1_chr5_56152485	104	331
BCL2_chr18_60985877__MET_chr7_116339123	14	60
BCL2_chr18_60985877__MLH1_chr3_37035029	138	260
BCL2_chr18_60985877__MLH1_chr3_37045912	597	99
BCL2_chr18_60985877__MSH6_chr2_48010356	356	438
BCL2_chr18_60985877__MSH6_chr2_48018111	498	1089
BCL2_chr18_60985877__MTOR_chr1_11317149	810	205
BCL2_chr18_60985877__NonTargetingControlGuideForHuman0352	76	1378
BCL2_chr18_60985877__PARP1_chr1_226578249	165	192
BCL2_chr18_60985877__PARP1_chr1_226578301	301	367
BCL2_chr18_60985877__PBRM1_chr3_52696257	16	31
BCL2_chr18_60985877__PDGFRA_chr4_55124932	109	51
BCL2_chr18_60985877__PDGFRA_chr4_55124963	1131	792
BCL2_chr18_60985877__PIK3CA_chr3_178919070	933	1055
BCL2_chr18_60985877__PIK3CA_chr3_178919167	372	373
BCL2_chr18_60985877__PIK3R1_chr5_67522521	331	154
BCL2_chr18_60985877__PIK3R1_chr5_67576410	588	1029
BCL2_chr18_60985877__PRKDC_chr8_48686398	222	189
BCL2_chr18_60985877__PTEN_chr10_89711868	17	109
BCL2_chr18_60985877__ROR1_chr1_64240089	27	156
BCL2_chr18_60985877__ROR1_chr1_64240143	266	168
BCL2_chr18_60985877__RPS6KB1_chr17_57970538	173	69
BCL2_chr18_60985877__RPS6KB1_chr17_57987922	211	502
BCL2_chr18_60985877__RRM2_chr2_10262957	105	7
BCL2_chr18_60985877__RUNX1_chr21_36252860	411	216
BCL2_chr18_60985877__SETD2_chr3_47142951	107	269
BCL2_chr18_60985877__SETD2_chr3_47142972	12	22
BCL2_chr18_60985877__SMAD4_chr18_48573460	15	69
BCL2_chr18_60985877__SMAD4_chr18_48575673	18	33
BCL2_chr18_60985877__SMARCA4_chr19_11094819	1260	571
BCL2_chr18_60985877__SMARCA4_chr19_11095011	254	187
BCL2_chr18_60985877__SMARCB1_chr22_24129339	467	72
BCL2_chr18_60985877__SMARCB1_chr22_24133949	159	87
BCL2_chr18_60985877__SMO_chr7_128828974	188	417
BCL2_chr18_60985877__SMO_chr7_128845081	261	189
BCL2_chr18_60985877__SRC_chr20_36012562	404	31
BCL2_chr18_60985877__SRC_chr20_36014563	506	410
BCL2_chr18_60985877__TOP1_chr20_39657693	874	336
BCL2_chr18_60985877__TP53_chr17_7578373	80	675
BCL2_chr18_60985877__TP53_chr17_7579881	1155	546
BCL2_chr18_60985877__TSC1_chr9_135804256	221	96
BCL2_chr18_60985877__VEGFA_chr6_43738425	244	198
BCL2_chr18_60985877__VEGFA_chr6_43742077	1787	461
BCL2_chr18_60985877__VHL_chr3_10183518	489	826
BCL2_chr18_60985877__VHL_chr3_10183773	259	673
BCL2_chr18_60985877__WEE1_chr11_9595462	678	1126
BCL2_chr18_60985877__WEE1_chr11_9595845	62	13
BRAF_chr7_140508787__ABL1_chr9_133589790	153	16
BRAF_chr7_140508787__ADA_chr20_43257696	1028	20
BRAF_chr7_140508787__AKT1_chr14_105239609	154	234
BRAF_chr7_140508787__AKT1_chr14_105258968	38	254
BRAF_chr7_140508787__ARID1A_chr1_27022876	247	15
BRAF_chr7_140508787__ARID1A_chr1_27056288	579	80
BRAF_chr7_140508787__ARID2_chr12_46205318	13	309
BRAF_chr7_140508787__ARID2_chr12_46254608	8	316
BRAF_chr7_140508787__ATM_chr11_108098350	45	64
BRAF_chr7_140508787__ATM_chr11_108098390	382	429
BRAF_chr7_140508787__ATM_chr11_108098402	1	10
BRAF_chr7_140508787__BCL2_chr18_60795945	13	28
BRAF_chr7_140508787__BCL2_chr18_60795960	11	37
BRAF_chr7_140508787__BCL2_chr18_60985877	157	22
BRAF_chr7_140508787__BRD4_chr19_15383894	4	152
BRAF_chr7_140508787__BTK_chrX_100626613	7	509
BRAF_chr7_140508787__CASP8_chr2_202134297	95	1937
BRAF_chr7_140508787__CDH1_chr16_68771300	848	1439
BRAF_chr7_140508787__CDH1_chr16_68772250	270	69
BRAF_chr7_140508787__CDH1_chr16_68772255	3	10
BRAF_chr7_140508787__CDK4_chr12_58143253	302	18
BRAF_chr7_140508787__CDK4_chr12_58144705	248	71
BRAF_chr7_140508787__CDK6_chr7_92244474	119	1506
BRAF_chr7_140508787__CDK6_chr7_92252365	13	123
BRAF_chr7_140508787__CDK9_chr9_130548998	5	2
BRAF_chr7_140508787__CDKN1B_chr12_12870777	190	27
BRAF_chr7_140508787__CDKN1B_chr12_12870931	31	15
BRAF_chr7_140508787__CDKN2A_chr9_21968726	96	204
BRAF_chr7_140508787__CHEK2_chr22_29130694	381	23
BRAF_chr7_140508787__DHFR_chr5_79949819	8	138
BRAF_chr7_140508787__DHFR_chr5_79950217	246	155
BRAF_chr7_140508787__ERBB2_chr17_37855800	4	114
BRAF_chr7_140508787__ERBB2_chr17_37868292	68	37
BRAF_chr7_140508787__FGFR2_chr10_123298215	6	210
BRAF_chr7_140508787__FNTA_chr8_42911471	4	17
BRAF_chr7_140508787__FNTA_chr8_42914260	715	3
BRAF_chr7_140508787__FNTA_chr8_42924781	748	15
BRAF_chr7_140508787__GATA3_chr10_8097612	489	15
BRAF_chr7_140508787__GATA3_chr10_8097790	15	26
BRAF_chr7_140508787__HDAC1_chr1_32757816	203	15
BRAF_chr7_140508787__HDAC1_chr1_32792601	70	22
BRAF_chr7_140508787__HDAC1_chr1_32792637	164	649
BRAF_chr7_140508787__HDAC2_chr6_114266539	5	32
BRAF_chr7_140508787__HDAC6_chrX_48661089	1109	14
BRAF_chr7_140508787__HDAC6_chrX_48661385	166	31
BRAF_chr7_140508787__HDAC6_chrX_48674389	183	16
BRAF_chr7_140508787__HSP90AA1_chr14_102605736	310	78
BRAF_chr7_140508787__IGF1R_chr15_99192824	193	1385
BRAF_chr7_140508787__IGF1R_chr15_99434807	1417	35
BRAF_chr7_140508787__JAK2_chr9_5021970	96	39
BRAF_chr7_140508787__JAK2_chr9_5050721	151	16
BRAF_chr7_140508787__KDM5C_chrX_53241022	308	88
BRAF_chr7_140508787__KDM6A_chrX_44820616	7	14
BRAF_chr7_140508787__KIT_chr4_55524229	684	13
BRAF_chr7_140508787__KMT2D_chr12_49448161	89	597
BRAF_chr7_140508787__KMT2D_chr12_49448468	34	65
BRAF_chr7_140508787__MAP3K1_chr5_56152485	13	191
BRAF_chr7_140508787__MET_chr7_116339123	215	15
BRAF_chr7_140508787__MET_chr7_116340188	81	75
BRAF_chr7_140508787__MLH1_chr3_37045912	5	13
BRAF_chr7_140508787__MSH6_chr2_48018111	134	578
BRAF_chr7_140508787__MTOR_chr1_11317149	60	9
BRAF_chr7_140508787__NF1_chr17_29422308	351	183
BRAF_chr7_140508787__NonTargetingControlGuideForHuman0362	361	282
BRAF_chr7_140508787__NonTargetingControlGuideForHuman0412	14	464
BRAF_chr7_140508787__PARP1_chr1_226578249	197	330
BRAF_chr7_140508787__PARP1_chr1_226595581	11	1300
BRAF_chr7_140508787__PBRM1_chr3_52696257	7	449
BRAF_chr7_140508787__PBRM1_chr3_52713723	102	13
BRAF_chr7_140508787__PDGFRA_chr4_55124963	73	261
BRAF_chr7_140508787__PIK3CA_chr3_178916614	462	31
BRAF_chr7_140508787__PIK3CA_chr3_178919070	79	194
BRAF_chr7_140508787__PRKDC_chr8_48686398	173	327
BRAF_chr7_140508787__PRKDC_chr8_48686781	89	396
BRAF_chr7_140508787__PRKDC_chr8_48872683	2	445
BRAF_chr7_140508787__PTEN_chr10_89653786	8	12
BRAF_chr7_140508787__RB1_chr13_48878054	6	31
BRAF_chr7_140508787__RB1_chr13_48934148	167	12
BRAF_chr7_140508787__RB1_chr13_48936969	987	24
BRAF_chr7_140508787__ROR1_chr1_64240089	321	482
BRAF_chr7_140508787__RPS6KB1_chr17_57987922	187	173
BRAF_chr7_140508787__RRM2_chr2_10262728	376	19
BRAF_chr7_140508787__RRM2_chr2_10262940	6	190
BRAF_chr7_140508787__RRM2_chr2_10262957	6	8
BRAF_chr7_140508787__RUNX1_chr21_36252860	7	186
BRAF_chr7_140508787__SMARCA4_chr19_11094819	159	111
BRAF_chr7_140508787__SMARCA4_chr19_11094851	275	282
BRAF_chr7_140508787__SMARCA4_chr19_11095011	201	702
BRAF_chr7_140508787__SMARCB1_chr22_24133949	16	110
BRAF_chr7_140508787__SMO_chr7_128845117	4	76
BRAF_chr7_140508787__SRC_chr20_36012562	4	16
BRAF_chr7_140508787__SRC_chr20_36022600	96	273
BRAF_chr7_140508787__TOP1_chr20_39657693	3	10
BRAF_chr7_140508787__TOP1_chr20_39690109	1	20
BRAF_chr7_140508787__TP53_chr17_7578373	214	178
BRAF_chr7_140508787__TP53_chr17_7579881	247	26
BRAF_chr7_140508787__TSC1_chr9_135796796	18	20
BRAF_chr7_140508787__TSC1_chr9_135804256	3	16
BRAF_chr7_140508787__TYMS_chr18_659656	410	18
BRAF_chr7_140508787__TYMS_chr18_659665	166	33
BRAF_chr7_140508787__VEGFA_chr6_43742077	702	775
BRAF_chr7_140508787__VEGFA_chr6_43742108	277	11
BRAF_chr7_140508787__WEE1_chr11_9595462	85	275
BRAF_chr7_140534469__ABL1_chr9_133738356	499	549
BRAF_chr7_140534469__ADA_chr20_43257696	443	498
BRAF_chr7_140534469__APC_chr5_112043408	361	528
BRAF_chr7_140534469__APC_chr5_112102023	886	236
BRAF_chr7_140534469__APC_chr5_112102933	174	12
BRAF_chr7_140534469__ARID1A_chr1_27056286	371	218
BRAF_chr7_140534469__ARID1A_chr1_27056288	496	617
BRAF_chr7_140534469__ARID2_chr12_46123614	16	32
BRAF_chr7_140534469__BCL2_chr18_60795945	1082	50
BRAF_chr7_140534469__BCL2_chr18_60985877	10	329
BRAF_chr7_140534469__BRCA1_chr17_41256141	146	177
BRAF_chr7_140534469__BRCA1_chr17_41267735	243	6
BRAF_chr7_140534469__BRCA2_chr13_32890586	102	18
BRAF_chr7_140534469__BRCA2_chr13_32912006	169	848
BRAF_chr7_140534469__BRCA2_chr13_32914228	26	143
BRAF_chr7_140534469__BRD4_chr19_15376361	1539	101
BRAF_chr7_140534469__BRD4_chr19_15376403	1145	451
BRAF_chr7_140534469__BRD4_chr19_15383894	9	26
BRAF_chr7_140534469__BTK_chrX_100645534	768	746
BRAF_chr7_140534469__CASP8_chr2_202131404	136	91
BRAF_chr7_140534469__CASP8_chr2_202134297	885	1668
BRAF_chr7_140534469__CDH1_chr16_68772250	441	183
BRAF_chr7_140534469__CDK4_chr12_58145497	100	26
BRAF_chr7_140534469__CDK6_chr7_92462628	271	12
BRAF_chr7_140534469__CDK9_chr9_130548409	217	322
BRAF_chr7_140534469__CDK9_chr9_130548998	2	134
BRAF_chr7_140534469__CDKN1B_chr12_12871196	278	51
BRAF_chr7_140534469__CDKN2A_chr9_21971100	335	328
BRAF_chr7_140534469__CHEK1_chr11_125496644	47	175
BRAF_chr7_140534469__CHEK1_chr11_125496687	59	10
BRAF_chr7_140534469__CHEK1_chr11_125499147	1272	78
BRAF_chr7_140534469__CHEK2_chr22_29085137	1129	159
BRAF_chr7_140534469__CHEK2_chr22_29090029	220	748
BRAF_chr7_140534469__CHEK2_chr22_29130694	351	442
BRAF_chr7_140534469__DHFR_chr5_79949819	276	1238
BRAF_chr7_140534469__EGFR_chr7_55209992	324	580
BRAF_chr7_140534469__FGFR2_chr10_123298118	857	43
BRAF_chr7_140534469__FGFR2_chr10_123298215	107	175
BRAF_chr7_140534469__FGFR3_chr4_1795736	162	322
BRAF_chr7_140534469__FLT3_chr13_28674643	528	727
BRAF_chr7_140534469__GATA3_chr10_8097612	484	280
BRAF_chr7_140534469__GATA3_chr10_8097722	733	265
BRAF_chr7_140534469__HDAC2_chr6_114266539	297	39
BRAF_chr7_140534469__HDAC2_chr6_114267214	54	177
BRAF_chr7_140534469__HDAC2_chr6_114292056	820	609
BRAF_chr7_140534469__HDAC6_chrX_48661089	156	276
BRAF_chr7_140534469__HDAC6_chrX_48661385	976	560
BRAF_chr7_140534469__HSP90AA1_chr14_102551760	815	43
BRAF_chr7_140534469__IGF1R_chr15_99192824	105	77
BRAF_chr7_140534469__JAK2_chr9_5050721	156	89
BRAF_chr7_140534469__KDM5C_chrX_53241022	322	1039
BRAF_chr7_140534469__KDM6A_chrX_44820616	286	574
BRAF_chr7_140534469__KIT_chr4_55524164	271	31
BRAF_chr7_140534469__KIT_chr4_55524176	1970	21
BRAF_chr7_140534469__KMT2D_chr12_49448161	191	93
BRAF_chr7_140534469__KMT2D_chr12_49448168	1021	660
BRAF_chr7_140534469__MAP2K1_chr15_66679728	329	379
BRAF_chr7_140534469__MAP2K1_chr15_66679756	265	234
BRAF_chr7_140534469__MAP3K1_chr5_56152466	12	187
BRAF_chr7_140534469__MET_chr7_116339123	110	884
BRAF_chr7_140534469__MET_chr7_116340188	667	1352
BRAF_chr7_140534469__MLH1_chr3_37038179	293	199
BRAF_chr7_140534469__MSH6_chr2_48018111	273	52
BRAF_chr7_140534469__MSH6_chr2_48018154	603	24
BRAF_chr7_140534469__MTOR_chr1_11317010	471	181
BRAF_chr7_140534469__NF1_chr17_29422308	1543	95
BRAF_chr7_140534469__NF1_chr17_29483038	73	30
BRAF_chr7_140534469__NonTargetingControlGuideForHuman0362	432	365
BRAF_chr7_140534469__NonTargetingControlGuideForHuman0412	238	1482
BRAF_chr7_140534469__PARP1_chr1_226578249	367	1057
BRAF_chr7_140534469__PARP1_chr1_226595581	693	177
BRAF_chr7_140534469__PBRM1_chr3_52702516	13	46
BRAF_chr7_140534469__PDGFRA_chr4_55129914	68	143
BRAF_chr7_140534469__PIK3CA_chr3_178919167	82	660
BRAF_chr7_140534469__PIK3R1_chr5_67522521	16	112
BRAF_chr7_140534469__PIK3R1_chr5_67576410	145	26
BRAF_chr7_140534469__PIK3R1_chr5_67576421	115	24
BRAF_chr7_140534469__PRKDC_chr8_48686781	70	258
BRAF_chr7_140534469__PRKDC_chr8_48872683	359	698
BRAF_chr7_140534469__PTEN_chr10_89711868	431	688
BRAF_chr7_140534469__RB1_chr13_48934148	132	20
BRAF_chr7_140534469__RB1_chr13_48936969	522	323
BRAF_chr7_140534469__ROR1_chr1_64240089	69	80
BRAF_chr7_140534469__RPS6KB1_chr17_57970538	17	417
BRAF_chr7_140534469__RPS6KB1_chr17_57987922	264	38
BRAF_chr7_140534469__RPS6KB1_chr17_57987949	1387	933
BRAF_chr7_140534469__RRM2_chr2_10262957	260	12
BRAF_chr7_140534469__SETD2_chr3_47142972	273	275
BRAF_chr7_140534469__SETD2_chr3_47205411	327	82
BRAF_chr7_140534469__SMARCA4_chr19_11094819	24	490
BRAF_chr7_140534469__SMARCA4_chr19_11094851	1131	1229
BRAF_chr7_140534469__SMARCA4_chr19_11095011	313	80
BRAF_chr7_140534469__SMARCB1_chr22_24133949	23	64
BRAF_chr7_140534469__SMO_chr7_128828974	33	266
BRAF_chr7_140534469__SMO_chr7_128845117	37	73
BRAF_chr7_140534469__SRC_chr20_36012562	87	53
BRAF_chr7_140534469__SRC_chr20_36014563	329	84
BRAF_chr7_140534469__TOP1_chr20_39657693	212	319
BRAF_chr7_140534469__TOP1_chr20_39690055	967	82
BRAF_chr7_140534469__TOP1_chr20_39690109	43	289
BRAF_chr7_140534469__TP53_chr17_7578373	215	41
BRAF_chr7_140534469__TP53_chr17_7579881	618	467
BRAF_chr7_140534469__TSC1_chr9_135796748	356	1552
BRAF_chr7_140534469__TSC1_chr9_135796796	219	164
BRAF_chr7_140534469__VEGFA_chr6_43742108	131	357
BRAF_chr7_140534469__VHL_chr3_10183518	15	370
BRAF_chr7_140534469__VHL_chr3_10183773	349	587
BRAF_chr7_140534469__WEE1_chr11_9595845	3	12
BRAF_chr7_140624501__ABL1_chr9_133589790	8	10
BRAF_chr7_140624501__ABL1_chr9_133738283	620	306
BRAF_chr7_140624501__ADA_chr20_43257769	381	340
BRAF_chr7_140624501__AKT1_chr14_105239686	1026	370
BRAF_chr7_140624501__ALK_chr2_29541171	2	14
BRAF_chr7_140624501__ALK_chr2_29541172	661	113
BRAF_chr7_140624501__APC_chr5_112102023	82	178
BRAF_chr7_140624501__APC_chr5_112102933	12	13
BRAF_chr7_140624501__ARID1A_chr1_27022876	8	289
BRAF_chr7_140624501__ARID1A_chr1_27056286	600	1038
BRAF_chr7_140624501__ARID2_chr12_46123614	645	3
BRAF_chr7_140624501__ARID2_chr12_46254608	129	26
BRAF_chr7_140624501__ATM_chr11_108098390	8	42
BRAF_chr7_140624501__ATM_chr11_108098402	85	168
BRAF_chr7_140624501__BCL2_chr18_60795945	4	10
BRAF_chr7_140624501__BCL2_chr18_60985877	513	51
BRAF_chr7_140624501__BRCA1_chr17_41267735	76	96
BRAF_chr7_140624501__BRCA2_chr13_32912006	2542	72
BRAF_chr7_140624501__BRD4_chr19_15376361	9	10
BRAF_chr7_140624501__BRD4_chr19_15383894	303	45
BRAF_chr7_140624501__BTK_chrX_100626613	9	15
BRAF_chr7_140624501__BTK_chrX_100629565	136	28
BRAF_chr7_140624501__BTK_chrX_100645534	11	187
BRAF_chr7_140624501__CASP8_chr2_202134297	506	99
BRAF_chr7_140624501__CDH1_chr16_68772250	468	169
BRAF_chr7_140624501__CDK6_chr7_92252365	695	203
BRAF_chr7_140624501__CDK6_chr7_92462628	7	150
BRAF_chr7_140624501__CDK9_chr9_130548998	216	3
BRAF_chr7_140624501__CDKN2A_chr9_21994327	30	241
BRAF_chr7_140624501__CHEK1_chr11_125496687	5	4
BRAF_chr7_140624501__CHEK1_chr11_125499147	244	16
BRAF_chr7_140624501__CHEK2_chr22_29130694	532	201
BRAF_chr7_140624501__DHFR_chr5_79949819	7	299
BRAF_chr7_140624501__DHFR_chr5_79950217	100	558
BRAF_chr7_140624501__EGFR_chr7_55209986	110	143
BRAF_chr7_140624501__EGFR_chr7_55209992	338	108
BRAF_chr7_140624501__ERBB2_chr17_37868292	494	62
BRAF_chr7_140624501__FGFR2_chr10_123353328	41	50
BRAF_chr7_140624501__FGFR3_chr4_1795655	363	12
BRAF_chr7_140624501__FLT3_chr13_28636131	507	159
BRAF_chr7_140624501__FLT3_chr13_28636172	61	177
BRAF_chr7_140624501__FLT3_chr13_28674643	225	30
BRAF_chr7_140624501__FNTA_chr8_42911471	6	156
BRAF_chr7_140624501__FNTA_chr8_42914260	6	43
BRAF_chr7_140624501__FNTA_chr8_42924781	8	141
BRAF_chr7_140624501__GATA3_chr10_8097612	15	21
BRAF_chr7_140624501__GATA3_chr10_8097790	263	151
BRAF_chr7_140624501__HDAC1_chr1_32757816	20	25
BRAF_chr7_140624501__HDAC1_chr1_32792637	13	441
BRAF_chr7_140624501__HDAC2_chr6_114266539	244	25
BRAF_chr7_140624501__HDAC6_chrX_48661089	244	844
BRAF_chr7_140624501__HDAC6_chrX_48674389	854	45
BRAF_chr7_140624501__HSP90AA1_chr14_102552141	8	21
BRAF_chr7_140624501__JAK2_chr9_5050721	72	23
BRAF_chr7_140624501__JAK2_chr9_5050816	17	180
BRAF_chr7_140624501__KDM5C_chrX_53241022	318	377
BRAF_chr7_140624501__KDM5C_chrX_53254068	184	282
BRAF_chr7_140624501__KDM6A_chrX_44820615	32	149
BRAF_chr7_140624501__KIT_chr4_55524229	6	73
BRAF_chr7_140624501__KMT2D_chr12_49448161	30	740
BRAF_chr7_140624501__KMT2D_chr12_49448468	709	1501
BRAF_chr7_140624501__MAP2K1_chr15_66679728	367	479
BRAF_chr7_140624501__MAP2K1_chr15_66679756	300	37
BRAF_chr7_140624501__MLH1_chr3_37035029	500	685
BRAF_chr7_140624501__MLH1_chr3_37038179	23	300
BRAF_chr7_140624501__MSH6_chr2_48018111	515	64
BRAF_chr7_140624501__MSH6_chr2_48018154	9	17
BRAF_chr7_140624501__MTOR_chr1_11317010	92	16
BRAF_chr7_140624501__MTOR_chr1_11317149	218	53
BRAF_chr7_140624501__NF1_chr17_29422308	342	76
BRAF_chr7_140624501__NonTargetingControlGuideForHuman0362	14	158
BRAF_chr7_140624501__NonTargetingControlGuideForHuman0412	55	793
BRAF_chr7_140624501__PARP1_chr1_226578249	169	207
BRAF_chr7_140624501__PARP1_chr1_226578301	12	12
BRAF_chr7_140624501__PBRM1_chr3_52696257	4	18
BRAF_chr7_140624501__PBRM1_chr3_52702516	300	182
BRAF_chr7_140624501__PBRM1_chr3_52713723	7	15
BRAF_chr7_140624501__PDGFRA_chr4_55124963	558	464
BRAF_chr7_140624501__PDGFRA_chr4_55129914	14	20
BRAF_chr7_140624501__PIK3CA_chr3_178916614	185	47
BRAF_chr7_140624501__PIK3CA_chr3_178919070	201	110
BRAF_chr7_140624501__PIK3CA_chr3_178919167	1828	237
BRAF_chr7_140624501__PIK3R1_chr5_67576410	187	78
BRAF_chr7_140624501__RB1_chr13_48936969	452	205
BRAF_chr7_140624501__ROR1_chr1_64240089	18	58
BRAF_chr7_140624501__RPS6KB1_chr17_57987922	7	11
BRAF_chr7_140624501__RPS6KB1_chr17_57987949	789	158
BRAF_chr7_140624501__RRM2_chr2_10262957	152	11
BRAF_chr7_140624501__RUNX1_chr21_36252860	8	20
BRAF_chr7_140624501__RUNX1_chr21_36421144	104	11
BRAF_chr7_140624501__SETD2_chr3_47142951	191	23
BRAF_chr7_140624501__SETD2_chr3_47205411	415	944
BRAF_chr7_140624501__SMAD4_chr18_48573460	166	295
BRAF_chr7_140624501__SMAD4_chr18_48575673	210	21
BRAF_chr7_140624501__SMARCA4_chr19_11094851	398	43
BRAF_chr7_140624501__SMARCB1_chr22_24129339	94	18
BRAF_chr7_140624501__SMARCB1_chr22_24133949	711	43
BRAF_chr7_140624501__SMARCB1_chr22_24133993	5	15
BRAF_chr7_140624501__SMO_chr7_128828974	174	176
BRAF_chr7_140624501__SRC_chr20_36022600	23	416
BRAF_chr7_140624501__TOP1_chr20_39690109	19	7
BRAF_chr7_140624501__TP53_chr17_7577537	942	611
BRAF_chr7_140624501__TSC1_chr9_135796748	246	32
BRAF_chr7_140624501__TSC1_chr9_135796796	483	110
BRAF_chr7_140624501__TSC1_chr9_135804256	9	72
BRAF_chr7_140624501__VEGFA_chr6_43738425	12	27
