construct_id	Hela_par_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_par_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_1_S7_trimmed53_len_filtered_counts
CDK4_chr12_58145497__PARP1_chr1_226578301	364	360	359	504	541	983	479	457
CDK4_chr12_58145497__PARP1_chr1_226595581	797	953	1221	804	705	836	1059	1003
CDK4_chr12_58145497__PDGFRA_chr4_55129914	1161	792	936	1259	1186	951	1238	835
CDK4_chr12_58145497__PIK3CA_chr3_178916614	1129	504	566	928	547	1007	439	1240
CDK4_chr12_58145497__PIK3CA_chr3_178919167	669	1064	1197	851	427	571	1226	608
CDK4_chr12_58145497__PRKDC_chr8_48686398	662	1306	1464	1227	236	688	1668	688
CDK4_chr12_58145497__PRKDC_chr8_48686781	521	499	624	433	590	461	646	151
CDK4_chr12_58145497__ROR1_chr1_64240072	1623	652	757	529	1923	772	758	120
CDK4_chr12_58145497__RPS6KB1_chr17_57970538	2854	816	923	1446	3188	1805	1531	917
CDK4_chr12_58145497__RRM2_chr2_10262940	901	1262	1511	1453	1268	1007	931	1451
CDK4_chr12_58145497__SMO_chr7_128828974	1420	1852	2019	1260	1447	1426	1223	946
CDK4_chr12_58145497__SMO_chr7_128845081	0	498	561	225	32	109	116	222
CDK4_chr12_58145497__TOP1_chr20_39690055	638	905	1044	359	493	687	435	469
CDK4_chr12_58145497__TYMS_chr18_659656	1799	534	668	312	1596	1035	339	87
CDK4_chr12_58145497__VEGFA_chr6_43742108	547	512	594	35	278	587	109	57
CDK4_chr12_58145497__WEE1_chr11_9595462	0	0	0	0	0	0	0	0
CDK6_chr7_92244474__ABL1_chr9_133589790	19	145	185	169	78	73	129	77
CDK6_chr7_92244474__ADA_chr20_43257769	294	246	296	799	240	625	803	646
CDK6_chr7_92244474__ADA_chr20_43280245	325	505	628	245	182	403	664	218
CDK6_chr7_92244474__AKT1_chr14_105239609	624	778	901	264	567	491	494	307
CDK6_chr7_92244474__AKT1_chr14_105239686	1178	1138	1284	530	415	1115	392	231
CDK6_chr7_92244474__ALK_chr2_29541171	1304	1211	1375	1196	1338	1586	1154	595
CDK6_chr7_92244474__BCL2_chr18_60985877	907	417	501	336	668	803	312	229
CDK6_chr7_92244474__BRAF_chr7_140534469	2256	1453	1711	1182	1733	2407	1684	871
CDK6_chr7_92244474__BRAF_chr7_140624501	309	338	377	577	57	369	399	209
CDK6_chr7_92244474__BRD4_chr19_15376361	1275	796	934	1290	1300	1149	1125	1537
CDK6_chr7_92244474__BRD4_chr19_15376403	423	290	360	1120	114	328	862	1295
CDK6_chr7_92244474__BRD4_chr19_15383894	920	1626	2006	1268	591	802	1028	963
CDK6_chr7_92244474__CDK4_chr12_58143253	1303	571	730	627	811	1343	779	462
CDK6_chr7_92244474__CDK9_chr9_130548998	705	724	926	240	394	944	451	265
CDK6_chr7_92244474__CHEK1_chr11_125499147	393	1200	1381	388	302	412	610	287
CDK6_chr7_92244474__CHEK2_chr22_29130694	481	1354	1644	597	227	550	921	623
CDK6_chr7_92244474__DHFR_chr5_79949819	2050	823	892	1748	1667	2000	1466	1963
CDK6_chr7_92244474__EGFR_chr7_55086962	1789	981	1183	1645	1476	1229	1036	1759
CDK6_chr7_92244474__EGFR_chr7_55209992	631	345	375	557	1071	467	473	877
CDK6_chr7_92244474__ERBB2_chr17_37855800	696	136	141	191	408	307	404	96
CDK6_chr7_92244474__ERBB2_chr17_37868292	706	729	791	991	1399	1314	1078	750
CDK6_chr7_92244474__FGFR2_chr10_123298118	901	737	882	578	1804	261	1054	571
CDK6_chr7_92244474__FGFR3_chr4_1795736	1061	291	366	786	962	718	953	580
CDK6_chr7_92244474__FLT3_chr13_28636131	796	352	411	791	769	605	643	1009
CDK6_chr7_92244474__FLT3_chr13_28636172	342	714	793	378	31	448	448	223
CDK6_chr7_92244474__FNTA_chr8_42911471	2597	2335	2621	1707	2713	3179	2482	1334
CDK6_chr7_92244474__FNTA_chr8_42914260	558	1481	1677	655	705	552	1427	720
CDK6_chr7_92244474__FNTA_chr8_42924781	883	725	882	539	1296	921	615	315
CDK6_chr7_92244474__HDAC1_chr1_32757816	1430	441	531	1394	1672	1353	815	1443
CDK6_chr7_92244474__HDAC1_chr1_32792601	918	647	714	624	516	779	484	277
CDK6_chr7_92244474__HDAC1_chr1_32792637	490	833	939	673	164	663	768	521
CDK6_chr7_92244474__HDAC2_chr6_114292056	850	746	803	446	493	915	311	252
CDK6_chr7_92244474__HDAC6_chrX_48661385	1785	1851	2168	1551	1926	1714	1901	1747
CDK6_chr7_92244474__HSP90AA1_chr14_102552141	1760	1828	2119	1102	1237	1504	1216	712
CDK6_chr7_92244474__HSP90AA1_chr14_102605736	896	1366	1495	2230	510	1071	1877	2086
CDK6_chr7_92244474__IGF1R_chr15_99434807	845	1353	1572	549	515	1481	973	510
CDK6_chr7_92244474__KIT_chr4_55524164	799	670	700	825	724	969	1063	561
CDK6_chr7_92244474__KIT_chr4_55524176	477	1393	1621	591	496	576	709	153
CDK6_chr7_92244474__MAP2K1_chr15_66679721	1094	625	712	1059	585	710	830	523
CDK6_chr7_92244474__MAP2K1_chr15_66679728	612	241	303	991	911	874	989	1156
CDK6_chr7_92244474__MET_chr7_116339123	704	682	782	520	504	548	726	413
CDK6_chr7_92244474__MTOR_chr1_11317149	177	902	1010	257	156	454	716	286
CDK6_chr7_92244474__NonTargetingControlGuideForHuman0362	1997	1660	2100	1363	1260	2393	1851	1150
CDK6_chr7_92244474__NonTargetingControlGuideForHuman0412	2518	563	608	503	3218	1764	448	611
CDK6_chr7_92244474__PARP1_chr1_226578301	387	748	771	663	434	674	874	517
CDK6_chr7_92244474__PDGFRA_chr4_55124932	330	406	641	60	335	435	195	21
CDK6_chr7_92244474__PIK3CA_chr3_178919167	568	573	684	523	313	740	683	560
CDK6_chr7_92244474__PRKDC_chr8_48686781	2711	614	715	1773	3343	2243	2179	1347
CDK6_chr7_92244474__PRKDC_chr8_48872683	1431	912	994	1317	1157	1374	1930	1117
CDK6_chr7_92244474__ROR1_chr1_64240072	981	530	601	1443	898	806	1009	1113
CDK6_chr7_92244474__ROR1_chr1_64240089	538	591	623	839	230	685	1006	401
CDK6_chr7_92244474__RPS6KB1_chr17_57970538	1277	1252	1471	1441	881	1343	1277	1308
CDK6_chr7_92244474__RRM2_chr2_10262728	1024	548	657	1240	446	948	1136	978
CDK6_chr7_92244474__RRM2_chr2_10262940	1338	712	790	1298	1231	1430	1788	941
CDK6_chr7_92244474__RRM2_chr2_10262957	1131	862	946	159	981	1144	303	225
CDK6_chr7_92244474__SRC_chr20_36022600	984	518	602	447	432	859	827	356
CDK6_chr7_92244474__TOP1_chr20_39657693	1619	1955	2386	1469	1387	1956	1960	618
CDK6_chr7_92244474__TOP1_chr20_39690055	721	1137	1305	936	759	941	1345	794
CDK6_chr7_92244474__VEGFA_chr6_43738425	922	351	436	724	541	882	1067	234
CDK6_chr7_92244474__VEGFA_chr6_43742108	1127	820	1095	332	535	1107	348	542
CDK6_chr7_92244474__WEE1_chr11_9595542	1054	584	695	221	1144	1379	329	174
CDK6_chr7_92252365__ADA_chr20_43280245	284	851	974	530	226	561	588	566
CDK6_chr7_92252365__ALK_chr2_29541171	395	667	693	577	314	532	656	193
CDK6_chr7_92252365__ALK_chr2_29541172	850	1370	1503	821	594	1109	1000	320
CDK6_chr7_92252365__ATM_chr11_108098390	1276	1013	1347	1581	1150	1606	1624	2846
CDK6_chr7_92252365__BCL2_chr18_60795945	183	411	480	113	87	296	99	81
CDK6_chr7_92252365__BCL2_chr18_60985877	653	839	952	571	468	608	654	539
CDK6_chr7_92252365__BRAF_chr7_140534469	1163	667	777	1494	703	920	829	1504
CDK6_chr7_92252365__BRD4_chr19_15376361	568	1558	1818	625	285	581	811	514
CDK6_chr7_92252365__BRD4_chr19_15383894	1029	466	600	365	452	1026	431	375
CDK6_chr7_92252365__BTK_chrX_100645534	540	1286	1477	393	386	430	406	166
CDK6_chr7_92252365__CDK4_chr12_58143253	869	951	1089	365	950	732	773	116
CDK6_chr7_92252365__CDK9_chr9_130548998	1188	334	383	655	557	1131	680	669
CDK6_chr7_92252365__CDK9_chr9_130550235	1893	1061	1280	692	2364	1448	1232	1683
CDK6_chr7_92252365__CHEK2_chr22_29090029	859	1471	1691	971	270	1058	1617	966
CDK6_chr7_92252365__DHFR_chr5_79949819	657	473	559	401	634	483	1061	599
CDK6_chr7_92252365__DHFR_chr5_79950217	538	534	639	758	491	664	879	389
CDK6_chr7_92252365__EGFR_chr7_55086962	978	377	498	488	549	983	675	471
CDK6_chr7_92252365__EGFR_chr7_55209986	1416	1816	1991	680	874	1505	822	694
CDK6_chr7_92252365__EGFR_chr7_55209992	1073	379	435	1150	667	1030	1152	608
CDK6_chr7_92252365__ERBB2_chr17_37855800	308	636	778	425	238	175	702	202
CDK6_chr7_92252365__FGFR2_chr10_123298118	219	130	166	91	34	219	262	83
CDK6_chr7_92252365__FLT3_chr13_28636172	528	375	426	835	400	701	619	432
CDK6_chr7_92252365__FLT3_chr13_28674643	872	264	263	90	382	588	387	24
CDK6_chr7_92252365__FNTA_chr8_42911471	1382	574	669	672	787	1320	1081	533
CDK6_chr7_92252365__HDAC1_chr1_32792601	1689	1428	1682	2397	1733	1399	1777	3285
CDK6_chr7_92252365__HDAC2_chr6_114266539	1345	1276	1451	657	764	1498	726	545
CDK6_chr7_92252365__HDAC6_chrX_48661089	1186	966	1083	858	1081	1460	855	796
CDK6_chr7_92252365__HSP90AA1_chr14_102551760	1261	267	327	385	1065	730	358	395
CDK6_chr7_92252365__HSP90AA1_chr14_102552141	507	803	943	316	280	604	489	312
CDK6_chr7_92252365__HSP90AA1_chr14_102605736	673	563	688	384	329	785	603	141
CDK6_chr7_92252365__IGF1R_chr15_99192824	136	483	568	236	122	234	248	194
CDK6_chr7_92252365__IGF1R_chr15_99434664	158	206	249	232	140	277	379	464
CDK6_chr7_92252365__IGF1R_chr15_99434807	598	531	655	766	271	484	1139	710
CDK6_chr7_92252365__KIT_chr4_55524176	709	453	584	327	610	959	275	196
CDK6_chr7_92252365__KIT_chr4_55524229	1121	850	942	1237	397	893	1819	1072
CDK6_chr7_92252365__MAP2K1_chr15_66679721	996	596	739	1050	745	1577	841	526
CDK6_chr7_92252365__MAP2K1_chr15_66679728	245	567	641	634	217	429	581	699
CDK6_chr7_92252365__MAP2K1_chr15_66679756	761	766	846	781	493	816	724	373
CDK6_chr7_92252365__MTOR_chr1_11317010	915	956	1114	812	580	1149	923	436
CDK6_chr7_92252365__MTOR_chr1_11317149	419	214	227	472	146	346	290	123
CDK6_chr7_92252365__MTOR_chr1_11319459	1441	1292	1422	665	1401	1096	1096	196
CDK6_chr7_92252365__NonTargetingControlGuideForHuman0352	721	977	1122	1719	1036	576	929	2191
CDK6_chr7_92252365__PARP1_chr1_226595581	473	553	670	390	242	599	624	616
CDK6_chr7_92252365__PDGFRA_chr4_55124932	1211	509	652	1356	1482	1137	925	2207
CDK6_chr7_92252365__PIK3CA_chr3_178919070	81	143	135	11	18	25	183	0
CDK6_chr7_92252365__PRKDC_chr8_48686398	1130	1482	1744	1819	861	1004	1402	1759
CDK6_chr7_92252365__PRKDC_chr8_48686781	247	386	429	294	51	342	455	370
CDK6_chr7_92252365__PRKDC_chr8_48872683	514	79	105	718	256	366	689	504
CDK6_chr7_92252365__ROR1_chr1_64240089	509	335	371	335	154	881	474	215
CDK6_chr7_92252365__RPS6KB1_chr17_57970538	232	281	310	254	407	471	448	304
CDK6_chr7_92252365__RPS6KB1_chr17_57987922	211	1402	1698	393	98	582	457	326
CDK6_chr7_92252365__RRM2_chr2_10262728	768	518	566	981	426	696	1036	688
CDK6_chr7_92252365__RRM2_chr2_10262940	892	585	658	544	731	1307	361	238
CDK6_chr7_92252365__RRM2_chr2_10262957	1047	1093	1204	1803	791	1199	1246	1333
CDK6_chr7_92252365__SMO_chr7_128845081	775	1480	1648	849	674	810	1169	757
CDK6_chr7_92252365__SMO_chr7_128845117	510	778	818	422	418	746	646	222
CDK6_chr7_92252365__SRC_chr20_36012562	1082	568	680	608	688	1220	506	347
CDK6_chr7_92252365__SRC_chr20_36022600	2188	494	585	270	2628	1474	387	352
CDK6_chr7_92252365__TYMS_chr18_657730	2175	645	719	916	2900	1491	1196	1000
CDK6_chr7_92252365__TYMS_chr18_659665	833	650	697	988	721	557	724	863
CDK6_chr7_92252365__VEGFA_chr6_43738425	539	380	448	613	301	432	849	359
CDK6_chr7_92252365__VEGFA_chr6_43742077	256	85	91	508	594	455	366	447
CDK6_chr7_92252365__WEE1_chr11_9595845	1200	1514	1747	1753	761	1840	2060	1776
CDK6_chr7_92462628__ABL1_chr9_133589790	173	68	82	1140	163	163	862	687
CDK6_chr7_92462628__ABL1_chr9_133738356	112	712	807	226	68	121	289	108
CDK6_chr7_92462628__ADA_chr20_43257696	683	532	557	546	747	701	259	398
CDK6_chr7_92462628__ADA_chr20_43257769	460	377	499	554	216	793	627	397
CDK6_chr7_92462628__ADA_chr20_43280245	714	975	1001	631	399	754	693	1033
CDK6_chr7_92462628__ALK_chr2_29541171	897	588	642	409	401	871	707	315
CDK6_chr7_92462628__ALK_chr2_29541172	298	372	427	116	192	290	286	0
CDK6_chr7_92462628__ATM_chr11_108098350	512	127	176	463	329	700	580	216
CDK6_chr7_92462628__ATM_chr11_108098402	1071	735	925	379	636	953	288	231
CDK6_chr7_92462628__BCL2_chr18_60795945	654	182	217	966	628	450	434	1261
CDK6_chr7_92462628__BCL2_chr18_60795960	491	425	488	716	144	504	628	356
CDK6_chr7_92462628__BCL2_chr18_60985877	1430	300	340	2873	2680	698	1159	4820
CDK6_chr7_92462628__BRAF_chr7_140508787	562	402	484	181	48	552	245	144
CDK6_chr7_92462628__BRD4_chr19_15376361	1327	958	1126	566	641	806	684	556
CDK6_chr7_92462628__BRD4_chr19_15383894	630	607	807	1536	317	739	1506	1763
CDK6_chr7_92462628__BTK_chrX_100645534	714	552	562	189	874	484	302	82
CDK6_chr7_92462628__CDK4_chr12_58143253	1402	902	993	2444	721	1092	1298	3196
CDK6_chr7_92462628__CDK4_chr12_58144705	570	506	622	386	565	696	268	172
CDK6_chr7_92462628__CDK4_chr12_58145497	545	502	544	583	344	676	331	800
CDK6_chr7_92462628__CDK9_chr9_130550235	1090	926	1109	1120	445	1166	1270	920
CDK6_chr7_92462628__CHEK1_chr11_125496644	119	320	346	157	134	110	129	104
CDK6_chr7_92462628__CHEK1_chr11_125496687	1235	956	1062	450	935	873	400	672
CDK6_chr7_92462628__CHEK1_chr11_125499147	625	542	659	585	195	404	591	293
CDK6_chr7_92462628__CHEK2_chr22_29085137	1187	324	364	794	469	633	636	509
CDK6_chr7_92462628__DHFR_chr5_79949819	280	400	491	313	63	253	224	146
CDK6_chr7_92462628__DHFR_chr5_79950216	268	349	421	431	79	657	270	163
CDK6_chr7_92462628__ERBB2_chr17_37855800	16	2	3	50	1	31	79	59
CDK6_chr7_92462628__ERBB2_chr17_37868292	230	317	325	1116	201	240	980	879
CDK6_chr7_92462628__FGFR3_chr4_1795655	464	269	398	515	202	798	689	239
CDK6_chr7_92462628__FGFR3_chr4_1795735	677	987	1052	618	283	638	1058	339
CDK6_chr7_92462628__FGFR3_chr4_1795736	692	222	254	621	1391	523	522	432
CDK6_chr7_92462628__FLT3_chr13_28636131	809	333	355	951	285	645	742	776
CDK6_chr7_92462628__HDAC1_chr1_32792601	1422	785	899	1179	1234	1528	1084	1365
CDK6_chr7_92462628__HDAC2_chr6_114266539	1351	421	500	445	1509	828	548	495
CDK6_chr7_92462628__HDAC2_chr6_114267214	175	745	869	498	52	351	554	147
CDK6_chr7_92462628__HDAC2_chr6_114292056	366	0	0	135	48	404	272	60
CDK6_chr7_92462628__HDAC6_chrX_48661089	182	704	822	511	72	359	308	392
CDK6_chr7_92462628__HSP90AA1_chr14_102551760	430	2169	2495	691	662	758	642	688
CDK6_chr7_92462628__HSP90AA1_chr14_102605736	489	416	482	230	217	334	508	186
CDK6_chr7_92462628__IGF1R_chr15_99434664	469	513	613	298	284	817	560	48
CDK6_chr7_92462628__JAK2_chr9_5021970	1493	2	2	363	583	244	342	184
CDK6_chr7_92462628__KIT_chr4_55524176	511	466	480	508	296	345	690	458
CDK6_chr7_92462628__MAP2K1_chr15_66679721	502	742	934	865	176	509	669	524
CDK6_chr7_92462628__MAP2K1_chr15_66679756	513	743	962	955	623	683	1227	924
CDK6_chr7_92462628__MTOR_chr1_11317149	325	834	884	357	338	458	547	357
CDK6_chr7_92462628__NonTargetingControlGuideForHuman0352	523	595	732	535	725	701	799	352
CDK6_chr7_92462628__PARP1_chr1_226578249	424	439	559	211	682	228	135	291
CDK6_chr7_92462628__PARP1_chr1_226578301	435	214	234	710	1603	370	373	1210
CDK6_chr7_92462628__PARP1_chr1_226595581	274	136	182	206	67	216	211	84
CDK6_chr7_92462628__PIK3CA_chr3_178919167	193	394	473	599	335	370	425	596
CDK6_chr7_92462628__PRKDC_chr8_48686398	440	522	632	1846	486	852	912	1293
CDK6_chr7_92462628__PRKDC_chr8_48686781	694	306	343	332	489	460	517	306
CDK6_chr7_92462628__ROR1_chr1_64240072	914	1125	1266	507	365	944	621	180
CDK6_chr7_92462628__ROR1_chr1_64240089	674	180	220	274	583	980	212	420
CDK6_chr7_92462628__ROR1_chr1_64240143	1250	536	625	989	794	723	1083	1131
CDK6_chr7_92462628__RPS6KB1_chr17_57970538	287	360	426	297	346	516	434	289
CDK6_chr7_92462628__RRM2_chr2_10262728	494	741	796	369	438	761	866	55
CDK6_chr7_92462628__RRM2_chr2_10262940	691	631	676	2708	438	502	1048	5472
CDK6_chr7_92462628__RRM2_chr2_10262957	945	703	727	802	1228	1006	799	650
CDK6_chr7_92462628__SMO_chr7_128845117	147	377	426	799	187	106	772	702
CDK6_chr7_92462628__SRC_chr20_36012562	399	341	395	101	130	410	121	5
CDK6_chr7_92462628__SRC_chr20_36014563	265	634	761	443	251	447	553	228
CDK6_chr7_92462628__SRC_chr20_36022600	1326	619	680	645	1759	728	636	991
CDK6_chr7_92462628__TOP1_chr20_39657693	1421	306	404	696	2477	1477	714	1263
CDK6_chr7_92462628__TOP1_chr20_39690055	300	872	1009	686	635	747	1133	515
CDK6_chr7_92462628__TYMS_chr18_659656	966	1514	1799	692	861	936	615	904
CDK6_chr7_92462628__TYMS_chr18_659665	594	1303	1372	882	598	995	745	470
CDK6_chr7_92462628__VEGFA_chr6_43742108	394	512	609	506	348	164	689	353
CDK6_chr7_92462628__WEE1_chr11_9595845	102	572	631	148	0	274	262	138
CDK9_chr9_130548409__ABL1_chr9_133589790	1357	207	230	687	972	1373	908	509
CDK9_chr9_130548409__ADA_chr20_43257696	1180	466	575	505	647	812	888	124
CDK9_chr9_130548409__ADA_chr20_43257769	53	557	666	597	132	121	686	444
CDK9_chr9_130548409__AKT1_chr14_105239609	571	1288	1502	597	644	907	841	299
CDK9_chr9_130548409__AKT1_chr14_105239686	616	549	697	1165	736	572	731	602
CDK9_chr9_130548409__AKT1_chr14_105258968	370	211	200	771	251	659	579	373
CDK9_chr9_130548409__ALK_chr2_29541172	2356	859	931	816	3534	1089	531	1283
CDK9_chr9_130548409__ALK_chr2_30143522	890	1007	1063	838	710	1134	548	551
CDK9_chr9_130548409__ATM_chr11_108098390	1075	1150	1611	1123	850	444	603	762
CDK9_chr9_130548409__ATM_chr11_108098402	283	489	562	178	97	347	324	56
CDK9_chr9_130548409__BCL2_chr18_60795960	22	115	98	171	36	102	321	315
CDK9_chr9_130548409__BCL2_chr18_60985877	300	353	395	418	288	353	665	351
CDK9_chr9_130548409__BRAF_chr7_140508787	2256	1338	1535	796	2412	2156	892	720
CDK9_chr9_130548409__BRAF_chr7_140624501	2752	1459	1689	1361	1739	2294	1474	1142
CDK9_chr9_130548409__BRD4_chr19_15376361	1143	940	1090	750	789	1079	1161	455
CDK9_chr9_130548409__BTK_chrX_100626613	834	439	463	297	563	883	502	234
CDK9_chr9_130548409__BTK_chrX_100629565	1452	1683	1851	1998	1168	1778	1648	1970
CDK9_chr9_130548409__CDK4_chr12_58144705	1017	996	1019	866	594	1238	900	577
CDK9_chr9_130548409__CDK4_chr12_58145497	1088	1049	1172	1096	983	1029	1343	881
CDK9_chr9_130548409__CDK6_chr7_92244474	1239	1594	1820	1166	629	1309	1424	678
CDK9_chr9_130548409__CDK6_chr7_92252365	1043	696	818	1694	1062	1128	1457	1482
CDK9_chr9_130548409__CDK6_chr7_92462628	834	815	909	984	320	746	717	1509
CDK9_chr9_130548409__CHEK2_chr22_29085137	744	720	770	398	593	882	914	264
CDK9_chr9_130548409__CHEK2_chr22_29090029	141	313	366	312	105	453	199	252
CDK9_chr9_130548409__DHFR_chr5_79950216	490	471	567	1093	472	700	1095	469
CDK9_chr9_130548409__FGFR2_chr10_123298215	826	410	406	287	521	707	567	252
CDK9_chr9_130548409__FGFR2_chr10_123353328	1024	615	746	1074	516	867	884	1426
CDK9_chr9_130548409__FGFR3_chr4_1795655	163	1038	1262	450	117	150	384	245
CDK9_chr9_130548409__FGFR3_chr4_1795736	789	933	1130	1433	580	1030	1137	1074
CDK9_chr9_130548409__FLT3_chr13_28636131	524	615	705	686	473	390	1006	713
CDK9_chr9_130548409__FLT3_chr13_28674643	287	454	506	232	380	406	593	293
CDK9_chr9_130548409__FNTA_chr8_42914260	493	244	274	428	351	770	603	310
CDK9_chr9_130548409__FNTA_chr8_42924781	1796	747	830	650	967	1291	856	643
CDK9_chr9_130548409__HDAC1_chr1_32757816	472	210	218	114	286	337	73	31
CDK9_chr9_130548409__HDAC1_chr1_32792601	1175	628	689	633	825	1367	717	145
CDK9_chr9_130548409__HDAC2_chr6_114292056	948	482	537	863	1041	678	736	498
CDK9_chr9_130548409__HDAC6_chrX_48661089	2231	1034	1174	2510	2087	2205	1600	3338
CDK9_chr9_130548409__HDAC6_chrX_48661385	642	1475	1634	515	536	949	880	436
CDK9_chr9_130548409__HSP90AA1_chr14_102551760	3346	762	875	2228	2936	1989	2433	2024
CDK9_chr9_130548409__HSP90AA1_chr14_102552141	379	168	207	92	98	220	91	42
CDK9_chr9_130548409__IGF1R_chr15_99434664	2053	453	477	1218	1452	1393	1070	704
CDK9_chr9_130548409__JAK2_chr9_5021970	1166	743	858	903	898	785	1210	719
CDK9_chr9_130548409__JAK2_chr9_5050721	1218	970	1064	1266	827	1379	1674	1405
CDK9_chr9_130548409__MAP2K1_chr15_66679721	1060	1248	1420	351	982	936	759	152
CDK9_chr9_130548409__MAP2K1_chr15_66679728	1345	874	1023	579	550	1150	789	415
CDK9_chr9_130548409__MTOR_chr1_11317149	325	375	381	190	163	317	116	41
CDK9_chr9_130548409__MTOR_chr1_11319459	2446	1037	1190	953	4202	1615	872	651
CDK9_chr9_130548409__NonTargetingControlGuideForHuman0362	1310	1542	1800	1860	1153	1161	1521	2424
CDK9_chr9_130548409__NonTargetingControlGuideForHuman0412	1272	967	1146	1471	804	1311	1238	874
CDK9_chr9_130548409__PARP1_chr1_226578301	114	82	87	141	6	175	228	181
CDK9_chr9_130548409__PARP1_chr1_226595581	1643	901	1132	966	1638	1509	1451	1076
CDK9_chr9_130548409__PDGFRA_chr4_55124932	394	401	573	242	234	829	355	93
CDK9_chr9_130548409__PDGFRA_chr4_55124963	1618	1090	1219	607	1645	1043	830	321
CDK9_chr9_130548409__PIK3CA_chr3_178919167	1200	692	794	499	1412	1089	948	417
CDK9_chr9_130548409__PRKDC_chr8_48872683	1017	987	1068	1083	543	964	1765	847
CDK9_chr9_130548409__ROR1_chr1_64240072	1406	908	1007	1101	1045	1651	1261	984
CDK9_chr9_130548409__ROR1_chr1_64240089	702	587	562	1459	590	497	1274	1180
CDK9_chr9_130548409__RPS6KB1_chr17_57970538	468	721	841	1359	389	608	1007	736
CDK9_chr9_130548409__RPS6KB1_chr17_57987949	847	442	523	1145	344	347	1074	1287
CDK9_chr9_130548409__RRM2_chr2_10262940	541	500	688	324	343	790	525	151
CDK9_chr9_130548409__SMO_chr7_128828974	1119	908	1034	1210	509	1352	964	1359
CDK9_chr9_130548409__SMO_chr7_128845117	293	624	733	2699	183	795	1076	4922
CDK9_chr9_130548409__SRC_chr20_36014563	495	441	544	460	365	587	673	191
CDK9_chr9_130548409__TOP1_chr20_39657693	1704	747	905	1656	2075	1767	1538	1358
CDK9_chr9_130548409__TOP1_chr20_39690055	745	809	926	309	569	883	667	449
CDK9_chr9_130548409__TYMS_chr18_657730	517	623	710	883	185	779	835	371
CDK9_chr9_130548409__TYMS_chr18_659665	418	780	963	322	219	608	474	152
CDK9_chr9_130548409__VEGFA_chr6_43742108	2287	1256	1421	1079	2877	1753	1076	771
CDK9_chr9_130548409__WEE1_chr11_9595542	586	448	633	223	512	427	514	164
CDK9_chr9_130548409__WEE1_chr11_9595845	1798	891	1042	685	1083	1628	1291	496
CDK9_chr9_130548998__ABL1_chr9_133738283	712	872	1038	445	385	397	426	236
CDK9_chr9_130548998__ADA_chr20_43257769	894	712	827	789	858	808	971	388
CDK9_chr9_130548998__ADA_chr20_43280245	1419	845	987	626	1332	1194	802	480
CDK9_chr9_130548998__AKT1_chr14_105258968	1557	1362	1595	571	1380	1704	1158	607
CDK9_chr9_130548998__ALK_chr2_30143522	231	572	713	524	63	606	850	136
CDK9_chr9_130548998__ATM_chr11_108098350	1175	390	459	1795	1916	1248	566	2522
CDK9_chr9_130548998__ATM_chr11_108098390	673	416	552	861	234	949	871	608
CDK9_chr9_130548998__BCL2_chr18_60795960	600	1114	1404	651	442	593	690	396
CDK9_chr9_130548998__BCL2_chr18_60985877	2210	810	941	634	2153	1389	902	600
CDK9_chr9_130548998__BTK_chrX_100629565	1724	1614	1864	1623	1042	2243	2130	1346
CDK9_chr9_130548998__BTK_chrX_100645534	1989	1739	1950	2121	1643	2766	2295	1294
CDK9_chr9_130548998__CDK4_chr12_58144705	514	409	481	360	294	250	824	85
CDK9_chr9_130548998__CDK4_chr12_58145497	584	1472	1683	967	458	860	1296	464
CDK9_chr9_130548998__CDK6_chr7_92462628	509	171	198	286	397	761	421	63
CDK9_chr9_130548998__CHEK1_chr11_125496687	387	626	656	548	100	821	486	255
