construct_id	Hela_KRAB_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_1_S7_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d14_1_S3_trimmed53_len_filtered_counts
BRAF_chr7_140624501__FNTA_chr8_42914260	438	258	230	499	47	185	158	222
BRAF_chr7_140624501__FNTA_chr8_42924781	596	802	662	1082	441	470	755	724
BRAF_chr7_140624501__HDAC1_chr1_32757816	662	751	470	85	792	276	1100	575
BRAF_chr7_140624501__HDAC1_chr1_32792637	616	320	1055	633	572	258	276	553
BRAF_chr7_140624501__HDAC2_chr6_114266539	1688	2914	656	184	906	1979	771	396
BRAF_chr7_140624501__HDAC6_chrX_48661089	1102	1261	901	441	547	707	991	494
BRAF_chr7_140624501__HDAC6_chrX_48674389	54	1	58	23	257	17	498	62
BRAF_chr7_140624501__HSP90AA1_chr14_102552141	414	269	437	676	347	174	1084	133
BRAF_chr7_140624501__JAK2_chr9_5050721	776	1186	1134	882	1371	1214	1033	1104
BRAF_chr7_140624501__JAK2_chr9_5050816	545	660	1631	1618	831	287	1433	944
BRAF_chr7_140624501__KIT_chr4_55524229	1149	1317	935	1241	937	1062	1059	1136
BRAF_chr7_140624501__MAP2K1_chr15_66679728	1375	1423	232	280	496	682	998	366
BRAF_chr7_140624501__MAP2K1_chr15_66679756	574	547	558	352	805	792	591	472
BRAF_chr7_140624501__MTOR_chr1_11317010	597	280	647	727	528	496	740	625
BRAF_chr7_140624501__MTOR_chr1_11317149	218	0	70	77	237	1	290	150
BRAF_chr7_140624501__NonTargetingControlGuideForHuman0362	1556	1107	2072	2437	749	1222	1052	1596
BRAF_chr7_140624501__NonTargetingControlGuideForHuman0412	275	358	1081	2165	101	248	472	772
BRAF_chr7_140624501__PARP1_chr1_226578249	243	423	564	273	358	528	811	676
BRAF_chr7_140624501__PARP1_chr1_226578301	130	348	91	0	192	362	166	56
BRAF_chr7_140624501__PDGFRA_chr4_55124963	758	1370	1084	1569	268	916	901	598
BRAF_chr7_140624501__PDGFRA_chr4_55129914	307	168	1100	1338	1027	165	227	882
BRAF_chr7_140624501__PIK3CA_chr3_178916614	825	682	417	285	168	331	628	469
BRAF_chr7_140624501__PIK3CA_chr3_178919070	44	66	0	0	1	0	0	0
BRAF_chr7_140624501__PIK3CA_chr3_178919167	389	341	390	719	216	278	144	757
BRAF_chr7_140624501__ROR1_chr1_64240089	476	1024	786	777	0	1294	219	586
BRAF_chr7_140624501__RPS6KB1_chr17_57987922	853	975	320	116	109	828	240	242
BRAF_chr7_140624501__RPS6KB1_chr17_57987949	319	280	462	497	189	206	281	556
BRAF_chr7_140624501__RRM2_chr2_10262957	83	0	85	1	106	1	625	46
BRAF_chr7_140624501__SMO_chr7_128828974	613	540	726	500	368	67	208	230
BRAF_chr7_140624501__SRC_chr20_36022600	637	692	452	889	482	242	747	550
BRAF_chr7_140624501__TOP1_chr20_39690109	438	282	1190	1896	407	124	272	436
BRAF_chr7_140624501__VEGFA_chr6_43738425	332	400	569	533	724	270	457	543
BRAF_chr7_140624501__VEGFA_chr6_43742077	530	618	394	324	454	1220	0	86
BRAF_chr7_140624501__VEGFA_chr6_43742108	260	163	536	134	410	150	224	382
BRAF_chr7_140624501__WEE1_chr11_9595462	0	0	33	0	0	0	301	35
BRAF_chr7_140624501__WEE1_chr11_9595542	1021	304	549	588	653	419	1204	611
BRAF_chr7_140624501__WEE1_chr11_9595845	564	399	34	149	825	44	1265	442
BRD4_chr19_15376361__ABL1_chr9_133738283	763	1001	444	592	734	653	621	375
BRD4_chr19_15376361__ADA_chr20_43257769	767	1452	995	327	724	1044	601	636
BRD4_chr19_15376361__AKT1_chr14_105239609	3688	2847	1895	2825	2411	3198	1919	1438
BRD4_chr19_15376361__ALK_chr2_30143522	785	1107	862	901	615	418	681	426
BRD4_chr19_15376361__ATM_chr11_108098390	2644	3762	1117	682	1507	3951	312	975
BRD4_chr19_15376361__ATM_chr11_108098402	1233	891	1260	953	558	670	1886	871
BRD4_chr19_15376361__BCL2_chr18_60795945	1230	899	1343	1311	1436	761	1558	1327
BRD4_chr19_15376361__BCL2_chr18_60795960	932	879	1098	358	149	905	857	620
BRD4_chr19_15376361__BCL2_chr18_60985877	1189	1480	613	52	434	1350	704	146
BRD4_chr19_15376361__BRAF_chr7_140508787	636	673	458	385	216	683	558	321
BRD4_chr19_15376361__BTK_chrX_100626613	1893	2661	2491	2930	1857	1132	1224	1673
BRD4_chr19_15376361__CDK4_chr12_58143253	2199	2918	2021	1561	2076	2490	3223	1336
BRD4_chr19_15376361__CDK4_chr12_58144705	1153	1442	1528	1004	822	1409	1420	1119
BRD4_chr19_15376361__CDK9_chr9_130548998	2548	2784	1996	1675	2432	2449	1548	1280
BRD4_chr19_15376361__CDK9_chr9_130550235	2301	3065	1897	2111	805	3499	1779	1602
BRD4_chr19_15376361__CHEK1_chr11_125496644	869	913	549	194	724	783	613	409
BRD4_chr19_15376361__CHEK2_chr22_29090029	1341	1041	910	411	100	858	907	756
BRD4_chr19_15376361__CHEK2_chr22_29130694	596	926	738	676	874	978	274	641
BRD4_chr19_15376361__DHFR_chr5_79950216	2248	2167	2075	2180	2076	2715	2075	1267
BRD4_chr19_15376361__DHFR_chr5_79950217	1095	1186	534	732	866	1184	1340	467
BRD4_chr19_15376361__EGFR_chr7_55209986	1329	2036	999	755	2335	1270	2012	1408
BRD4_chr19_15376361__EGFR_chr7_55209992	1498	1275	1527	1102	893	1055	756	915
BRD4_chr19_15376361__ERBB2_chr17_37868221	1034	1797	500	374	3	678	1389	591
BRD4_chr19_15376361__FGFR2_chr10_123298118	885	733	1271	1058	542	573	1044	744
BRD4_chr19_15376361__FGFR2_chr10_123298215	412	434	513	732	577	637	1047	556
BRD4_chr19_15376361__FGFR2_chr10_123353328	2391	2801	867	512	762	1745	1370	1090
BRD4_chr19_15376361__FGFR3_chr4_1795655	1561	1244	453	185	1925	881	1834	614
BRD4_chr19_15376361__FGFR3_chr4_1795735	1970	1423	1922	1140	2478	1754	1168	1451
BRD4_chr19_15376361__FGFR3_chr4_1795736	1405	500	656	669	529	378	1209	622
BRD4_chr19_15376361__FLT3_chr13_28636131	1367	1500	130	211	763	599	1122	635
BRD4_chr19_15376361__HDAC1_chr1_32792601	835	831	615	373	527	683	1784	704
BRD4_chr19_15376361__HDAC2_chr6_114266539	947	922	518	955	963	1211	1094	805
BRD4_chr19_15376361__HDAC2_chr6_114267214	797	791	1360	2119	1015	670	1439	1031
BRD4_chr19_15376361__HDAC6_chrX_48661385	1539	2008	1566	1390	760	2255	768	930
BRD4_chr19_15376361__HDAC6_chrX_48674389	1049	939	884	617	896	383	1187	592
BRD4_chr19_15376361__HSP90AA1_chr14_102551760	2072	1858	1584	1080	2281	1759	1917	889
BRD4_chr19_15376361__HSP90AA1_chr14_102552141	714	797	227	301	444	285	695	122
BRD4_chr19_15376361__IGF1R_chr15_99434664	1530	1553	824	1049	637	1317	812	725
BRD4_chr19_15376361__JAK2_chr9_5021970	736	812	830	277	478	423	555	682
BRD4_chr19_15376361__JAK2_chr9_5050816	622	498	1135	1412	358	447	1312	634
BRD4_chr19_15376361__KIT_chr4_55524164	1309	2167	1521	1624	396	1818	926	1267
BRD4_chr19_15376361__MAP2K1_chr15_66679721	1465	1975	1426	1634	596	2321	1643	1569
BRD4_chr19_15376361__MAP2K1_chr15_66679728	1516	934	1701	1327	1215	697	2082	1048
BRD4_chr19_15376361__MTOR_chr1_11319459	482	383	1688	1430	937	369	432	672
BRD4_chr19_15376361__NonTargetingControlGuideForHuman0362	2002	2709	2010	1972	1720	2453	3150	1712
BRD4_chr19_15376361__NonTargetingControlGuideForHuman0412	2441	2987	2020	1253	1999	1374	1975	1867
BRD4_chr19_15376361__PARP1_chr1_226578249	808	516	902	976	1023	930	437	976
BRD4_chr19_15376361__PARP1_chr1_226578301	609	250	496	510	322	171	245	451
BRD4_chr19_15376361__PARP1_chr1_226595581	1288	1159	925	962	1427	783	1274	1039
BRD4_chr19_15376361__PDGFRA_chr4_55124932	950	1038	812	1243	879	1370	1127	1360
BRD4_chr19_15376361__PDGFRA_chr4_55129914	664	956	668	869	646	328	207	624
BRD4_chr19_15376361__PIK3CA_chr3_178916614	1557	2113	1369	1755	825	1638	815	900
BRD4_chr19_15376361__PRKDC_chr8_48686398	404	439	213	53	114	236	662	387
BRD4_chr19_15376361__ROR1_chr1_64240089	571	250	719	711	397	171	828	782
BRD4_chr19_15376361__ROR1_chr1_64240143	1503	2376	1138	1179	1286	2003	1790	1405
BRD4_chr19_15376361__RPS6KB1_chr17_57970538	1063	2060	1593	1616	441	1506	1541	869
BRD4_chr19_15376361__RPS6KB1_chr17_57987922	531	371	1024	875	173	443	183	384
BRD4_chr19_15376361__RRM2_chr2_10262728	1302	1436	790	392	1356	539	1789	590
BRD4_chr19_15376361__RRM2_chr2_10262940	430	566	488	349	1356	186	628	521
BRD4_chr19_15376361__RRM2_chr2_10262957	1207	1079	987	710	279	545	1946	856
BRD4_chr19_15376361__SMO_chr7_128845117	566	327	492	570	154	262	2208	437
BRD4_chr19_15376361__SRC_chr20_36014563	1892	1650	1150	607	1361	1185	765	632
BRD4_chr19_15376361__SRC_chr20_36022600	1929	3096	884	2110	1476	2685	2153	1830
BRD4_chr19_15376361__TOP1_chr20_39690055	1986	2559	1101	851	1363	2112	2450	787
BRD4_chr19_15376361__TYMS_chr18_657730	1446	1246	1500	1711	1355	1532	1049	1023
BRD4_chr19_15376361__TYMS_chr18_659665	575	777	856	809	1320	1347	1391	845
BRD4_chr19_15376361__VEGFA_chr6_43738425	1268	2557	1470	747	443	1677	623	1057
BRD4_chr19_15376361__VEGFA_chr6_43742077	551	843	356	411	554	431	299	187
BRD4_chr19_15376361__VEGFA_chr6_43742108	1135	1459	932	843	232	933	1100	844
BRD4_chr19_15376361__WEE1_chr11_9595462	0	0	0	0	0	0	0	0
BRD4_chr19_15376403__ABL1_chr9_133589790	722	1093	198	166	0	350	1223	208
BRD4_chr19_15376403__ABL1_chr9_133738283	227	403	583	619	274	373	186	399
BRD4_chr19_15376403__ABL1_chr9_133738356	822	931	144	91	368	920	448	172
BRD4_chr19_15376403__ADA_chr20_43257769	624	686	478	409	506	767	485	406
BRD4_chr19_15376403__AKT1_chr14_105239609	1202	806	1279	548	2121	474	1390	985
BRD4_chr19_15376403__AKT1_chr14_105258968	1181	1811	1479	1118	921	1292	1700	1323
BRD4_chr19_15376403__ALK_chr2_29541171	1086	1311	1111	1041	1731	926	1575	750
BRD4_chr19_15376403__ATM_chr11_108098402	1653	3888	1192	1297	1420	4207	2104	1232
BRD4_chr19_15376403__BCL2_chr18_60795945	1220	1270	1444	1975	499	1335	1520	993
BRD4_chr19_15376403__BRAF_chr7_140508787	1013	848	331	313	606	858	455	676
BRD4_chr19_15376403__BRAF_chr7_140624501	910	812	1105	866	1057	252	1143	347
BRD4_chr19_15376403__BTK_chrX_100626613	394	256	1271	897	954	78	744	556
BRD4_chr19_15376403__BTK_chrX_100629565	983	1317	888	464	837	1970	1351	486
BRD4_chr19_15376403__BTK_chrX_100645534	1813	2270	2449	1313	870	1480	2800	1577
BRD4_chr19_15376403__CDK4_chr12_58144705	1346	1299	831	403	116	612	803	295
BRD4_chr19_15376403__CDK4_chr12_58145497	1402	1549	1208	465	545	634	1351	719
BRD4_chr19_15376403__CDK6_chr7_92252365	1525	2729	2184	942	1956	1641	2178	1052
BRD4_chr19_15376403__CDK6_chr7_92462628	1422	2248	1006	1499	225	2985	1670	895
BRD4_chr19_15376403__CDK9_chr9_130548409	1241	774	778	1897	963	409	820	930
BRD4_chr19_15376403__CDK9_chr9_130548998	622	360	641	427	1007	449	745	751
BRD4_chr19_15376403__CDK9_chr9_130550235	2744	2906	2955	2407	1632	2743	1466	2351
BRD4_chr19_15376403__CHEK1_chr11_125499147	1330	2127	614	1202	352	1442	1211	789
BRD4_chr19_15376403__CHEK2_chr22_29090029	2357	2463	2748	1505	2233	2347	1577	1318
BRD4_chr19_15376403__DHFR_chr5_79949819	863	671	702	1851	677	261	1836	623
BRD4_chr19_15376403__DHFR_chr5_79950216	2186	2069	2655	1787	1949	1668	1551	1894
BRD4_chr19_15376403__ERBB2_chr17_37855800	519	284	226	212	328	232	1582	258
BRD4_chr19_15376403__FGFR2_chr10_123298215	1034	1086	280	345	559	1102	226	569
BRD4_chr19_15376403__FGFR3_chr4_1795655	507	152	214	86	1101	110	1389	165
BRD4_chr19_15376403__FGFR3_chr4_1795735	1435	1918	310	297	285	2121	1008	620
BRD4_chr19_15376403__FLT3_chr13_28636131	292	75	526	495	456	3	661	358
BRD4_chr19_15376403__FLT3_chr13_28674643	346	464	469	445	729	370	896	634
BRD4_chr19_15376403__FNTA_chr8_42911471	1461	1759	1033	671	1812	1897	1447	565
BRD4_chr19_15376403__FNTA_chr8_42914260	1802	2476	1374	1096	1666	2309	1220	1446
BRD4_chr19_15376403__FNTA_chr8_42924781	886	777	1325	610	554	1108	1342	870
BRD4_chr19_15376403__HDAC2_chr6_114266539	1079	1631	1485	1488	138	1297	638	456
BRD4_chr19_15376403__HDAC2_chr6_114267214	993	1652	1723	1673	496	993	1156	1193
BRD4_chr19_15376403__HDAC2_chr6_114292056	1166	1053	1257	1349	1401	1241	989	710
BRD4_chr19_15376403__HDAC6_chrX_48661089	354	467	388	228	443	496	540	430
BRD4_chr19_15376403__HSP90AA1_chr14_102551760	3183	3388	1496	1223	1626	4822	1728	1232
BRD4_chr19_15376403__HSP90AA1_chr14_102552141	750	656	934	802	1055	457	1613	646
BRD4_chr19_15376403__HSP90AA1_chr14_102605736	1230	1163	882	898	1099	730	1492	720
BRD4_chr19_15376403__IGF1R_chr15_99434664	1992	2104	1863	1366	1560	969	2156	1523
BRD4_chr19_15376403__JAK2_chr9_5021970	548	400	424	630	739	243	733	364
BRD4_chr19_15376403__JAK2_chr9_5050721	1167	1293	861	884	1440	831	496	1060
BRD4_chr19_15376403__JAK2_chr9_5050816	1083	1343	432	586	1023	1161	810	696
BRD4_chr19_15376403__KIT_chr4_55524229	1792	2400	1686	1473	1569	2377	1879	1161
BRD4_chr19_15376403__MAP2K1_chr15_66679721	1618	2121	965	1202	608	1062	1522	969
BRD4_chr19_15376403__MAP2K1_chr15_66679728	1244	1000	292	236	351	757	714	816
BRD4_chr19_15376403__MAP2K1_chr15_66679756	1874	2506	1075	1216	1340	2396	1854	1331
BRD4_chr19_15376403__MET_chr7_116339123	1447	2312	695	689	1560	1686	1869	725
BRD4_chr19_15376403__MET_chr7_116340207	1040	836	746	502	399	769	2027	508
BRD4_chr19_15376403__MTOR_chr1_11317149	525	572	376	375	856	118	2244	594
BRD4_chr19_15376403__MTOR_chr1_11319459	956	917	2013	3221	1266	947	1445	1333
BRD4_chr19_15376403__NonTargetingControlGuideForHuman0362	1741	1476	2011	2427	1206	1009	3063	1637
BRD4_chr19_15376403__NonTargetingControlGuideForHuman0412	1599	2012	1525	928	2791	1717	1021	1053
BRD4_chr19_15376403__PARP1_chr1_226578249	262	134	131	114	63	0	494	410
BRD4_chr19_15376403__PARP1_chr1_226578301	1079	799	1003	600	1037	776	686	870
BRD4_chr19_15376403__PDGFRA_chr4_55124932	925	789	822	628	1657	566	1982	538
BRD4_chr19_15376403__PDGFRA_chr4_55129914	1130	951	1069	944	1611	904	867	979
BRD4_chr19_15376403__PIK3CA_chr3_178916614	1707	1243	2589	3728	1084	747	1736	1561
BRD4_chr19_15376403__PIK3CA_chr3_178919070	221	80	48	146	0	122	329	135
BRD4_chr19_15376403__PIK3CA_chr3_178919167	1319	982	844	1238	643	905	444	727
BRD4_chr19_15376403__PRKDC_chr8_48872683	2775	4230	2225	2747	2526	4698	2569	1513
BRD4_chr19_15376403__ROR1_chr1_64240072	1673	1204	1449	1900	633	1024	1547	858
BRD4_chr19_15376403__ROR1_chr1_64240143	2447	2178	1851	1621	1141	767	1931	1172
BRD4_chr19_15376403__RPS6KB1_chr17_57970538	650	951	499	760	625	768	207	486
BRD4_chr19_15376403__RPS6KB1_chr17_57987949	2024	1330	1769	1858	987	1036	1457	1461
BRD4_chr19_15376403__SMO_chr7_128828974	2068	1637	1475	1889	1206	1610	832	809
BRD4_chr19_15376403__SMO_chr7_128845117	1156	2067	1196	1239	458	2252	153	663
BRD4_chr19_15376403__SRC_chr20_36014563	1858	2305	1074	738	2097	1874	873	1315
BRD4_chr19_15376403__TOP1_chr20_39690055	1233	957	1574	1684	1060	748	1483	964
BRD4_chr19_15376403__TYMS_chr18_657730	686	463	754	1024	419	520	1009	646
BRD4_chr19_15376403__WEE1_chr11_9595542	2163	2734	1378	1135	1125	2756	655	1388
BRD4_chr19_15376403__WEE1_chr11_9595845	945	338	870	886	1232	316	1927	882
BRD4_chr19_15383894__ABL1_chr9_133589790	857	1790	910	715	678	1958	68	424
BRD4_chr19_15383894__ABL1_chr9_133738356	736	696	701	1412	793	746	1025	532
BRD4_chr19_15383894__ADA_chr20_43257769	1182	1188	980	763	984	2090	553	788
BRD4_chr19_15383894__ADA_chr20_43280245	906	505	660	656	281	568	665	330
BRD4_chr19_15383894__ALK_chr2_29541171	829	1165	634	590	254	1295	710	700
BRD4_chr19_15383894__ALK_chr2_29541172	879	801	231	156	143	240	571	247
BRD4_chr19_15383894__ATM_chr11_108098350	818	943	785	411	705	901	468	874
BRD4_chr19_15383894__BCL2_chr18_60795945	959	1200	1279	918	1429	995	598	518
BRD4_chr19_15383894__BTK_chrX_100629565	1487	1478	1224	927	1063	1501	1570	1102
BRD4_chr19_15383894__BTK_chrX_100645534	1043	1201	475	428	193	799	287	650
BRD4_chr19_15383894__CDK4_chr12_58144705	203	304	128	210	807	294	205	164
BRD4_chr19_15383894__CDK4_chr12_58145497	712	1321	545	334	152	1149	687	509
BRD4_chr19_15383894__CDK9_chr9_130548409	650	1345	693	781	441	1310	658	456
BRD4_chr19_15383894__CDK9_chr9_130548998	468	746	441	661	1317	850	816	491
BRD4_chr19_15383894__CDK9_chr9_130550235	1379	2340	1775	1715	1015	2234	1425	847
BRD4_chr19_15383894__CHEK1_chr11_125499147	900	1880	701	866	1106	1609	597	561
BRD4_chr19_15383894__DHFR_chr5_79950217	1259	692	3049	1986	725	669	1115	1309
BRD4_chr19_15383894__EGFR_chr7_55209986	620	722	913	865	841	835	301	476
BRD4_chr19_15383894__EGFR_chr7_55209992	567	696	907	565	707	451	1256	665
BRD4_chr19_15383894__ERBB2_chr17_37855800	811	685	628	1160	664	708	390	416
BRD4_chr19_15383894__FGFR2_chr10_123298118	1235	2038	1666	1093	1241	2457	1123	1436
BRD4_chr19_15383894__FGFR2_chr10_123298215	117	26	142	291	0	2	964	164
BRD4_chr19_15383894__FGFR3_chr4_1795735	1965	1358	1127	2052	900	746	1023	857
BRD4_chr19_15383894__FGFR3_chr4_1795736	603	240	282	77	804	38	961	624
BRD4_chr19_15383894__FLT3_chr13_28636131	492	552	673	377	286	322	603	637
BRD4_chr19_15383894__FLT3_chr13_28636172	1304	776	262	421	510	547	1547	368
BRD4_chr19_15383894__FLT3_chr13_28674643	1117	1677	1218	617	877	1576	1390	763
BRD4_chr19_15383894__FNTA_chr8_42911471	1458	1461	1443	1607	743	1212	1770	1502
BRD4_chr19_15383894__FNTA_chr8_42914260	1318	1862	325	383	478	1950	1372	495
BRD4_chr19_15383894__FNTA_chr8_42924781	1237	1360	1444	1416	1714	1101	2243	1015
BRD4_chr19_15383894__HDAC2_chr6_114266539	993	2046	875	408	528	1406	806	468
BRD4_chr19_15383894__HDAC2_chr6_114267214	1207	1099	257	99	821	630	1254	132
BRD4_chr19_15383894__HDAC6_chrX_48661089	1348	1794	821	872	400	1896	1696	1005
BRD4_chr19_15383894__HDAC6_chrX_48661385	1530	2206	1336	2075	1511	3284	1025	1132
BRD4_chr19_15383894__HDAC6_chrX_48674389	728	871	704	1765	407	470	236	917
BRD4_chr19_15383894__HSP90AA1_chr14_102551760	601	610	579	574	319	822	963	387
BRD4_chr19_15383894__IGF1R_chr15_99192824	748	1374	315	616	979	858	259	282
BRD4_chr19_15383894__IGF1R_chr15_99434807	483	1331	137	172	264	1461	725	578
BRD4_chr19_15383894__JAK2_chr9_5021970	470	293	400	306	518	281	569	771
BRD4_chr19_15383894__JAK2_chr9_5050721	1376	705	623	760	475	916	1526	1103
BRD4_chr19_15383894__JAK2_chr9_5050816	231	104	2	23	1	148	314	111
BRD4_chr19_15383894__KIT_chr4_55524176	855	1027	876	756	376	636	811	486
BRD4_chr19_15383894__MAP2K1_chr15_66679721	1780	1854	757	823	1083	1925	519	704
BRD4_chr19_15383894__MAP2K1_chr15_66679728	996	1302	462	505	611	263	823	434
BRD4_chr19_15383894__MAP2K1_chr15_66679756	601	408	1196	2151	738	568	1430	645
BRD4_chr19_15383894__MET_chr7_116339123	463	795	366	151	289	1074	539	275
BRD4_chr19_15383894__MET_chr7_116340207	843	558	433	553	460	637	943	569
BRD4_chr19_15383894__NonTargetingControlGuideForHuman0352	1554	2098	1666	1514	1188	1481	751	936
BRD4_chr19_15383894__PARP1_chr1_226578249	577	455	460	518	442	383	592	513
BRD4_chr19_15383894__PDGFRA_chr4_55124932	1010	651	808	1474	1732	461	1338	853
BRD4_chr19_15383894__PDGFRA_chr4_55124963	816	933	561	778	377	649	288	373
BRD4_chr19_15383894__PIK3CA_chr3_178916614	687	1140	1016	693	733	1093	1507	578
BRD4_chr19_15383894__PIK3CA_chr3_178919167	1159	1860	1158	1728	590	1629	380	622
BRD4_chr19_15383894__PRKDC_chr8_48686398	645	475	629	208	765	227	1031	514
BRD4_chr19_15383894__ROR1_chr1_64240143	1397	1865	1858	2051	1221	1247	240	958
BRD4_chr19_15383894__RPS6KB1_chr17_57987922	460	467	548	964	0	745	438	275
BRD4_chr19_15383894__RPS6KB1_chr17_57987949	761	960	1812	1929	361	1112	972	669
BRD4_chr19_15383894__RRM2_chr2_10262957	1057	734	1299	1085	634	509	917	1170
BRD4_chr19_15383894__TOP1_chr20_39657693	1313	1361	763	930	1287	553	1715	648
BRD4_chr19_15383894__TOP1_chr20_39690055	966	1392	1035	865	748	1639	840	978
BRD4_chr19_15383894__TOP1_chr20_39690109	2100	2383	1596	1409	1295	1743	498	1095
BRD4_chr19_15383894__TYMS_chr18_657730	1058	632	893	1516	250	486	897	533
BRD4_chr19_15383894__VEGFA_chr6_43738425	954	567	914	650	1049	406	224	690
BRD4_chr19_15383894__VEGFA_chr6_43742077	532	750	847	1239	67	170	1110	860
BRD4_chr19_15383894__WEE1_chr11_9595845	812	255	20	33	686	378	1226	154
BTK_chrX_100626613__ABL1_chr9_133738356	407	375	56	53	249	243	231	234
BTK_chrX_100626613__ADA_chr20_43280245	763	480	264	211	511	591	606	760
BTK_chrX_100626613__AKT1_chr14_105258968	1013	761	562	364	1241	824	1119	1158
BTK_chrX_100626613__ALK_chr2_29541171	655	236	1295	780	597	321	174	993
BTK_chrX_100626613__ALK_chr2_29541172	434	860	345	124	461	318	452	288
BTK_chrX_100626613__ATM_chr11_108098390	456	533	1184	1689	831	311	623	839
BTK_chrX_100626613__ATM_chr11_108098402	1276	1092	1053	1276	1666	749	1763	1299
BTK_chrX_100626613__BCL2_chr18_60795945	824	978	929	1119	527	414	177	889
BTK_chrX_100626613__BRAF_chr7_140534469	1050	1323	584	917	922	935	1525	597
BTK_chrX_100626613__BRD4_chr19_15383894	904	1078	286	174	987	869	371	532
BTK_chrX_100626613__CDK4_chr12_58143253	1409	2180	1342	1400	906	1477	2017	876
BTK_chrX_100626613__CDK4_chr12_58144705	1389	1360	1279	1731	950	877	1567	1200
BTK_chrX_100626613__CDK6_chr7_92244474	1350	916	1265	370	598	712	1314	825
BTK_chrX_100626613__CDK6_chr7_92252365	976	1906	585	461	1142	1379	1767	490
BTK_chrX_100626613__CDK6_chr7_92462628	721	686	793	707	744	312	939	504
BTK_chrX_100626613__CDK9_chr9_130548998	569	281	1037	961	1015	885	743	385
BTK_chrX_100626613__CHEK1_chr11_125496687	1251	1169	1603	1306	741	1601	1287	696
BTK_chrX_100626613__DHFR_chr5_79949819	1352	1879	1053	334	967	1985	485	811
BTK_chrX_100626613__DHFR_chr5_79950217	932	816	206	181	577	528	1266	466
BTK_chrX_100626613__EGFR_chr7_55086962	1122	1008	1848	1060	1007	938	555	1239
BTK_chrX_100626613__EGFR_chr7_55209992	1123	1378	438	383	467	319	1769	416
BTK_chrX_100626613__ERBB2_chr17_37855800	1166	1454	606	1118	581	2507	347	244
BTK_chrX_100626613__ERBB2_chr17_37868221	1089	1054	765	695	613	996	301	479
BTK_chrX_100626613__ERBB2_chr17_37868292	731	640	710	382	443	902	1095	1016
BTK_chrX_100626613__FLT3_chr13_28636172	624	763	420	128	328	616	252	516
BTK_chrX_100626613__FLT3_chr13_28674643	949	1290	444	324	302	908	1345	304
BTK_chrX_100626613__FNTA_chr8_42911471	1133	1686	979	979	963	1607	333	471
BTK_chrX_100626613__HDAC1_chr1_32792601	632	1059	773	727	734	776	1259	543
BTK_chrX_100626613__HDAC2_chr6_114266539	2422	1687	1769	2197	1148	1183	1238	716
BTK_chrX_100626613__HDAC6_chrX_48661089	703	598	2	0	608	611	218	173
BTK_chrX_100626613__HSP90AA1_chr14_102551760	1188	1561	979	1154	1139	1187	738	1183
BTK_chrX_100626613__HSP90AA1_chr14_102552141	711	572	447	526	162	320	501	321
BTK_chrX_100626613__HSP90AA1_chr14_102605736	740	416	395	110	530	238	738	482
BTK_chrX_100626613__IGF1R_chr15_99434664	332	503	860	889	551	527	1221	442
BTK_chrX_100626613__JAK2_chr9_5021970	366	847	903	1116	496	728	177	830
BTK_chrX_100626613__KIT_chr4_55524176	2230	1285	1245	919	1322	1359	1301	915
BTK_chrX_100626613__KIT_chr4_55524229	947	844	1649	1977	1098	1151	1087	1022
BTK_chrX_100626613__MAP2K1_chr15_66679721	1215	1545	1279	1074	1487	1351	1885	1165
BTK_chrX_100626613__MAP2K1_chr15_66679756	1857	1570	1115	1266	827	1018	935	871
BTK_chrX_100626613__MET_chr7_116339123	715	468	229	785	636	356	1163	376
BTK_chrX_100626613__MTOR_chr1_11317010	1194	1467	1074	904	1777	1358	1245	801
BTK_chrX_100626613__MTOR_chr1_11317149	735	48	98	0	278	32	204	200
BTK_chrX_100626613__MTOR_chr1_11319459	830	1222	1537	2172	1393	711	1834	1618
