construct_id	LCTBt23_S5_trimmed53_len_filtered_counts	LCTAt23_S4_trimmed53_len_filtered_counts	LPt23_S1_trimmed53_len_filtered_counts	LCAt23_S2_trimmed53_len_filtered_counts	LCBt23_S3_trimmed53_len_filtered_counts
EGFR_chr7_55209992__ADA_chr20_43257696	4	2	0	0	4
EGFR_chr7_55209992__ADA_chr20_43280245	5	7	19	1837	799
EGFR_chr7_55209992__AKT1_chr14_105239609	3	6	412	2	568
EGFR_chr7_55209992__ALK_chr2_29541171	1	2	72	2	415
EGFR_chr7_55209992__APC_chr5_112102023	1	1	207	0	3
EGFR_chr7_55209992__ARID1A_chr1_27022876	5	1	43	3	123
EGFR_chr7_55209992__ARID1A_chr1_27056286	12	5233	788	2994	1991
EGFR_chr7_55209992__ARID2_chr12_46123614	2	0	0	1	1
EGFR_chr7_55209992__ARID2_chr12_46205318	10	241	244	7	1175
EGFR_chr7_55209992__ATM_chr11_108098350	3	4	1	3	2
EGFR_chr7_55209992__ATM_chr11_108098390	4	3	1	3	1
EGFR_chr7_55209992__BCL2_chr18_60795945	6	1	2	1	172
EGFR_chr7_55209992__BCL2_chr18_60795960	8	2893	339	5	1865
EGFR_chr7_55209992__BRAF_chr7_140508787	8	6	6	3898	5
EGFR_chr7_55209992__BRCA1_chr17_41256141	4	2	1690	735	738
EGFR_chr7_55209992__BRCA2_chr13_32890586	1	1	0	4	981
EGFR_chr7_55209992__BRD4_chr19_15376403	10	6	0	1	178
EGFR_chr7_55209992__BTK_chrX_100629565	2568	5	3	5	6
EGFR_chr7_55209992__CASP8_chr2_202123033	4	0	93	777	241
EGFR_chr7_55209992__CASP8_chr2_202134297	7	3	580	5	3
EGFR_chr7_55209992__CDK6_chr7_92462628	1	2	136	3	0
EGFR_chr7_55209992__CDK9_chr9_130548409	10	1311	3	649	200
EGFR_chr7_55209992__CDKN1B_chr12_12870777	31	2113	1123	2158	1951
EGFR_chr7_55209992__CDKN2A_chr9_21971100	1331	0	511	3	85
EGFR_chr7_55209992__CDKN2A_chr9_21994327	3	2	100	2	696
EGFR_chr7_55209992__CHEK1_chr11_125496644	10	3	2	3701	103
EGFR_chr7_55209992__CHEK1_chr11_125496687	4	1	191	0	1
EGFR_chr7_55209992__CHEK1_chr11_125499147	9	2	3	4	0
EGFR_chr7_55209992__DHFR_chr5_79949819	2	2277	487	3	6
EGFR_chr7_55209992__DHFR_chr5_79950216	5	5	2	2	6
EGFR_chr7_55209992__DHFR_chr5_79950217	1	0	277	2	947
EGFR_chr7_55209992__ERBB2_chr17_37868221	12	2	174	3307	3
EGFR_chr7_55209992__ERBB2_chr17_37868292	4	1	272	1	2
EGFR_chr7_55209992__FGFR2_chr10_123353328	4	1081	881	1	1028
EGFR_chr7_55209992__FGFR3_chr4_1795735	9	10	1634	5	452
EGFR_chr7_55209992__FGFR3_chr4_1795736	2	1	0	0	2
EGFR_chr7_55209992__GATA3_chr10_8097612	8	4	184	3	0
EGFR_chr7_55209992__GATA3_chr10_8097722	2456	1595	29	4	2
EGFR_chr7_55209992__HDAC1_chr1_32757816	2	1	0	2	1
EGFR_chr7_55209992__HDAC1_chr1_32792637	3	7	480	8	1594
EGFR_chr7_55209992__HDAC2_chr6_114266539	6	4	3	2	420
EGFR_chr7_55209992__HDAC2_chr6_114267214	2	0	2	2	2
EGFR_chr7_55209992__HDAC2_chr6_114292056	5	1	0	2	403
EGFR_chr7_55209992__HDAC6_chrX_48674389	8	1049	3	2844	542
EGFR_chr7_55209992__IGF1R_chr15_99192824	4	0	393	4	2
EGFR_chr7_55209992__IGF1R_chr15_99434807	1	1	656	4	844
EGFR_chr7_55209992__JAK2_chr9_5050816	4	0	20	3	3
EGFR_chr7_55209992__KDM5C_chrX_53254068	6101	1	183	3	364
EGFR_chr7_55209992__KDM6A_chrX_44732838	2	0	0	2	1
EGFR_chr7_55209992__KIT_chr4_55524176	1	1326	2	1	0
EGFR_chr7_55209992__KIT_chr4_55524229	7	4	797	3	582
EGFR_chr7_55209992__KMT2D_chr12_49448468	7	4	367	2	593
EGFR_chr7_55209992__MAP3K1_chr5_56111382	3	1	898	1960	0
EGFR_chr7_55209992__MAP3K1_chr5_56152485	7	5	1	2	962
EGFR_chr7_55209992__MET_chr7_116339123	2817	921	368	3	228
EGFR_chr7_55209992__MET_chr7_116340188	2	4	798	187	5
EGFR_chr7_55209992__MET_chr7_116340207	5	2	2	2	361
EGFR_chr7_55209992__MLH1_chr3_37038179	11	8	1117	4	443
EGFR_chr7_55209992__MSH6_chr2_48010356	5	4	166	2	2
EGFR_chr7_55209992__MSH6_chr2_48018111	2	2109	166	0	609
EGFR_chr7_55209992__MTOR_chr1_11317010	11	2	153	4	585
EGFR_chr7_55209992__MTOR_chr1_11317149	0	1	434	3747	3
EGFR_chr7_55209992__NF1_chr17_29422308	2239	7	3	1035	3394
EGFR_chr7_55209992__NF1_chr17_29483038	0	339	1	0	2
EGFR_chr7_55209992__NF1_chr17_29483039	4	0	1	3	687
EGFR_chr7_55209992__NonTargetingControlGuideForHuman0352	5	0	140	3	249
EGFR_chr7_55209992__PARP1_chr1_226578249	6	7	0	2	5
EGFR_chr7_55209992__PBRM1_chr3_52702516	5	736	2	2	1
EGFR_chr7_55209992__PDGFRA_chr4_55124963	5	3	593	5	1281
EGFR_chr7_55209992__PDGFRA_chr4_55129914	4	1021	1296	3	191
EGFR_chr7_55209992__PIK3CA_chr3_178916614	2	2	1	3	276
EGFR_chr7_55209992__PTEN_chr10_89711868	752	788	3	5	2153
EGFR_chr7_55209992__RB1_chr13_48878054	3	0	1	0	3
EGFR_chr7_55209992__RB1_chr13_48934148	4	1	778	0	2
EGFR_chr7_55209992__RB1_chr13_48936969	5	0	353	4	2
EGFR_chr7_55209992__ROR1_chr1_64240143	4	1278	520	2086	1429
EGFR_chr7_55209992__RPS6KB1_chr17_57970538	4	4	231	2790	3
EGFR_chr7_55209992__RPS6KB1_chr17_57987922	5	4	299	1	216
EGFR_chr7_55209992__RPS6KB1_chr17_57987949	7	4	3	4	7
EGFR_chr7_55209992__RRM2_chr2_10262728	4	2	2	3	2
EGFR_chr7_55209992__RRM2_chr2_10262957	4259	796	3	1	1059
EGFR_chr7_55209992__SETD2_chr3_47142951	7	1	0	3	631
EGFR_chr7_55209992__SETD2_chr3_47205411	8	11	7	7286	9
EGFR_chr7_55209992__SMAD4_chr18_48573460	5	2	1	2	0
EGFR_chr7_55209992__SMAD4_chr18_48575673	2	4383	2	14	1360
EGFR_chr7_55209992__SMARCA4_chr19_11094819	10	1	692	3	462
EGFR_chr7_55209992__SMARCA4_chr19_11094851	8	1543	141	0	2
EGFR_chr7_55209992__SMARCA4_chr19_11095011	3930	1161	485	2004	1020
EGFR_chr7_55209992__SMARCB1_chr22_24133993	4	3	0	1	282
EGFR_chr7_55209992__SMO_chr7_128845081	8	1	211	1	0
EGFR_chr7_55209992__SMO_chr7_128845117	4	3	0	0	2
EGFR_chr7_55209992__SRC_chr20_36012562	11	2	192	3	640
EGFR_chr7_55209992__SRC_chr20_36022600	8	2333	1331	15	301
EGFR_chr7_55209992__TOP1_chr20_39657693	14	4100	519	4	1915
EGFR_chr7_55209992__TOP1_chr20_39690055	2	0	0	505	680
EGFR_chr7_55209992__TOP1_chr20_39690109	3	0	127	1280	293
EGFR_chr7_55209992__TP53_chr17_7578373	1	947	68	5	0
EGFR_chr7_55209992__TSC1_chr9_135796796	7	3	377	1731	1825
EGFR_chr7_55209992__TSC1_chr9_135804256	5	0	2	1	2
EGFR_chr7_55209992__VEGFA_chr6_43738425	4	2	300	2	1
EGFR_chr7_55209992__VEGFA_chr6_43742108	0	0	2	143	1
EGFR_chr7_55209992__VHL_chr3_10183773	9	0	135	2987	294
EGFR_chr7_55209992__VHL_chr3_10183791	8	2	1734	1	2
EGFR_chr7_55209992__WEE1_chr11_9595462	6	2	2	2	434
EGFR_chr7_55209992__WEE1_chr11_9595542	3	1	192	6	1310
EGFR_chr7_55209992__WEE1_chr11_9595845	9	663	173	3	1002
ERBB2_chr17_37855800__ABL1_chr9_133738283	8	6	351	5	783
ERBB2_chr17_37855800__ABL1_chr9_133738356	3380	1642	150	1115	7
ERBB2_chr17_37855800__ADA_chr20_43257769	13	3439	1742	7	2632
ERBB2_chr17_37855800__ADA_chr20_43280245	5	2	897	11	1231
ERBB2_chr17_37855800__AKT1_chr14_105239686	9	2	4	1353	1460
ERBB2_chr17_37855800__ALK_chr2_29541171	3	2	3	3	214
ERBB2_chr17_37855800__ALK_chr2_29541172	9	4	481	1	155
ERBB2_chr17_37855800__APC_chr5_112043408	19	1533	807	3	1496
ERBB2_chr17_37855800__APC_chr5_112102933	3	2	3	3	748
ERBB2_chr17_37855800__ARID1A_chr1_27056286	14	2	520	5	4
ERBB2_chr17_37855800__ARID1A_chr1_27056288	5	2	0	2494	252
ERBB2_chr17_37855800__ARID2_chr12_46254608	5730	9	243	8	1
ERBB2_chr17_37855800__BRAF_chr7_140534469	17	1224	305	3	480
ERBB2_chr17_37855800__BRAF_chr7_140624501	5	0	640	857	2
ERBB2_chr17_37855800__BRCA1_chr17_41256141	24	4	379	2516	4
ERBB2_chr17_37855800__BRCA1_chr17_41267735	4	3	1	2	4
ERBB2_chr17_37855800__BRCA2_chr13_32890586	10	2523	599	954	4
ERBB2_chr17_37855800__BRCA2_chr13_32914228	12	2	465	2404	787
ERBB2_chr17_37855800__BRD4_chr19_15376361	8	2160	425	5	1325
ERBB2_chr17_37855800__BTK_chrX_100629565	9	4	1	4	375
ERBB2_chr17_37855800__BTK_chrX_100645534	14	1276	1623	963	1523
ERBB2_chr17_37855800__CASP8_chr2_202123033	12	5109	222	4812	84
ERBB2_chr17_37855800__CASP8_chr2_202131404	3	0	234	5	411
ERBB2_chr17_37855800__CDK4_chr12_58145497	9	4	4	4	92
ERBB2_chr17_37855800__CDK9_chr9_130548409	16	2163	296	8	50
ERBB2_chr17_37855800__CDKN1B_chr12_12870931	2	428	3	673	2
ERBB2_chr17_37855800__CDKN1B_chr12_12871196	9	4	3	3	6
ERBB2_chr17_37855800__CDKN2A_chr9_21971100	19	2	4	4	1375
ERBB2_chr17_37855800__CDKN2A_chr9_21994327	12	3	819	2	1538
ERBB2_chr17_37855800__CHEK1_chr11_125496644	5	800	464	5	2
ERBB2_chr17_37855800__CHEK1_chr11_125496687	9	2415	1170	4	1151
ERBB2_chr17_37855800__CHEK1_chr11_125499147	921	436	827	120	644
ERBB2_chr17_37855800__CHEK2_chr22_29085137	5287	3	1181	9	1403
ERBB2_chr17_37855800__CHEK2_chr22_29130694	23	4	1544	3477	1796
ERBB2_chr17_37855800__DHFR_chr5_79949819	7	4	58	1959	1072
ERBB2_chr17_37855800__EGFR_chr7_55209986	17	1086	92	5	1880
ERBB2_chr17_37855800__EGFR_chr7_55209992	3	4	462	1	5
ERBB2_chr17_37855800__FGFR2_chr10_123353328	6	1485	1258	2	3
ERBB2_chr17_37855800__FGFR3_chr4_1795655	5	2	0	1	279
ERBB2_chr17_37855800__FGFR3_chr4_1795735	9	2853	472	5	1713
ERBB2_chr17_37855800__FGFR3_chr4_1795736	10	47	0	2	316
ERBB2_chr17_37855800__FLT3_chr13_28636131	9	735	1	1430	5
ERBB2_chr17_37855800__FLT3_chr13_28674643	3623	1911	501	13	2
ERBB2_chr17_37855800__GATA3_chr10_8097722	10	3	926	10	162
ERBB2_chr17_37855800__GATA3_chr10_8097790	3168	6	1316	4	4
ERBB2_chr17_37855800__HDAC2_chr6_114266539	2038	4	707	2648	489
ERBB2_chr17_37855800__HDAC2_chr6_114267214	5	2	251	1585	4
ERBB2_chr17_37855800__HDAC2_chr6_114292056	16	2	424	1	640
ERBB2_chr17_37855800__HSP90AA1_chr14_102551760	7	368	404	1	2
ERBB2_chr17_37855800__HSP90AA1_chr14_102552141	9	0	4	3	1
ERBB2_chr17_37855800__IGF1R_chr15_99434664	8	10	530	10	8
ERBB2_chr17_37855800__JAK2_chr9_5050816	2	2	172	1263	3
ERBB2_chr17_37855800__KDM5C_chrX_53241021	3	0	1	0	102
ERBB2_chr17_37855800__KDM5C_chrX_53254068	1306	216	1534	2479	661
ERBB2_chr17_37855800__KDM6A_chrX_44732838	207	2	1	6	1112
ERBB2_chr17_37855800__KDM6A_chrX_44820615	9	3	8	6	5
ERBB2_chr17_37855800__KIT_chr4_55524176	1	1210	0	3	2
ERBB2_chr17_37855800__KIT_chr4_55524229	7	5	9	6	992
ERBB2_chr17_37855800__KMT2D_chr12_49448168	8	7	515	6	304
ERBB2_chr17_37855800__MAP2K1_chr15_66679721	18	3	681	7441	4
ERBB2_chr17_37855800__MAP2K1_chr15_66679728	3403	5443	6	1469	5
ERBB2_chr17_37855800__MAP3K1_chr5_56111382	6	0	0	1	1
ERBB2_chr17_37855800__MAP3K1_chr5_56152466	7156	6	231	5169	2
ERBB2_chr17_37855800__MET_chr7_116340207	11	1154	2	5	161
ERBB2_chr17_37855800__MLH1_chr3_37035029	3191	4	3	11	3311
ERBB2_chr17_37855800__MLH1_chr3_37038179	13	200	5	6	350
ERBB2_chr17_37855800__MSH6_chr2_48010356	5	4333	2	14	1748
ERBB2_chr17_37855800__MSH6_chr2_48018154	4	1	2	3	1
ERBB2_chr17_37855800__MTOR_chr1_11317010	8	4	4	6	2
ERBB2_chr17_37855800__MTOR_chr1_11317149	6	1	3	4073	834
ERBB2_chr17_37855800__MTOR_chr1_11319459	4557	2	2	1168	1008
ERBB2_chr17_37855800__NF1_chr17_29483038	5	2	5	2200	79
ERBB2_chr17_37855800__NF1_chr17_29483039	1	43	707	5	2170
ERBB2_chr17_37855800__NonTargetingControlGuideForHuman0352	12	2	2	8	4
ERBB2_chr17_37855800__PARP1_chr1_226578301	12	1	1	2	821
ERBB2_chr17_37855800__PBRM1_chr3_52713723	10	889	3	5183	6
ERBB2_chr17_37855800__PDGFRA_chr4_55124932	9	962	1	6	529
ERBB2_chr17_37855800__PDGFRA_chr4_55129914	10	3	1	1487	378
ERBB2_chr17_37855800__PIK3CA_chr3_178919167	3	1741	232	6	5
ERBB2_chr17_37855800__PIK3R1_chr5_67522521	6	1	292	4	593
ERBB2_chr17_37855800__PIK3R1_chr5_67576410	5	3	381	9	2346
ERBB2_chr17_37855800__PIK3R1_chr5_67576421	10	4	1726	6	1062
ERBB2_chr17_37855800__PRKDC_chr8_48686398	4	2007	1573	445	4
ERBB2_chr17_37855800__PTEN_chr10_89653786	5	5	26	9	500
ERBB2_chr17_37855800__PTEN_chr10_89685297	8	505	1007	9	492
ERBB2_chr17_37855800__PTEN_chr10_89711868	12	2	3	9	968
ERBB2_chr17_37855800__RB1_chr13_48936969	4	3	475	4	907
ERBB2_chr17_37855800__ROR1_chr1_64240072	13	7	2	3	60
ERBB2_chr17_37855800__ROR1_chr1_64240143	8	9	1285	7	765
ERBB2_chr17_37855800__RPS6KB1_chr17_57970538	8	3	293	4539	242
ERBB2_chr17_37855800__RPS6KB1_chr17_57987949	12	10	5	3268	1365
ERBB2_chr17_37855800__RUNX1_chr21_36252902	13	5	2	6	1
ERBB2_chr17_37855800__RUNX1_chr21_36421144	9	2	0	2	1961
ERBB2_chr17_37855800__SETD2_chr3_47142951	4	4	665	5	1
ERBB2_chr17_37855800__SETD2_chr3_47142972	3	774	536	4167	357
ERBB2_chr17_37855800__SETD2_chr3_47205411	13	306	93	4	1733
ERBB2_chr17_37855800__SMAD4_chr18_48573460	2	4	1	4	1
ERBB2_chr17_37855800__SMAD4_chr18_48575673	4	2	0	2	2
ERBB2_chr17_37855800__SMAD4_chr18_48586241	4	2	3	4	1
ERBB2_chr17_37855800__SMARCB1_chr22_24129339	3863	5	582	3	918
ERBB2_chr17_37855800__SMARCB1_chr22_24133993	7	2	58	4	53
ERBB2_chr17_37855800__SMO_chr7_128828974	14	5	2	24	0
ERBB2_chr17_37855800__SMO_chr7_128845081	11	7	350	7	2722
ERBB2_chr17_37855800__SRC_chr20_36014563	12881	2	7	6	1076
ERBB2_chr17_37855800__TP53_chr17_7577537	10	3	685	1642	4
ERBB2_chr17_37855800__TSC1_chr9_135796748	10	1720	1323	4451	3752
ERBB2_chr17_37855800__TSC1_chr9_135796796	11	2	620	4	640
ERBB2_chr17_37855800__TYMS_chr18_657730	17	259	1532	609	4485
ERBB2_chr17_37855800__VEGFA_chr6_43738425	8	50	345	4034	7
ERBB2_chr17_37855800__VHL_chr3_10183518	12	2	1815	9	12
ERBB2_chr17_37855800__VHL_chr3_10183773	15	2963	2	7	933
ERBB2_chr17_37855800__WEE1_chr11_9595845	14	0	79	2	1
ERBB2_chr17_37868221__ABL1_chr9_133589790	15	1	2	1	424
ERBB2_chr17_37868221__ABL1_chr9_133738283	3496	8	355	10	7
ERBB2_chr17_37868221__ADA_chr20_43257696	7	3	2	10	3
ERBB2_chr17_37868221__ADA_chr20_43280245	10	1796	1270	2	1321
ERBB2_chr17_37868221__AKT1_chr14_105239609	5	1156	143	3	9
ERBB2_chr17_37868221__ALK_chr2_29541171	1607	2	5	6	4
ERBB2_chr17_37868221__ALK_chr2_30143522	2062	7	951	9	1094
ERBB2_chr17_37868221__APC_chr5_112102933	1590	865	486	0	1015
ERBB2_chr17_37868221__ARID1A_chr1_27022876	3927	3	1083	7	114
ERBB2_chr17_37868221__ARID1A_chr1_27056286	7	240	3	5	210
ERBB2_chr17_37868221__ARID2_chr12_46123614	6	1	7	0	1
ERBB2_chr17_37868221__ATM_chr11_108098390	9	1766	645	3	523
ERBB2_chr17_37868221__BCL2_chr18_60985877	9	2258	402	2	1916
ERBB2_chr17_37868221__BRAF_chr7_140508787	3757	3	271	15	1878
ERBB2_chr17_37868221__BRAF_chr7_140534469	2838	34	362	1517	408
ERBB2_chr17_37868221__BRAF_chr7_140624501	17	1079	1070	4	0
ERBB2_chr17_37868221__BRCA1_chr17_41256141	2728	0	525	10	804
ERBB2_chr17_37868221__BRCA1_chr17_41276018	12	4	1295	3	544
ERBB2_chr17_37868221__BRCA2_chr13_32914228	3	1	1	5	1738
ERBB2_chr17_37868221__BRD4_chr19_15376403	24	14	459	3	338
ERBB2_chr17_37868221__BRD4_chr19_15383894	2624	2306	339	3	219
ERBB2_chr17_37868221__CASP8_chr2_202123033	10	13	619	6	1097
ERBB2_chr17_37868221__CASP8_chr2_202131404	6	1	206	2	4
ERBB2_chr17_37868221__CDH1_chr16_68771300	6	1	418	9	2143
ERBB2_chr17_37868221__CDH1_chr16_68772255	2	1	721	1	243
ERBB2_chr17_37868221__CDK4_chr12_58143253	10	1779	2	4	1262
ERBB2_chr17_37868221__CDK6_chr7_92244474	14	1124	4	1301	2560
ERBB2_chr17_37868221__CDK6_chr7_92252365	11	2	55	4	1090
ERBB2_chr17_37868221__CDK6_chr7_92462628	5	909	313	4	0
ERBB2_chr17_37868221__CDK9_chr9_130548409	15	293	1129	3342	4562
ERBB2_chr17_37868221__CDKN1B_chr12_12870777	2788	1785	634	3	4
ERBB2_chr17_37868221__CDKN1B_chr12_12870931	5	920	48	3	5
ERBB2_chr17_37868221__CDKN1B_chr12_12871196	334	2075	897	4826	868
ERBB2_chr17_37868221__CDKN2A_chr9_21968726	8	4	3	4	853
ERBB2_chr17_37868221__CDKN2A_chr9_21994327	5	519	261	2	8
ERBB2_chr17_37868221__CHEK1_chr11_125496687	11	2	339	3	784
ERBB2_chr17_37868221__CHEK2_chr22_29085137	319	1439	1439	4	621
ERBB2_chr17_37868221__CHEK2_chr22_29090029	5	2	0	3	509
ERBB2_chr17_37868221__CHEK2_chr22_29130694	22	4	229	2934	1151
ERBB2_chr17_37868221__DHFR_chr5_79950216	7	649	48	2180	511
ERBB2_chr17_37868221__DHFR_chr5_79950217	5	6	84	4	17
ERBB2_chr17_37868221__EGFR_chr7_55086962	4560	645	619	997	1
ERBB2_chr17_37868221__FGFR3_chr4_1795735	4	6	34	64	337
ERBB2_chr17_37868221__FLT3_chr13_28636172	11	3	502	2	343
ERBB2_chr17_37868221__FLT3_chr13_28674643	121	113	864	9	1433
ERBB2_chr17_37868221__FNTA_chr8_42911471	7	0	4	2	340
ERBB2_chr17_37868221__FNTA_chr8_42924781	3435	849	570	153	8
ERBB2_chr17_37868221__GATA3_chr10_8097612	13	4	3	2	2
ERBB2_chr17_37868221__GATA3_chr10_8097790	7	5	576	7	1616
ERBB2_chr17_37868221__HDAC1_chr1_32757816	16	538	702	1	875
ERBB2_chr17_37868221__HDAC1_chr1_32792601	6	3349	319	4750	1594
ERBB2_chr17_37868221__HDAC2_chr6_114266539	4	839	1286	3	3
ERBB2_chr17_37868221__HDAC2_chr6_114267214	10	2	404	2	151
ERBB2_chr17_37868221__HDAC6_chrX_48661089	1215	4	576	5	557
ERBB2_chr17_37868221__HSP90AA1_chr14_102552141	12	1888	2	1045	3
ERBB2_chr17_37868221__HSP90AA1_chr14_102605736	773	5	287	11	3
ERBB2_chr17_37868221__IGF1R_chr15_99192824	17	2	519	6	4
ERBB2_chr17_37868221__JAK2_chr9_5050816	8	2	1	1	173
ERBB2_chr17_37868221__KDM5C_chrX_53241022	8	6	1137	3820	5
ERBB2_chr17_37868221__KDM6A_chrX_44732838	9	4	2	6	291
ERBB2_chr17_37868221__KDM6A_chrX_44820615	4	446	130	6	1275
ERBB2_chr17_37868221__KMT2D_chr12_49448161	6	2937	765	6	1383
ERBB2_chr17_37868221__MAP2K1_chr15_66679721	4081	1529	518	3364	1592
ERBB2_chr17_37868221__MAP2K1_chr15_66679728	14	2	1278	3279	2259
ERBB2_chr17_37868221__MAP2K1_chr15_66679756	10	3	202	6	774
ERBB2_chr17_37868221__MET_chr7_116339123	7	3	2	1	1054
ERBB2_chr17_37868221__MET_chr7_116340188	2454	5	923	3	940
ERBB2_chr17_37868221__MLH1_chr3_37038179	14	6	5	9	1682
ERBB2_chr17_37868221__MTOR_chr1_11317010	15	2	3	1156	489
ERBB2_chr17_37868221__MTOR_chr1_11317149	14	1	0	2031	399
ERBB2_chr17_37868221__MTOR_chr1_11319459	13	1736	1592	1861	3247
ERBB2_chr17_37868221__NF1_chr17_29422308	18	1223	464	5	994
ERBB2_chr17_37868221__NF1_chr17_29483038	2232	2	2	5	3
ERBB2_chr17_37868221__NonTargetingControlGuideForHuman0362	64	9	368	9	1267
ERBB2_chr17_37868221__NonTargetingControlGuideForHuman0412	12	609	1061	4	480
ERBB2_chr17_37868221__PBRM1_chr3_52696257	4	868	1355	0	2
ERBB2_chr17_37868221__PBRM1_chr3_52713723	9	5	503	2	5
ERBB2_chr17_37868221__PDGFRA_chr4_55124963	14	438	1187	8	1545
ERBB2_chr17_37868221__PIK3CA_chr3_178916614	2073	2246	35	3012	5
ERBB2_chr17_37868221__PIK3CA_chr3_178919070	5	279	238	1080	246
ERBB2_chr17_37868221__PIK3R1_chr5_67576421	5	4	2	2	5
ERBB2_chr17_37868221__PRKDC_chr8_48872683	7	693	5	5	1015
ERBB2_chr17_37868221__PTEN_chr10_89685297	14	1746	439	3966	2805
ERBB2_chr17_37868221__RB1_chr13_48934148	84	2	586	1	5
ERBB2_chr17_37868221__RB1_chr13_48936969	10	2753	777	1993	513
ERBB2_chr17_37868221__ROR1_chr1_64240089	2	719	424	4	1433
ERBB2_chr17_37868221__RPS6KB1_chr17_57987949	8	8	264	10	1255
ERBB2_chr17_37868221__RRM2_chr2_10262728	3	2	158	3	372
ERBB2_chr17_37868221__RRM2_chr2_10262940	8228	3298	1036	15	511
ERBB2_chr17_37868221__RUNX1_chr21_36421144	2	0	4	3	513
ERBB2_chr17_37868221__SETD2_chr3_47142972	10	2	0	4	814
ERBB2_chr17_37868221__SMAD4_chr18_48575673	1048	4	362	5	731
ERBB2_chr17_37868221__SMAD4_chr18_48586241	7	703	299	5	885
ERBB2_chr17_37868221__SMARCA4_chr19_11094851	13	6	511	6	845
ERBB2_chr17_37868221__SMARCB1_chr22_24129339	0	3	1	6	4
ERBB2_chr17_37868221__SMARCB1_chr22_24133949	12	1574	666	1921	1725
ERBB2_chr17_37868221__SMO_chr7_128845117	13	27	579	4687	1143
ERBB2_chr17_37868221__SRC_chr20_36012562	3	0	26	4	148
ERBB2_chr17_37868221__SRC_chr20_36022600	2984	584	288	8	617
ERBB2_chr17_37868221__TOP1_chr20_39690055	5	2	382	2	579
ERBB2_chr17_37868221__TOP1_chr20_39690109	3	1999	138	1065	3
ERBB2_chr17_37868221__TP53_chr17_7577537	16	1547	1070	5393	319
ERBB2_chr17_37868221__TP53_chr17_7578373	12	6	451	1045	2
ERBB2_chr17_37868221__TSC1_chr9_135796748	17	6	1177	3779	903
ERBB2_chr17_37868221__TSC1_chr9_135796796	11	5	1	440	1
ERBB2_chr17_37868221__TYMS_chr18_657730	18	5	159	8	694
ERBB2_chr17_37868221__TYMS_chr18_659665	10	1301	502	1194	2011
ERBB2_chr17_37868221__VHL_chr3_10183791	11	2224	843	9	800
ERBB2_chr17_37868221__WEE1_chr11_9595542	2202	326	3	393	304
ERBB2_chr17_37868221__WEE1_chr11_9595845	1670	2	556	7	1444
ERBB2_chr17_37868292__ABL1_chr9_133738356	3916	5	1644	2328	3742
ERBB2_chr17_37868292__ADA_chr20_43257696	12	534	542	4	2
ERBB2_chr17_37868292__ADA_chr20_43257769	8	250	849	9	1025
ERBB2_chr17_37868292__ADA_chr20_43280245	6	664	192	3	368
ERBB2_chr17_37868292__AKT1_chr14_105239609	2503	1061	1271	5	776
ERBB2_chr17_37868292__AKT1_chr14_105258968	18	4	1333	14	242
ERBB2_chr17_37868292__ALK_chr2_29541171	5013	6	27	8	358
ERBB2_chr17_37868292__APC_chr5_112043408	27	2022	509	8	1092
ERBB2_chr17_37868292__APC_chr5_112102023	9	5	4	0	3
ERBB2_chr17_37868292__APC_chr5_112102933	6	2	377	2	293
ERBB2_chr17_37868292__ARID1A_chr1_27022876	1666	1596	259	2	162
ERBB2_chr17_37868292__ARID1A_chr1_27056288	7	2342	40	1066	1036
ERBB2_chr17_37868292__ARID2_chr12_46123614	4	3	3	1	3
ERBB2_chr17_37868292__ARID2_chr12_46205318	9	4	1116	2090	789
ERBB2_chr17_37868292__ARID2_chr12_46254608	2933	794	728	814	842
ERBB2_chr17_37868292__BRAF_chr7_140534469	24	5	716	6397	1521
ERBB2_chr17_37868292__BRCA1_chr17_41267735	7	2	330	1	3
ERBB2_chr17_37868292__BRCA1_chr17_41276018	16	1	863	6	1759
ERBB2_chr17_37868292__BRCA2_chr13_32912006	8	5	6	1267	1567
ERBB2_chr17_37868292__BRD4_chr19_15376361	12	7	1237	2	611
ERBB2_chr17_37868292__BRD4_chr19_15376403	23	252	130	8	2360
ERBB2_chr17_37868292__BRD4_chr19_15383894	4	2	417	2908	1005
ERBB2_chr17_37868292__BTK_chrX_100629565	9	795	1440	2	2
ERBB2_chr17_37868292__CASP8_chr2_202123033	8	4	4	5	532
ERBB2_chr17_37868292__CASP8_chr2_202131404	15	7	1464	7531	1340
ERBB2_chr17_37868292__CASP8_chr2_202134297	125	10	1	4	488
ERBB2_chr17_37868292__CDH1_chr16_68771300	13	7	645	2	1550
ERBB2_chr17_37868292__CDK4_chr12_58144705	15	9	1150	8	1268
ERBB2_chr17_37868292__CDK6_chr7_92252365	7744	9	7	483	6
ERBB2_chr17_37868292__CDK9_chr9_130548409	20	9	147	7	2677
ERBB2_chr17_37868292__CDKN1B_chr12_12870777	6	1	446	4	447
ERBB2_chr17_37868292__CDKN1B_chr12_12871196	15	7	208	2	19
ERBB2_chr17_37868292__CDKN2A_chr9_21968726	8	1771	1126	5	1408
ERBB2_chr17_37868292__CDKN2A_chr9_21994327	7183	7	7	2304	1488
ERBB2_chr17_37868292__CHEK1_chr11_125496687	33	5	673	2273	1139
ERBB2_chr17_37868292__CHEK2_chr22_29130694	15	640	6	10	380
