construct_id	U2OS-CAS9B-t28_S4_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t14_S1_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t28_S5_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t14_S2_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t28_S6_trimmed53_len_filtered_counts	U2OS-Parent-t28_S3_trimmed53_len_filtered_counts
BRCA1_chr17_41276018__PIK3R1_chr5_67576421	8	1	3	0	1	67
BRCA1_chr17_41276018__PRKDC_chr8_48872683	1	2	1	1	0	59
BRCA1_chr17_41276018__PTEN_chr10_89685297	34	0	1	0	0	16
BRCA1_chr17_41276018__RB1_chr13_48934148	4	7	1	1	0	30
BRCA1_chr17_41276018__ROR1_chr1_64240089	16	3	5	16	0	66
BRCA1_chr17_41276018__RPS6KB1_chr17_57970538	7	0	0	0	1	0
BRCA1_chr17_41276018__RPS6KB1_chr17_57987949	5	23	53	3	3	79
BRCA1_chr17_41276018__RRM2_chr2_10262940	33	0	4	0	0	47
BRCA1_chr17_41276018__RRM2_chr2_10262957	1	2	0	0	0	6
BRCA1_chr17_41276018__RUNX1_chr21_36252902	4	1	1	2	2	12
BRCA1_chr17_41276018__SETD2_chr3_47205411	38	92	4	2	2	25
BRCA1_chr17_41276018__SMAD4_chr18_48586241	1	2	1	0	0	1
BRCA1_chr17_41276018__SMARCA4_chr19_11094851	5	34	67	8	1	49
BRCA1_chr17_41276018__SMARCB1_chr22_24129339	4	81	2	2	1	17
BRCA1_chr17_41276018__SMARCB1_chr22_24133949	10	41	1	8	0	69
BRCA1_chr17_41276018__SMO_chr7_128845117	4	2	2	6	1	14
BRCA1_chr17_41276018__SRC_chr20_36014563	91	3	3	15	2	63
BRCA1_chr17_41276018__SRC_chr20_36022600	10	62	55	5	1	20
BRCA1_chr17_41276018__TOP1_chr20_39657693	4	1	1	0	0	13
BRCA1_chr17_41276018__TOP1_chr20_39690055	2	12	1	2	0	12
BRCA1_chr17_41276018__TOP1_chr20_39690109	2	0	1	0	0	26
BRCA1_chr17_41276018__TP53_chr17_7577537	53	105	11	19	0	95
BRCA1_chr17_41276018__TP53_chr17_7578373	20	1	2	3	0	1
BRCA1_chr17_41276018__TP53_chr17_7579881	8	0	3	69	1	6
BRCA1_chr17_41276018__TSC1_chr9_135796796	6	12	1	16	3	15
BRCA1_chr17_41276018__TYMS_chr18_657730	84	2	4	8	2	52
BRCA1_chr17_41276018__TYMS_chr18_659656	34	0	3	11	1	26
BRCA1_chr17_41276018__TYMS_chr18_659665	26	12	2	5	1	35
BRCA1_chr17_41276018__VEGFA_chr6_43742108	40	0	1	10	1	24
BRCA1_chr17_41276018__VHL_chr3_10183773	3	0	1	2	0	23
BRCA1_chr17_41276018__VHL_chr3_10183791	2	1	1	11	0	11
BRCA1_chr17_41276018__WEE1_chr11_9595462	70	2	4	3	1	18
BRCA1_chr17_41276018__WEE1_chr11_9595542	4	2	4	2	0	14
BRCA2_chr13_32890586__ABL1_chr9_133589790	1	2	1	0	0	8
BRCA2_chr13_32890586__ABL1_chr9_133738356	14	3	1	12	0	10
BRCA2_chr13_32890586__ADA_chr20_43257769	5	24	3	23	2	42
BRCA2_chr13_32890586__ADA_chr20_43280245	5	5	10	71	194	8
BRCA2_chr13_32890586__AKT1_chr14_105239609	6	20	1	1	0	13
BRCA2_chr13_32890586__AKT1_chr14_105239686	17	42	48	10	44	42
BRCA2_chr13_32890586__ALK_chr2_29541172	59	0	3	0	0	29
BRCA2_chr13_32890586__ALK_chr2_30143522	2	3	0	2	0	25
BRCA2_chr13_32890586__APC_chr5_112102023	41	1	0	0	0	2
BRCA2_chr13_32890586__ARID1A_chr1_27022876	2	2	4	0	0	4
BRCA2_chr13_32890586__ARID1A_chr1_27056286	31	2	12	0	1	56
BRCA2_chr13_32890586__ARID2_chr12_46123614	17	0	0	1	0	25
BRCA2_chr13_32890586__ATM_chr11_108098350	13	0	2	0	0	17
BRCA2_chr13_32890586__ATM_chr11_108098390	1	3	0	5	0	26
BRCA2_chr13_32890586__ATM_chr11_108098402	0	1	0	0	0	9
BRCA2_chr13_32890586__BCL2_chr18_60795960	58	11	42	7	1	9
BRCA2_chr13_32890586__BCL2_chr18_60985877	5	11	2	6	0	14
BRCA2_chr13_32890586__BRAF_chr7_140508787	2	1	4	1	1	29
BRCA2_chr13_32890586__BRAF_chr7_140624501	6	1	2	0	0	30
BRCA2_chr13_32890586__BRD4_chr19_15376361	4	26	16	2	0	16
BRCA2_chr13_32890586__BRD4_chr19_15376403	5	4	1	4	0	5
BRCA2_chr13_32890586__BTK_chrX_100626613	1	2	0	1	1	2
BRCA2_chr13_32890586__CASP8_chr2_202123033	14	15	3	19	0	144
BRCA2_chr13_32890586__CDH1_chr16_68772250	20	52	119	3	2	54
BRCA2_chr13_32890586__CDK4_chr12_58143253	6	0	0	0	0	23
BRCA2_chr13_32890586__CDK4_chr12_58144705	18	7	3	2	1	10
BRCA2_chr13_32890586__CDK4_chr12_58145497	6	19	3	0	0	8
BRCA2_chr13_32890586__CDK6_chr7_92244474	4	0	0	10	0	8
BRCA2_chr13_32890586__CDK6_chr7_92252365	2	11	1	3	1	20
BRCA2_chr13_32890586__CDK6_chr7_92462628	63	0	0	23	1	12
BRCA2_chr13_32890586__CDK9_chr9_130548409	8	1	2	12	0	42
BRCA2_chr13_32890586__CDK9_chr9_130548998	2	0	0	0	0	0
BRCA2_chr13_32890586__CDKN1B_chr12_12870777	3	0	2	1	0	30
BRCA2_chr13_32890586__CDKN1B_chr12_12871196	4	1	13	18	52	21
BRCA2_chr13_32890586__CDKN2A_chr9_21968726	2	1	0	0	0	0
BRCA2_chr13_32890586__CHEK1_chr11_125496644	4	2	1	2	0	20
BRCA2_chr13_32890586__CHEK1_chr11_125496687	48	27	20	1	1	38
BRCA2_chr13_32890586__CHEK1_chr11_125499147	2	81	27	0	0	7
BRCA2_chr13_32890586__CHEK2_chr22_29090029	1	0	0	0	0	0
BRCA2_chr13_32890586__CHEK2_chr22_29130694	24	37	0	38	0	42
BRCA2_chr13_32890586__DHFR_chr5_79950216	46	33	6	2	1	8
BRCA2_chr13_32890586__ERBB2_chr17_37868221	4	16	3	2	1	21
BRCA2_chr13_32890586__ERBB2_chr17_37868292	26	0	0	29	1	15
BRCA2_chr13_32890586__FGFR2_chr10_123298215	3	0	2	1	0	47
BRCA2_chr13_32890586__FGFR2_chr10_123353328	13	66	2	2	1	15
BRCA2_chr13_32890586__FGFR3_chr4_1795655	2	1	1	16	0	0
BRCA2_chr13_32890586__FGFR3_chr4_1795736	2	1	1	4	1	0
BRCA2_chr13_32890586__FLT3_chr13_28674643	4	2	2	12	0	54
BRCA2_chr13_32890586__FNTA_chr8_42914260	2	14	0	0	0	2
BRCA2_chr13_32890586__FNTA_chr8_42924781	9	0	2	2	0	29
BRCA2_chr13_32890586__GATA3_chr10_8097722	29	18	1	2	0	18
BRCA2_chr13_32890586__GATA3_chr10_8097790	3	0	1	1	0	31
BRCA2_chr13_32890586__HDAC1_chr1_32757816	8	2	3	1	0	24
BRCA2_chr13_32890586__HDAC6_chrX_48661089	19	29	2	33	1	9
BRCA2_chr13_32890586__HDAC6_chrX_48661385	5	8	5	1	0	22
BRCA2_chr13_32890586__HSP90AA1_chr14_102551760	6	0	2	3	0	34
BRCA2_chr13_32890586__JAK2_chr9_5021970	18	15	1	1	0	3
BRCA2_chr13_32890586__KDM5C_chrX_53241022	14	2	1	38	2	39
BRCA2_chr13_32890586__KDM5C_chrX_53254068	4	45	28	7	0	13
BRCA2_chr13_32890586__KDM6A_chrX_44820615	1	0	0	1	0	0
BRCA2_chr13_32890586__KDM6A_chrX_44820616	2	1	8	1	0	1
BRCA2_chr13_32890586__KMT2D_chr12_49448168	3	0	5	2	1	10
BRCA2_chr13_32890586__KMT2D_chr12_49448468	29	4	0	2	0	25
BRCA2_chr13_32890586__MAP2K1_chr15_66679721	5	37	3	0	0	10
BRCA2_chr13_32890586__MAP2K1_chr15_66679728	0	2	0	2	0	13
BRCA2_chr13_32890586__MAP3K1_chr5_56111382	1	8	1	1	0	0
BRCA2_chr13_32890586__MET_chr7_116340188	8	1	0	9	1	1
BRCA2_chr13_32890586__MET_chr7_116340207	4	0	0	4	0	34
BRCA2_chr13_32890586__MLH1_chr3_37045912	5	1	0	0	0	26
BRCA2_chr13_32890586__MSH6_chr2_48018154	3	0	0	2	0	16
BRCA2_chr13_32890586__MTOR_chr1_11317010	5	2	0	1	0	21
BRCA2_chr13_32890586__MTOR_chr1_11317149	33	29	2	65	28	53
BRCA2_chr13_32890586__MTOR_chr1_11319459	0	1	2	0	0	0
BRCA2_chr13_32890586__NF1_chr17_29422308	9	37	5	3	2	7
BRCA2_chr13_32890586__NF1_chr17_29483039	20	57	669	4	2	7
BRCA2_chr13_32890586__NonTargetingControlGuideForHuman0362	6	1	1	2	0	25
BRCA2_chr13_32890586__NonTargetingControlGuideForHuman0412	4	15	2	3	0	29
BRCA2_chr13_32890586__PARP1_chr1_226578249	6	3	1	4	0	18
BRCA2_chr13_32890586__PBRM1_chr3_52702516	8	2	2	4	0	40
BRCA2_chr13_32890586__PBRM1_chr3_52713723	3	3	0	0	0	17
BRCA2_chr13_32890586__PDGFRA_chr4_55124932	2	9	2	2	0	4
BRCA2_chr13_32890586__PDGFRA_chr4_55124963	6	9	0	54	39	47
BRCA2_chr13_32890586__PDGFRA_chr4_55129914	2	6	2	6	0	43
BRCA2_chr13_32890586__PIK3R1_chr5_67576410	3	5	15	1	0	0
BRCA2_chr13_32890586__PRKDC_chr8_48872683	12	8	5	9	0	27
BRCA2_chr13_32890586__PTEN_chr10_89685297	48	3	2	17	2	52
BRCA2_chr13_32890586__PTEN_chr10_89711868	12	5	0	1	0	39
BRCA2_chr13_32890586__RB1_chr13_48878054	1	2	0	22	5	0
BRCA2_chr13_32890586__RB1_chr13_48936969	61	18	2	1	39	18
BRCA2_chr13_32890586__ROR1_chr1_64240072	45	0	1	25	1	66
BRCA2_chr13_32890586__ROR1_chr1_64240143	8	9	2	65	108	52
BRCA2_chr13_32890586__RPS6KB1_chr17_57970538	2	0	0	3	0	19
BRCA2_chr13_32890586__RPS6KB1_chr17_57987922	3	2	1	3	1	0
BRCA2_chr13_32890586__RPS6KB1_chr17_57987949	64	3	2	12	4	2
BRCA2_chr13_32890586__RRM2_chr2_10262728	15	0	1	0	0	0
BRCA2_chr13_32890586__RRM2_chr2_10262940	15	2	0	2	0	35
BRCA2_chr13_32890586__SETD2_chr3_47142951	2	0	0	2	1	24
BRCA2_chr13_32890586__SETD2_chr3_47205411	28	2	3	16	0	11
BRCA2_chr13_32890586__SMARCB1_chr22_24133993	9	7	1	0	0	29
BRCA2_chr13_32890586__SMO_chr7_128828974	22	32	0	3	1	42
BRCA2_chr13_32890586__SMO_chr7_128845117	1	3	4	0	0	18
BRCA2_chr13_32890586__SRC_chr20_36022600	4	30	12	0	4	34
BRCA2_chr13_32890586__TOP1_chr20_39690055	29	0	0	0	1	1
BRCA2_chr13_32890586__TOP1_chr20_39690109	2	1	0	0	0	0
BRCA2_chr13_32890586__TSC1_chr9_135796748	14	2	4	18	13	21
BRCA2_chr13_32890586__TSC1_chr9_135796796	80	5	2	1	0	31
BRCA2_chr13_32890586__TYMS_chr18_657730	5	120	2	17	1	34
BRCA2_chr13_32890586__TYMS_chr18_659665	2	0	2	22	1	0
BRCA2_chr13_32890586__VEGFA_chr6_43742108	1	0	0	0	0	15
BRCA2_chr13_32890586__VHL_chr3_10183518	38	7	5	1	0	22
BRCA2_chr13_32890586__VHL_chr3_10183773	49	1	3	8	0	7
BRCA2_chr13_32890586__VHL_chr3_10183791	150	1	3	2	0	11
BRCA2_chr13_32890586__WEE1_chr11_9595542	2	1	1	4	0	4
BRCA2_chr13_32912006__ABL1_chr9_133738283	27	2	12	129	705	4
BRCA2_chr13_32912006__ABL1_chr9_133738356	8	4	9	10	3	2
BRCA2_chr13_32912006__ADA_chr20_43257696	96	88	862	3	3	31
BRCA2_chr13_32912006__ADA_chr20_43280245	21	3	4	49	31	44
BRCA2_chr13_32912006__AKT1_chr14_105239609	23	6	4	40	14	53
BRCA2_chr13_32912006__AKT1_chr14_105258968	26	54	265	43	2	19
BRCA2_chr13_32912006__ALK_chr2_29541172	29	2	3	31	2	24
BRCA2_chr13_32912006__ALK_chr2_30143522	24	0	5	2	0	1
BRCA2_chr13_32912006__APC_chr5_112043408	63	173	112	54	62	41
BRCA2_chr13_32912006__APC_chr5_112102023	19	2	6	1	1	53
BRCA2_chr13_32912006__ARID1A_chr1_27022876	2	0	4	11	0	14
BRCA2_chr13_32912006__ARID1A_chr1_27056288	15	15	6	15	1	12
BRCA2_chr13_32912006__ARID2_chr12_46123614	4	1	4	3	1	3
BRCA2_chr13_32912006__ATM_chr11_108098390	184	2	4	47	157	25
BRCA2_chr13_32912006__ATM_chr11_108098402	2	30	1	38	91	14
BRCA2_chr13_32912006__BCL2_chr18_60795945	2	10	13	62	1	6
BRCA2_chr13_32912006__BRAF_chr7_140508787	71	50	13	7	2	36
BRCA2_chr13_32912006__BRCA1_chr17_41276018	2	2	2	0	0	30
BRCA2_chr13_32912006__BRD4_chr19_15376361	4	0	1	2	1	15
BRCA2_chr13_32912006__BRD4_chr19_15376403	8	50	11	55	3	22
BRCA2_chr13_32912006__BRD4_chr19_15383894	3	2	0	1	7	10
BRCA2_chr13_32912006__BTK_chrX_100629565	2	3	0	0	0	0
BRCA2_chr13_32912006__CASP8_chr2_202134297	33	2	1	138	36	46
BRCA2_chr13_32912006__CDH1_chr16_68771300	7	129	28	3	2	72
BRCA2_chr13_32912006__CDH1_chr16_68772255	1	30	30	94	177	4
BRCA2_chr13_32912006__CDK4_chr12_58144705	25	2	6	1	0	7
BRCA2_chr13_32912006__CDK6_chr7_92244474	17	11	2	52	50	28
BRCA2_chr13_32912006__CDK9_chr9_130548409	17	27	6	9	2	27
BRCA2_chr13_32912006__CDK9_chr9_130548998	1	0	0	0	1	1
BRCA2_chr13_32912006__CDK9_chr9_130550235	33	16	3	5	1	25
BRCA2_chr13_32912006__CDKN1B_chr12_12870777	11	1	3	6	0	35
BRCA2_chr13_32912006__CDKN2A_chr9_21994327	5	2	1	1	1	44
BRCA2_chr13_32912006__CHEK1_chr11_125496687	25	1	0	2	0	18
BRCA2_chr13_32912006__CHEK1_chr11_125499147	19	4	3	27	0	14
BRCA2_chr13_32912006__CHEK2_chr22_29085137	26	35	8	6	2	27
BRCA2_chr13_32912006__CHEK2_chr22_29130694	9	12	12	2	1	30
BRCA2_chr13_32912006__DHFR_chr5_79950216	8	29	16	34	4	28
BRCA2_chr13_32912006__DHFR_chr5_79950217	5	62	13	6	2	104
BRCA2_chr13_32912006__EGFR_chr7_55086962	2	1	7	10	0	1
BRCA2_chr13_32912006__EGFR_chr7_55209992	4	2	3	4	0	15
BRCA2_chr13_32912006__ERBB2_chr17_37855800	9	4	1	2	0	31
BRCA2_chr13_32912006__ERBB2_chr17_37868221	9	48	5	11	4	15
BRCA2_chr13_32912006__FGFR2_chr10_123298118	6	3	3	5	1	0
BRCA2_chr13_32912006__FGFR2_chr10_123298215	15	1	2	22	2	7
BRCA2_chr13_32912006__FLT3_chr13_28636172	165	55	69	1	4	115
BRCA2_chr13_32912006__FLT3_chr13_28674643	16	20	11	38	56	85
BRCA2_chr13_32912006__FNTA_chr8_42911471	70	20	23	24	2	2
BRCA2_chr13_32912006__FNTA_chr8_42914260	35	0	0	0	0	12
BRCA2_chr13_32912006__FNTA_chr8_42924781	25	4	6	1	0	38
BRCA2_chr13_32912006__GATA3_chr10_8097612	4	3	3	1	1	23
BRCA2_chr13_32912006__HDAC1_chr1_32757816	6	3	7	11	5	72
BRCA2_chr13_32912006__HDAC1_chr1_32792601	75	0	4	4	2	15
BRCA2_chr13_32912006__HDAC1_chr1_32792637	53	23	7	13	2	86
BRCA2_chr13_32912006__HDAC2_chr6_114267214	4	1	2	7	2	1
BRCA2_chr13_32912006__HDAC2_chr6_114292056	15	3	6	3	0	10
BRCA2_chr13_32912006__HDAC6_chrX_48661385	26	7	4	2	3	36
BRCA2_chr13_32912006__HDAC6_chrX_48674389	6	46	1	0	0	1
BRCA2_chr13_32912006__HSP90AA1_chr14_102605736	75	22	5	83	1	50
BRCA2_chr13_32912006__IGF1R_chr15_99192824	16	54	28	6	1	25
BRCA2_chr13_32912006__IGF1R_chr15_99434807	8	2	5	6	3	28
BRCA2_chr13_32912006__JAK2_chr9_5021970	4	6	1	3	2	3
BRCA2_chr13_32912006__KDM5C_chrX_53241022	33	9	7	6	2	36
BRCA2_chr13_32912006__KDM6A_chrX_44732838	105	3	3	2	1	9
BRCA2_chr13_32912006__KDM6A_chrX_44820616	111	3	9	10	1	16
BRCA2_chr13_32912006__KIT_chr4_55524164	2	10	3	3	0	4
BRCA2_chr13_32912006__KIT_chr4_55524176	37	7	4	18	1	6
BRCA2_chr13_32912006__MAP2K1_chr15_66679721	2	45	8	18	2	56
BRCA2_chr13_32912006__MAP2K1_chr15_66679728	159	183	254	3	3	40
BRCA2_chr13_32912006__MAP2K1_chr15_66679756	7	4	0	31	1	81
BRCA2_chr13_32912006__MAP3K1_chr5_56152485	4	18	2	6	1	62
BRCA2_chr13_32912006__MET_chr7_116340188	7	55	14	33	1	1
BRCA2_chr13_32912006__MLH1_chr3_37035029	27	59	19	3	2	22
BRCA2_chr13_32912006__MLH1_chr3_37038179	106	2	9	19	1	74
BRCA2_chr13_32912006__MSH6_chr2_48018111	71	17	8	17	1	46
BRCA2_chr13_32912006__MSH6_chr2_48018154	68	1	6	3	1	31
BRCA2_chr13_32912006__MTOR_chr1_11317010	63	15	3	46	1	39
BRCA2_chr13_32912006__MTOR_chr1_11319459	3	0	5	1	1	0
BRCA2_chr13_32912006__NonTargetingControlGuideForHuman0362	16	63	13	46	13	92
BRCA2_chr13_32912006__NonTargetingControlGuideForHuman0412	47	13	24	3	1	10
BRCA2_chr13_32912006__PARP1_chr1_226595581	0	34	6	7	0	56
BRCA2_chr13_32912006__PBRM1_chr3_52696257	12	0	1	11	1	34
BRCA2_chr13_32912006__PBRM1_chr3_52702516	45	3	7	2	1	49
BRCA2_chr13_32912006__PBRM1_chr3_52713723	37	1	2	2	0	64
BRCA2_chr13_32912006__PDGFRA_chr4_55129914	38	19	3	4	50	28
BRCA2_chr13_32912006__PIK3CA_chr3_178919070	3	2	5	1	3	20
BRCA2_chr13_32912006__PIK3CA_chr3_178919167	42	2	5	1	3	20
BRCA2_chr13_32912006__PRKDC_chr8_48686398	17	2	14	2	1	4
BRCA2_chr13_32912006__PRKDC_chr8_48686781	17	2	1	47	123	7
BRCA2_chr13_32912006__PRKDC_chr8_48872683	4	5	2	13	1	35
BRCA2_chr13_32912006__PTEN_chr10_89685297	15	4	4	17	1	53
BRCA2_chr13_32912006__RB1_chr13_48934148	2	3	1	0	1	5
BRCA2_chr13_32912006__ROR1_chr1_64240089	10	11	12	2	1	13
BRCA2_chr13_32912006__RPS6KB1_chr17_57987949	186	21	8	21	1	17
BRCA2_chr13_32912006__RRM2_chr2_10262957	89	1	3	0	9	5
BRCA2_chr13_32912006__RUNX1_chr21_36252860	6	2	10	2	0	26
BRCA2_chr13_32912006__RUNX1_chr21_36421144	36	44	9	1	0	0
BRCA2_chr13_32912006__SETD2_chr3_47142972	9	7	5	17	0	7
BRCA2_chr13_32912006__SMAD4_chr18_48573460	58	37	3	0	0	11
BRCA2_chr13_32912006__SMAD4_chr18_48586241	3	18	1	4	2	3
BRCA2_chr13_32912006__SMARCA4_chr19_11094819	28	0	4	11	2	6
BRCA2_chr13_32912006__SMARCA4_chr19_11094851	2	24	14	1	0	6
BRCA2_chr13_32912006__SMARCA4_chr19_11095011	15	17	32	51	0	16
BRCA2_chr13_32912006__SMO_chr7_128828974	37	2	3	2	2	30
BRCA2_chr13_32912006__SMO_chr7_128845081	50	1	5	7	5	8
BRCA2_chr13_32912006__SMO_chr7_128845117	58	223	936	56	14	11
BRCA2_chr13_32912006__SRC_chr20_36012562	2	0	0	6	0	9
BRCA2_chr13_32912006__SRC_chr20_36022600	5	32	27	19	4	56
BRCA2_chr13_32912006__TOP1_chr20_39690055	7	2	2	13	0	2
BRCA2_chr13_32912006__TSC1_chr9_135804256	40	3	1	0	2	6
BRCA2_chr13_32912006__TYMS_chr18_659665	38	42	23	2	1	27
BRCA2_chr13_32912006__VEGFA_chr6_43742108	8	13	0	3	0	5
BRCA2_chr13_32912006__VHL_chr3_10183518	3	1	2	1	1	4
BRCA2_chr13_32914228__ABL1_chr9_133589790	2	2	13	1	0	2
BRCA2_chr13_32914228__ABL1_chr9_133738356	21	33	23	98	25	34
BRCA2_chr13_32914228__ADA_chr20_43280245	18	3	18	70	2	70
BRCA2_chr13_32914228__AKT1_chr14_105239686	24	18	13	18	3	43
BRCA2_chr13_32914228__ALK_chr2_29541171	6	2	0	0	0	2
BRCA2_chr13_32914228__ALK_chr2_29541172	7	142	248	2	3	40
BRCA2_chr13_32914228__APC_chr5_112102933	8	6	2	2	0	0
BRCA2_chr13_32914228__ARID1A_chr1_27056288	46	3	5	6	5	1
BRCA2_chr13_32914228__ARID2_chr12_46205318	9	22	7	6	1	9
BRCA2_chr13_32914228__ATM_chr11_108098350	4	1	0	6	0	2
BRCA2_chr13_32914228__BCL2_chr18_60795945	41	37	32	88	122	29
BRCA2_chr13_32914228__BRAF_chr7_140508787	291	33	11	52	25	54
BRCA2_chr13_32914228__BRAF_chr7_140624501	7	3	5	10	0	103
BRCA2_chr13_32914228__BRCA1_chr17_41276018	7	0	0	2	1	7
BRCA2_chr13_32914228__BRD4_chr19_15383894	1	34	19	31	39	33
BRCA2_chr13_32914228__BTK_chrX_100629565	2	5	1	113	151	1
BRCA2_chr13_32914228__BTK_chrX_100645534	7	19	5	28	4	47
BRCA2_chr13_32914228__CASP8_chr2_202123033	110	7	4	3	3	23
BRCA2_chr13_32914228__CASP8_chr2_202131404	158	135	92	5	9	25
BRCA2_chr13_32914228__CDH1_chr16_68771300	47	6	7	10	1	6
BRCA2_chr13_32914228__CDK9_chr9_130550235	16	2	0	1	2	1
BRCA2_chr13_32914228__CDKN1B_chr12_12870777	4	3	7	23	156	9
BRCA2_chr13_32914228__CDKN1B_chr12_12870931	2	2	1	1	1	0
BRCA2_chr13_32914228__CDKN2A_chr9_21968726	18	9	0	1	1	42
BRCA2_chr13_32914228__CDKN2A_chr9_21994327	26	9	2	1	1	12
BRCA2_chr13_32914228__CHEK2_chr22_29090029	16	6	2	1	0	0
BRCA2_chr13_32914228__CHEK2_chr22_29130694	34	162	26	30	2	65
BRCA2_chr13_32914228__DHFR_chr5_79949819	2	4	4	8	0	12
BRCA2_chr13_32914228__DHFR_chr5_79950216	71	6	12	10	62	7
BRCA2_chr13_32914228__DHFR_chr5_79950217	13	140	173	16	34	42
BRCA2_chr13_32914228__EGFR_chr7_55086962	12	51	3	2	0	21
BRCA2_chr13_32914228__EGFR_chr7_55209986	21	90	102	21	6	19
BRCA2_chr13_32914228__EGFR_chr7_55209992	9	3	3	15	0	12
BRCA2_chr13_32914228__ERBB2_chr17_37868292	27	2	7	8	18	4
BRCA2_chr13_32914228__FGFR2_chr10_123353328	54	24	40	70	1	25
BRCA2_chr13_32914228__FGFR3_chr4_1795736	96	164	19	49	44	62
BRCA2_chr13_32914228__FNTA_chr8_42911471	57	2	3	3	0	18
BRCA2_chr13_32914228__FNTA_chr8_42914260	7	51	11	75	2	23
BRCA2_chr13_32914228__FNTA_chr8_42924781	2	1	3	2	2	0
BRCA2_chr13_32914228__GATA3_chr10_8097612	58	5	1	15	1	10
BRCA2_chr13_32914228__GATA3_chr10_8097722	66	49	115	40	3	4
BRCA2_chr13_32914228__HDAC1_chr1_32792601	18	15	3	1	1	2
BRCA2_chr13_32914228__HDAC1_chr1_32792637	40	3	4	2	2	12
BRCA2_chr13_32914228__HDAC2_chr6_114267214	8	78	218	37	3	41
BRCA2_chr13_32914228__HDAC2_chr6_114292056	70	33	8	2	1	62
BRCA2_chr13_32914228__HSP90AA1_chr14_102552141	296	1	5	1	1	58
BRCA2_chr13_32914228__HSP90AA1_chr14_102605736	6	16	11	3	1	36
BRCA2_chr13_32914228__IGF1R_chr15_99192824	30	56	7	14	0	10
BRCA2_chr13_32914228__JAK2_chr9_5021970	15	3	2	2	1	20
BRCA2_chr13_32914228__JAK2_chr9_5050721	3	5	3	3	1	2
BRCA2_chr13_32914228__JAK2_chr9_5050816	31	3	4	1	0	42
BRCA2_chr13_32914228__KDM5C_chrX_53254068	4	1	5	4	1	14
BRCA2_chr13_32914228__KIT_chr4_55524229	45	3	6	16	7	10
BRCA2_chr13_32914228__MAP2K1_chr15_66679721	22	5	6	60	32	51
BRCA2_chr13_32914228__MAP2K1_chr15_66679728	48	107	24	11	3	1
BRCA2_chr13_32914228__MAP3K1_chr5_56152466	2	15	1	0	0	15
BRCA2_chr13_32914228__MAP3K1_chr5_56152485	22	68	11	14	3	28
BRCA2_chr13_32914228__MET_chr7_116339123	36	41	25	338	2467	13
BRCA2_chr13_32914228__MET_chr7_116340188	1	1	5	4	1	13
BRCA2_chr13_32914228__MSH6_chr2_48010356	4	24	14	88	1	0
BRCA2_chr13_32914228__MSH6_chr2_48018111	9	7	7	10	2	22
BRCA2_chr13_32914228__MTOR_chr1_11317149	19	5	4	24	1	5
BRCA2_chr13_32914228__MTOR_chr1_11319459	73	47	14	0	0	23
BRCA2_chr13_32914228__NF1_chr17_29422308	28	61	7	51	5	42
BRCA2_chr13_32914228__NF1_chr17_29483038	15	2	4	1	0	0
BRCA2_chr13_32914228__NonTargetingControlGuideForHuman0352	12	10	9	29	2	41
BRCA2_chr13_32914228__PARP1_chr1_226578249	5	2	8	5	1	44
BRCA2_chr13_32914228__PARP1_chr1_226578301	16	13	1	13	0	1
BRCA2_chr13_32914228__PARP1_chr1_226595581	8	48	2	25	1	37
BRCA2_chr13_32914228__PBRM1_chr3_52696257	3	1	2	2	0	4
BRCA2_chr13_32914228__PBRM1_chr3_52713723	4	3	26	1	1	8
BRCA2_chr13_32914228__PDGFRA_chr4_55124932	24	92	29	7	3	38
BRCA2_chr13_32914228__PDGFRA_chr4_55124963	13	34	50	29	100	9
BRCA2_chr13_32914228__PIK3CA_chr3_178916614	41	6	5	19	3	22
BRCA2_chr13_32914228__PIK3CA_chr3_178919167	6	1	33	82	40	31
BRCA2_chr13_32914228__PIK3R1_chr5_67522521	21	2	5	24	0	24
BRCA2_chr13_32914228__PRKDC_chr8_48686398	2	16	4	16	1	22
BRCA2_chr13_32914228__PTEN_chr10_89653786	6	0	8	15	1	15
BRCA2_chr13_32914228__PTEN_chr10_89711868	5	2	6	2	1	7
BRCA2_chr13_32914228__RB1_chr13_48936969	5	56	11	1	1	9
BRCA2_chr13_32914228__ROR1_chr1_64240089	7	26	8	2	2	4
BRCA2_chr13_32914228__ROR1_chr1_64240143	11	32	58	2	4	21
BRCA2_chr13_32914228__RPS6KB1_chr17_57987949	52	187	390	4	7	16
BRCA2_chr13_32914228__RRM2_chr2_10262940	40	2	3	28	0	40
BRCA2_chr13_32914228__RRM2_chr2_10262957	4	12	3	0	0	28
BRCA2_chr13_32914228__RUNX1_chr21_36252902	77	13	20	191	220	30
BRCA2_chr13_32914228__RUNX1_chr21_36421144	13	19	4	107	2	87
BRCA2_chr13_32914228__SETD2_chr3_47142951	67	1	4	28	3	47
BRCA2_chr13_32914228__SETD2_chr3_47142972	13	11	2	2	0	12
BRCA2_chr13_32914228__SMAD4_chr18_48573460	49	2	6	0	2	4
BRCA2_chr13_32914228__SMAD4_chr18_48586241	72	31	15	31	2	43
