construct_id	PGP1_MV4_d14_2_S4_trimmed53_len_filtered_counts	PGP1_MV4_d14_1_S3_trimmed53_len_filtered_counts	PGP1_MV4_d3_1_S1_trimmed53_len_filtered_counts	PGP1_MV4_d21_1_S5_trimmed53_len_filtered_counts	PGP1_MV4_d21_2_S6_trimmed53_len_filtered_counts	PGP1_MV4_d3_2_S2_trimmed53_len_filtered_counts	PGP1_MV4_d28_2_S8_trimmed53_len_filtered_counts	PGP1_MV4_d28_1_S7_trimmed53_len_filtered_counts
FBP1_chr9_97401589__ME2_chr18_48422222	198	4225	292	7892	55	353	222	2396
FBP1_chr9_97401589__ME2_chr18_48434448	286	87	306	286	869	607	894	86
FBP1_chr9_97401589__ME2_chr18_48439284	2	0	0	0	2	919	0	0
FBP1_chr9_97401589__NonTargetingControlGuideForHuman0654	2180	2328	217	2423	3654	820	4277	974
FBP1_chr9_97401589__PCK1_chr20_56136482	92	2399	678	4279	591	506	263	2332
FBP1_chr9_97401589__PCK1_chr20_56137848	0	0	543	1	0	57	1	0
FBP1_chr9_97401589__PC_chr11_66638606	26	150	201	71	175	49	96	40
FBP1_chr9_97401589__PC_chr11_66639617	0	0	406	2	0	72	0	0
FBP1_chr9_97401589__PDHA1_chrX_19362137	337	2176	216	3273	362	408	564	1536
FBP1_chr9_97401589__PDHA1_chrX_19364716	527	1	509	1	401	274	453	1
FBP1_chr9_97401589__PDHA1_chrX_19368113	354	471	612	785	520	809	590	585
FBP1_chr9_97401589__PDHA2_chr4_96761315	0	29	272	228	0	310	0	233
FBP1_chr9_97401589__PDHA2_chr4_96761496	1950	442	912	717	2400	1620	3475	151
FBP1_chr9_97401589__PDHB_chr3_58416382	0	4	594	1	0	329	0	0
FBP1_chr9_97401589__PDHB_chr3_58419519	580	1482	1569	1101	287	1266	212	557
FBP1_chr9_97401589__PDHX_chr11_34937907	3992	1272	1276	3854	5775	387	5850	1412
FBP1_chr9_97401589__PDHX_chr11_34938260	805	2	942	0	1035	98	518	0
FBP1_chr9_97401589__PDHX_chr11_34938309	1132	262	849	330	691	1739	820	17
FBP1_chr9_97401589__PFKL_chr21_45719969	2329	13	58	0	1527	256	1104	0
FBP1_chr9_97401589__PFKL_chr21_45730903	357	2	0	2	256	255	66	0
FBP1_chr9_97401589__PFKM_chr12_48528051	1	0	13	0	0	0	0	0
FBP1_chr9_97401589__PFKP_chr10_3109771	0	0	2	1	0	889	0	0
FBP1_chr9_97401589__PGAM1_chr10_99186192	0	0	761	0	1	156	0	0
FBP1_chr9_97401589__PGAM2_chr7_44105108	20	0	621	0	223	771	162	0
FBP1_chr9_97401589__PGD_chr1_10459684	0	0	3	0	1	126	0	0
FBP1_chr9_97401589__PGK1_chrX_77369386	408	1524	1	1633	213	448	205	743
FBP1_chr9_97401589__PGK2_chr6_49753783	794	54	455	112	649	832	279	57
FBP1_chr9_97401589__PGK2_chr6_49753896	463	452	38	776	456	1533	368	281
FBP1_chr9_97401589__PGLS_chr19_17622472	4544	2593	1634	2161	4772	1493	2816	978
FBP1_chr9_97401589__PKLR_chr1_155264347	124	117	514	189	31	744	2	93
FBP1_chr9_97401589__PKLR_chr1_155264502	0	1914	1	3354	0	103	1	1777
FBP1_chr9_97401589__PKM_chr15_72492804	263	1	61	0	127	543	35	0
FBP1_chr9_97401589__PKM_chr15_72523284	3115	250	432	379	2276	1418	2286	298
FBP1_chr9_97401589__RPE_chr2_210880741	0	652	724	813	7	1735	2	424
FBP1_chr9_97401589__RPIA_chr2_88991246	221	145	22	253	154	15	210	160
FBP1_chr9_97401589__TALDO1_chr11_747467	179	0	0	0	18	0	1	1
FBP1_chr9_97401589__TALDO1_chr11_755880	1127	0	0	1	1133	502	1456	1
FBP1_chr9_97401589__TKT_chr3_53263054	404	177	780	26	229	443	164	15
FBP1_chr9_97401589__TPI1_chr12_6976607	12	0	535	9	7	526	5	0
FBP1_chr9_97401589__TPI1_chr12_6976775	317	0	621	0	284	114	25	0
FBP2_chr9_97333794__ALDOA_chr16_30078215	5	196	679	201	3	924	0	70
FBP2_chr9_97333794__ALDOB_chr9_104188886	1639	73	484	0	1816	620	1329	1
FBP2_chr9_97333794__ALDOB_chr9_104188893	213	0	0	0	233	1011	274	0
FBP2_chr9_97333794__ALDOB_chr9_104193156	1	0	568	0	0	836	0	0
FBP2_chr9_97333794__ALDOC_chr17_26901140	31	247	733	222	55	791	4	17
FBP2_chr9_97333794__ALDOC_chr17_26901145	0	0	200	0	1	195	0	0
FBP2_chr9_97333794__DLAT_chr11_111896198	0	0	2	1	0	595	1	0
FBP2_chr9_97333794__DLD_chr7_107533653	0	252	151	68	0	443	0	12
FBP2_chr9_97333794__ENO1_chr1_8930510	71	0	747	0	3	614	0	1
FBP2_chr9_97333794__ENO3_chr17_4855147	0	486	135	613	1	61	1	272
FBP2_chr9_97333794__ENO3_chr17_4856118	0	320	455	428	0	730	0	341
FBP2_chr9_97333794__FBP1_chr9_97369211	0	0	0	0	0	160	0	0
FBP2_chr9_97333794__G6PC_chr17_41055970	0	0	0	0	0	236	0	0
FBP2_chr9_97333794__G6PD_chrX_153775081	39	236	1032	104	116	970	33	25
FBP2_chr9_97333794__GAPDHS_chr19_36024416	4890	2861	453	2014	5889	744	3232	1152
FBP2_chr9_97333794__GAPDHS_chr19_36027769	0	0	351	0	0	142	0	0
FBP2_chr9_97333794__GAPDHS_chr19_36027833	0	0	208	0	0	192	0	0
FBP2_chr9_97333794__GAPDH_chr12_6644017	1	0	175	0	0	29	0	0
FBP2_chr9_97333794__GAPDH_chr12_6645859	1	0	520	0	0	140	0	0
FBP2_chr9_97333794__GAPDH_chr12_6645947	358	0	3	0	4	223	0	0
FBP2_chr9_97333794__GCK_chr7_44189577	0	0	0	0	0	0	0	0
FBP2_chr9_97333794__GOT1_chr10_101163300	0	101	228	1217	0	441	0	487
FBP2_chr9_97333794__GOT2_chr16_58752127	0	0	822	1	0	141	0	0
FBP2_chr9_97333794__GOT2_chr16_58768033	632	578	532	918	620	125	497	214
FBP2_chr9_97333794__H6PD_chr1_9300071	52	1	173	0	0	628	0	0
FBP2_chr9_97333794__H6PD_chr1_9305432	97	1	786	0	1	229	0	2
FBP2_chr9_97333794__HK1_chr10_71048505	0	0	479	0	0	145	0	0
FBP2_chr9_97333794__HK1_chr10_71048517	5447	96	2	15	5836	792	5711	12
FBP2_chr9_97333794__HK3_chr5_176318055	1	19	0	48	0	276	1	0
FBP2_chr9_97333794__HK3_chr5_176318178	0	0	0	0	0	203	0	0
FBP2_chr9_97333794__LDHAL6B_chr15_59499219	1325	1	1013	3	2397	138	2432	3
FBP2_chr9_97333794__LDHAL6B_chr15_59499223	0	1	513	1	1	254	0	0
FBP2_chr9_97333794__LDHAL6B_chr15_59499236	734	0	372	0	1353	500	1047	0
FBP2_chr9_97333794__LDHA_chr11_18418076	0	0	315	1	0	154	0	0
FBP2_chr9_97333794__LDHB_chr12_21795002	149	1	0	0	138	0	119	0
FBP2_chr9_97333794__LDHC_chr11_18436754	202	0	240	0	574	0	761	0
FBP2_chr9_97333794__MDH1_chr2_63816486	0	19	262	1	0	0	0	4
FBP2_chr9_97333794__MDH2_chr7_75677504	0	0	0	0	0	0	1	0
FBP2_chr9_97333794__ME1_chr6_83947513	44	1117	627	3682	138	312	284	1566
FBP2_chr9_97333794__ME1_chr6_83947541	1657	303	472	434	1248	442	1358	132
FBP2_chr9_97333794__ME1_chr6_84140670	0	0	0	0	0	306	0	0
FBP2_chr9_97333794__ME2_chr18_48439284	1	139	207	23	1	521	0	0
FBP2_chr9_97333794__NonTargetingControlGuideForHuman0654	172	251	286	1030	346	407	406	294
FBP2_chr9_97333794__PCK1_chr20_56137238	710	150	1466	349	1099	867	505	126
FBP2_chr9_97333794__PC_chr11_66638606	0	0	0	2	1	131	0	0
FBP2_chr9_97333794__PC_chr11_66638653	0	0	67	1	0	472	0	1
FBP2_chr9_97333794__PC_chr11_66639617	0	0	287	0	0	791	0	0
FBP2_chr9_97333794__PDHA1_chrX_19368113	149	17	477	0	17	169	1	0
FBP2_chr9_97333794__PDHA2_chr4_96761286	29	87	322	208	92	294	48	36
FBP2_chr9_97333794__PDHB_chr3_58416382	1	0	0	0	0	87	0	0
FBP2_chr9_97333794__PDHB_chr3_58419519	847	243	1142	147	240	494	228	136
FBP2_chr9_97333794__PDHX_chr11_34937907	404	339	323	242	204	731	149	131
FBP2_chr9_97333794__PDHX_chr11_34938260	1738	1	0	0	2003	728	2064	0
FBP2_chr9_97333794__PFKL_chr21_45719969	0	0	0	1	0	0	0	0
FBP2_chr9_97333794__PFKL_chr21_45726628	122	52	0	0	116	179	79	0
FBP2_chr9_97333794__PFKL_chr21_45730903	0	8	374	0	1	209	1	0
FBP2_chr9_97333794__PFKM_chr12_48528051	0	0	0	0	0	0	2	0
FBP2_chr9_97333794__PFKP_chr10_3124584	555	631	1593	272	0	1485	4	68
FBP2_chr9_97333794__PFKP_chr10_3124604	0	0	245	1	0	356	0	0
FBP2_chr9_97333794__PGAM1_chr10_99186190	1	0	0	0	0	378	0	0
FBP2_chr9_97333794__PGAM1_chr10_99186191	0	1	286	0	1	1	0	1
FBP2_chr9_97333794__PGAM2_chr7_44102518	0	12	0	0	0	411	0	0
FBP2_chr9_97333794__PGD_chr1_10459752	73	1	14	0	226	279	254	0
FBP2_chr9_97333794__PGK1_chrX_77369291	0	0	0	0	0	287	0	0
FBP2_chr9_97333794__PGK1_chrX_77369316	251	10	69	57	32	675	32	0
FBP2_chr9_97333794__PGK2_chr6_49753896	142	1	154	0	131	504	22	0
FBP2_chr9_97333794__PGLS_chr19_17628116	0	0	0	0	0	371	0	0
FBP2_chr9_97333794__PKLR_chr1_155271174	249	156	596	239	173	663	72	191
FBP2_chr9_97333794__PKM_chr15_72523284	285	98	130	143	91	822	287	0
FBP2_chr9_97333794__RPE_chr2_210874447	0	0	0	0	0	421	0	1
FBP2_chr9_97333794__RPE_chr2_210880741	0	8	158	2	1	423	0	0
FBP2_chr9_97333794__RPIA_chr2_88991199	0	0	90	0	0	79	0	0
FBP2_chr9_97333794__TALDO1_chr11_747467	35	0	168	0	0	201	0	0
FBP2_chr9_97333794__TALDO1_chr11_755880	149	39	78	28	47	209	219	0
FBP2_chr9_97333794__TPI1_chr12_6976607	28	7	540	73	8	769	0	0
FBP2_chr9_97333794__TPI1_chr12_6976775	0	1	87	0	0	266	0	0
FBP2_chr9_97333804__ALDOA_chr16_30078583	0	0	121	0	0	241	0	0
FBP2_chr9_97333804__ALDOC_chr17_26901140	2	1	274	0	1	871	1	1
FBP2_chr9_97333804__ALDOC_chr17_26902525	178	0	0	1	265	439	381	0
FBP2_chr9_97333804__DLAT_chr11_111899333	78	0	52	0	347	0	467	0
FBP2_chr9_97333804__DLD_chr7_107531707	5471	80	768	124	2770	621	1075	42
FBP2_chr9_97333804__DLD_chr7_107533653	6248	733	1	536	5180	535	1727	477
FBP2_chr9_97333804__ENO1_chr1_8930510	0	0	221	0	0	605	0	0
FBP2_chr9_97333804__ENO2_chr12_7024987	0	0	142	0	0	140	0	0
FBP2_chr9_97333804__ENO3_chr17_4855147	452	200	16	123	391	328	80	42
FBP2_chr9_97333804__FBP1_chr9_97369211	680	1	78	1	109	156	240	0
FBP2_chr9_97333804__FBP1_chr9_97401589	470	18	346	0	270	413	368	0
FBP2_chr9_97333804__G6PC_chr17_41052917	62	0	157	0	0	159	0	0
FBP2_chr9_97333804__G6PD_chrX_153775081	441	204	1039	502	494	145	489	236
FBP2_chr9_97333804__GAPDHS_chr19_36024416	121	519	367	1474	0	508	2	493
FBP2_chr9_97333804__GAPDHS_chr19_36027769	2	195	573	194	0	196	0	112
FBP2_chr9_97333804__GOT1_chr10_101163300	671	0	0	0	270	195	264	0
FBP2_chr9_97333804__GOT1_chr10_101165936	0	0	56	0	1	225	0	0
FBP2_chr9_97333804__GOT1_chr10_101190319	6	0	220	1	0	0	0	0
FBP2_chr9_97333804__GOT2_chr16_58750621	279	49	503	9	216	570	63	13
FBP2_chr9_97333804__HK1_chr10_71048505	421	151	310	94	855	612	516	94
FBP2_chr9_97333804__HK1_chr10_71048517	685	249	251	154	1197	550	1762	135
FBP2_chr9_97333804__HK3_chr5_176318055	0	1	0	0	0	103	0	0
FBP2_chr9_97333804__LDHAL6B_chr15_59499223	67	31	461	187	0	1166	0	137
FBP2_chr9_97333804__LDHAL6B_chr15_59499236	0	62	693	86	0	449	0	33
FBP2_chr9_97333804__LDHA_chr11_18418076	0	479	0	453	0	308	0	218
FBP2_chr9_97333804__LDHA_chr11_18418383	174	145	371	0	495	726	333	1
FBP2_chr9_97333804__LDHB_chr12_21796959	0	0	220	1	0	1	0	0
FBP2_chr9_97333804__LDHC_chr11_18434337	0	0	23	0	60	706	57	0
FBP2_chr9_97333804__MDH1_chr2_63816486	0	0	0	0	0	0	0	0
FBP2_chr9_97333804__MDH2_chr7_75677504	0	0	135	0	0	64	0	0
FBP2_chr9_97333804__MDH2_chr7_75687297	1	66	676	31	0	195	0	13
FBP2_chr9_97333804__ME1_chr6_83947541	7	0	0	0	0	68	2	0
FBP2_chr9_97333804__ME2_chr18_48439284	0	0	591	0	0	408	0	0
FBP2_chr9_97333804__NonTargetingControlGuideForHuman0039	183	0	655	0	167	385	43	0
FBP2_chr9_97333804__NonTargetingControlGuideForHuman0095	14	6	115	6	1	618	1	3
FBP2_chr9_97333804__PCK1_chr20_56136482	359	0	85	0	18	185	0	0
FBP2_chr9_97333804__PCK1_chr20_56137848	150	0	0	0	209	599	277	0
FBP2_chr9_97333804__PC_chr11_66638653	83	0	158	2	18	632	10	0
FBP2_chr9_97333804__PC_chr11_66639617	1	0	148	1	0	0	0	1
FBP2_chr9_97333804__PDHA1_chrX_19362137	0	0	0	0	1	507	0	0
FBP2_chr9_97333804__PDHA1_chrX_19364716	2314	59	1215	208	2716	1028	2423	168
FBP2_chr9_97333804__PDHA1_chrX_19368113	767	85	515	0	1350	755	1142	1
FBP2_chr9_97333804__PDHA2_chr4_96761286	0	0	48	0	44	154	90	0
FBP2_chr9_97333804__PDHA2_chr4_96761315	0	0	0	0	0	0	0	0
FBP2_chr9_97333804__PDHA2_chr4_96761496	48	148	243	78	100	660	143	42
FBP2_chr9_97333804__PDHB_chr3_58416382	112	0	153	0	0	408	0	0
FBP2_chr9_97333804__PDHB_chr3_58416562	0	0	175	0	0	604	0	0
FBP2_chr9_97333804__PDHB_chr3_58419519	0	167	938	275	0	917	0	127
FBP2_chr9_97333804__PDHX_chr11_34937907	1	733	230	477	0	56	0	100
FBP2_chr9_97333804__PDHX_chr11_34938260	0	0	155	0	0	372	1	0
FBP2_chr9_97333804__PDHX_chr11_34938309	440	1413	391	1699	93	503	183	644
FBP2_chr9_97333804__PFKL_chr21_45726628	712	1	0	2	825	171	1287	0
FBP2_chr9_97333804__PFKM_chr12_48501200	52	1043	382	3709	3	943	3	1603
FBP2_chr9_97333804__PFKM_chr12_48501913	0	0	0	0	0	0	0	0
FBP2_chr9_97333804__PFKM_chr12_48528051	0	0	3	0	0	752	0	0
FBP2_chr9_97333804__PFKP_chr10_3124604	158	3180	0	8686	123	213	26	3200
FBP2_chr9_97333804__PGAM2_chr7_44102518	0	0	386	0	2	75	0	0
FBP2_chr9_97333804__PGD_chr1_10459156	39	188	523	290	1	853	103	254
FBP2_chr9_97333804__PGD_chr1_10459684	28	0	502	0	45	586	0	0
FBP2_chr9_97333804__PGD_chr1_10459752	0	0	0	0	0	131	0	0
FBP2_chr9_97333804__PGK1_chrX_77369291	0	54	798	331	1	927	0	62
FBP2_chr9_97333804__PGK1_chrX_77369386	1	734	541	856	0	224	0	287
FBP2_chr9_97333804__PKLR_chr1_155271174	18	247	697	828	89	575	236	282
FBP2_chr9_97333804__PKM_chr15_72492804	25	0	490	0	0	54	0	0
FBP2_chr9_97333804__PKM_chr15_72492920	49	1653	487	2088	55	1003	2	557
FBP2_chr9_97333804__PKM_chr15_72523284	1690	22	395	17	1273	115	1427	8
FBP2_chr9_97333804__RPE_chr2_210867486	0	3	0	7	0	2	0	1
FBP2_chr9_97333804__RPE_chr2_210874447	0	0	0	0	0	0	0	0
FBP2_chr9_97333804__RPE_chr2_210880741	280	2530	799	1882	247	499	210	639
FBP2_chr9_97333804__RPIA_chr2_88991329	948	8	148	0	573	1066	284	1
FBP2_chr9_97333804__TALDO1_chr11_747467	0	0	0	0	0	0	0	0
FBP2_chr9_97333804__TKT_chr3_53263293	1269	3	27	2	2296	310	2164	4
FBP2_chr9_97333804__TKT_chr3_53289952	716	0	0	0	1177	509	1646	0
FBP2_chr9_97333804__TPI1_chr12_6976607	181	0	761	0	518	120	689	0
FBP2_chr9_97333804__TPI1_chr12_6976775	0	204	396	26	0	221	0	4
FBP2_chr9_97333804__TPI1_chr12_6976836	0	2	1	33	0	83	0	134
FBP2_chr9_97355949__ALDOA_chr16_30078583	1431	1861	1039	4603	753	654	605	1540
FBP2_chr9_97355949__ALDOC_chr17_26901140	4788	947	886	2123	4534	1118	2922	618
FBP2_chr9_97355949__ALDOC_chr17_26902525	1268	444	1102	1070	900	1250	865	362
FBP2_chr9_97355949__DLAT_chr11_111899333	4632	392	170	318	2767	451	2720	140
FBP2_chr9_97355949__DLD_chr7_107531707	865	1411	151	3933	618	910	704	2074
FBP2_chr9_97355949__DLD_chr7_107533653	88	16	26	1	116	110	58	0
FBP2_chr9_97355949__ENO1_chr1_8930510	1704	460	2398	258	1124	1275	802	17
FBP2_chr9_97355949__ENO2_chr12_7024987	136	208	190	230	135	1066	46	41
FBP2_chr9_97355949__ENO3_chr17_4855147	3367	1944	844	2585	3519	988	2619	900
FBP2_chr9_97355949__FBP1_chr9_97369211	144	0	78	0	106	395	237	0
FBP2_chr9_97355949__FBP1_chr9_97401589	1587	1357	752	1488	1244	692	859	798
FBP2_chr9_97355949__G6PC_chr17_41052917	0	0	1	0	0	224	0	0
FBP2_chr9_97355949__G6PD_chrX_153775081	801	504	684	885	925	666	615	352
FBP2_chr9_97355949__GAPDHS_chr19_36024416	978	4218	723	3564	689	2172	392	1525
FBP2_chr9_97355949__GAPDHS_chr19_36027769	796	235	0	498	767	1055	402	151
FBP2_chr9_97355949__GAPDH_chr12_6644017	468	336	664	289	282	126	333	141
FBP2_chr9_97355949__GOT1_chr10_101163300	547	284	670	1210	953	427	820	339
FBP2_chr9_97355949__GOT1_chr10_101165936	898	783	909	852	535	460	117	419
FBP2_chr9_97355949__GOT1_chr10_101190319	3779	34	278	189	2145	911	1905	88
FBP2_chr9_97355949__GOT2_chr16_58750621	1681	1941	1337	3296	733	1573	698	1921
FBP2_chr9_97355949__GOT2_chr16_58752127	936	1368	460	2253	551	2116	702	1070
FBP2_chr9_97355949__GOT2_chr16_58768033	145	158	269	167	84	810	10	129
FBP2_chr9_97355949__HK1_chr10_71048505	356	41	467	48	413	1274	384	23
FBP2_chr9_97355949__HK1_chr10_71048517	3324	1376	1334	2272	5524	2728	4934	1272
FBP2_chr9_97355949__HK3_chr5_176318055	190	2371	577	1759	405	954	506	624
FBP2_chr9_97355949__HK3_chr5_176323146	8564	439	1306	1085	6408	955	5672	438
FBP2_chr9_97355949__LDHAL6B_chr15_59499223	1011	1371	483	2545	945	582	646	677
FBP2_chr9_97355949__LDHAL6B_chr15_59499236	0	0	325	0	1	352	5	0
FBP2_chr9_97355949__LDHA_chr11_18418076	1185	422	1	639	3124	578	2613	163
FBP2_chr9_97355949__LDHA_chr11_18418383	262	547	408	320	115	572	72	84
FBP2_chr9_97355949__LDHC_chr11_18434337	185	654	384	1184	312	1890	485	585
FBP2_chr9_97355949__MDH1_chr2_63816486	3372	4168	213	7477	3830	741	3462	3349
FBP2_chr9_97355949__MDH2_chr7_75677504	382	0	224	0	73	498	233	0
FBP2_chr9_97355949__MDH2_chr7_75687297	538	2850	2264	4459	652	2999	408	2030
FBP2_chr9_97355949__ME1_chr6_83947541	5575	596	1133	513	7197	1055	6453	344
FBP2_chr9_97355949__ME2_chr18_48439284	51	111	690	795	117	589	44	210
FBP2_chr9_97355949__NonTargetingControlGuideForHuman0039	1778	1502	803	2291	2063	696	2230	964
FBP2_chr9_97355949__NonTargetingControlGuideForHuman0095	3194	1400	2017	2289	6256	1916	6377	1240
FBP2_chr9_97355949__PCK1_chr20_56136482	3036	2271	2508	2606	1866	2279	1573	629
FBP2_chr9_97355949__PCK1_chr20_56137238	1381	1636	1630	2536	437	1370	368	894
FBP2_chr9_97355949__PCK1_chr20_56137848	0	1	211	1	0	386	1	0
FBP2_chr9_97355949__PC_chr11_66638653	507	242	1116	228	473	1281	365	40
FBP2_chr9_97355949__PC_chr11_66639617	208	165	176	295	67	156	38	28
FBP2_chr9_97355949__PDHA1_chrX_19362137	548	1894	292	2319	896	480	984	953
FBP2_chr9_97355949__PDHA1_chrX_19364716	3029	1792	534	2397	2764	1730	1539	779
FBP2_chr9_97355949__PDHA1_chrX_19368113	685	437	764	210	704	494	458	212
FBP2_chr9_97355949__PDHA2_chr4_96761286	131	17	339	0	22	493	77	0
FBP2_chr9_97355949__PDHA2_chr4_96761315	2096	256	453	58	2824	998	3216	23
FBP2_chr9_97355949__PDHA2_chr4_96761496	1213	3178	816	5889	697	3352	694	2140
FBP2_chr9_97355949__PDHB_chr3_58416382	575	69	676	292	942	1220	818	5
FBP2_chr9_97355949__PDHB_chr3_58416562	336	172	525	484	105	314	23	40
FBP2_chr9_97355949__PDHB_chr3_58419519	5277	2005	2777	4038	6615	1736	5699	1491
FBP2_chr9_97355949__PDHX_chr11_34937907	767	2646	1172	3694	189	847	212	2127
FBP2_chr9_97355949__PDHX_chr11_34938260	2257	85	193	251	2115	902	2318	134
FBP2_chr9_97355949__PDHX_chr11_34938309	1163	3150	1451	2803	633	1769	431	993
FBP2_chr9_97355949__PFKL_chr21_45726628	383	231	608	186	301	620	177	59
FBP2_chr9_97355949__PFKM_chr12_48501200	3525	1305	693	2689	3561	1303	2974	988
FBP2_chr9_97355949__PFKM_chr12_48501913	759	1622	682	4191	488	1266	358	1840
FBP2_chr9_97355949__PFKM_chr12_48528051	0	0	266	0	1	159	0	1
FBP2_chr9_97355949__PFKP_chr10_3124604	5258	1207	2070	1683	4575	466	4732	1027
FBP2_chr9_97355949__PGAM2_chr7_44102518	0	2	382	0	0	691	0	0
FBP2_chr9_97355949__PGD_chr1_10459156	1003	396	1340	1112	1033	1261	575	594
FBP2_chr9_97355949__PGD_chr1_10459684	48	2366	1045	2961	4	1107	3	772
FBP2_chr9_97355949__PGD_chr1_10459752	711	1618	1294	2484	282	527	242	1371
FBP2_chr9_97355949__PGK1_chrX_77369291	24	383	648	343	13	375	34	22
FBP2_chr9_97355949__PGK1_chrX_77369386	308	854	64	2525	441	743	386	1377
FBP2_chr9_97355949__PGLS_chr19_17628116	400	126	217	0	286	593	273	0
FBP2_chr9_97355949__PKLR_chr1_155271174	237	902	2489	1077	158	1211	299	281
FBP2_chr9_97355949__PKM_chr15_72492804	1281	420	591	328	1124	1379	505	173
FBP2_chr9_97355949__PKM_chr15_72492920	6469	3070	2812	2194	3816	2440	3375	790
FBP2_chr9_97355949__PKM_chr15_72523284	116	696	223	1164	43	287	2	349
FBP2_chr9_97355949__RPE_chr2_210867486	474	1019	218	4324	1	0	18	1350
FBP2_chr9_97355949__RPE_chr2_210880741	2059	4439	1161	4474	5553	2221	9285	1319
FBP2_chr9_97355949__RPIA_chr2_88991199	488	940	619	744	688	464	820	239
FBP2_chr9_97355949__RPIA_chr2_88991329	748	1207	700	841	496	1289	529	423
FBP2_chr9_97355949__TALDO1_chr11_747467	487	773	582	1786	528	647	463	556
FBP2_chr9_97355949__TKT_chr3_53289952	178	427	1204	291	171	827	193	136
FBP2_chr9_97355949__TPI1_chr12_6976607	308	861	819	2051	104	922	1	544
FBP2_chr9_97355949__TPI1_chr12_6976775	12	0	373	1	14	1	0	0
FBP2_chr9_97355949__TPI1_chr12_6976836	341	9	632	34	398	313	437	1
G6PC_chr17_41052917__ALDOA_chr16_30078215	1	227	509	118	1	1250	0	100
G6PC_chr17_41052917__ALDOA_chr16_30078583	0	0	277	0	0	286	0	0
G6PC_chr17_41052917__ALDOA_chr16_30078641	0	0	0	0	0	12	0	0
G6PC_chr17_41052917__ALDOB_chr9_104188893	0	0	337	0	0	69	0	0
G6PC_chr17_41052917__ALDOC_chr17_26901140	2	239	371	207	0	225	1	211
G6PC_chr17_41052917__ALDOC_chr17_26901145	0	1	437	1	0	451	0	0
G6PC_chr17_41052917__ALDOC_chr17_26902525	0	0	351	1	0	0	0	0
G6PC_chr17_41052917__DLAT_chr11_111896198	0	0	92	1	0	640	0	0
G6PC_chr17_41052917__DLD_chr7_107533699	0	0	13	0	0	229	0	0
G6PC_chr17_41052917__ENO1_chr1_8928068	0	0	0	0	0	0	0	0
G6PC_chr17_41052917__ENO1_chr1_8930510	0	42	429	0	0	399	2	0
G6PC_chr17_41052917__ENO1_chr1_8934907	0	0	144	0	0	0	0	0
G6PC_chr17_41052917__ENO2_chr12_7024987	0	0	13	0	0	275	0	0
G6PC_chr17_41052917__ENO2_chr12_7025605	278	452	358	167	113	796	67	39
G6PC_chr17_41052917__ENO2_chr12_7025649	444	0	0	0	0	197	58	0
G6PC_chr17_41052917__ENO3_chr17_4856118	267	0	300	0	221	233	115	0
G6PC_chr17_41052917__ENO3_chr17_4856126	0	0	376	0	0	1	0	0
G6PC_chr17_41052917__FBP1_chr9_97369115	8	0	328	0	0	538	0	0
G6PC_chr17_41052917__FBP1_chr9_97401589	236	1	304	0	0	628	0	1
G6PC_chr17_41052917__FBP2_chr9_97333794	25	0	288	0	20	90	0	0
G6PC_chr17_41052917__G6PD_chrX_153760877	0	0	457	0	0	124	0	0
G6PC_chr17_41052917__G6PD_chrX_153760901	0	0	0	0	0	112	0	0
G6PC_chr17_41052917__G6PD_chrX_153775081	503	593	649	313	68	191	108	233
G6PC_chr17_41052917__GAPDHS_chr19_36024416	482	7	271	1	241	695	110	0
G6PC_chr17_41052917__GAPDH_chr12_6644017	0	0	480	0	0	66	0	0
G6PC_chr17_41052917__GAPDH_chr12_6645859	0	0	0	0	0	274	0	0
G6PC_chr17_41052917__GCK_chr7_44189603	0	0	58	0	0	9	0	0
G6PC_chr17_41052917__GOT2_chr16_58752127	0	0	105	0	0	248	0	0
G6PC_chr17_41052917__H6PD_chr1_9305104	0	1610	1	968	0	0	0	429
G6PC_chr17_41052917__H6PD_chr1_9305432	98	0	0	0	0	767	45	0
G6PC_chr17_41052917__HK1_chr10_71048482	317	23	602	103	21	522	61	176
G6PC_chr17_41052917__HK1_chr10_71048505	797	655	239	1014	396	656	337	311
G6PC_chr17_41052917__HK2_chr2_75061761	0	0	977	0	1	922	0	0
G6PC_chr17_41052917__HK3_chr5_176318055	0	0	1	0	0	333	0	0
G6PC_chr17_41052917__HK3_chr5_176318178	0	0	0	0	0	0	0	0
G6PC_chr17_41052917__HK3_chr5_176323146	0	19	206	0	0	718	0	0
G6PC_chr17_41052917__LDHAL6B_chr15_59499236	0	0	40	0	0	118	0	0
G6PC_chr17_41052917__LDHA_chr11_18418383	0	36	475	234	0	394	0	4
G6PC_chr17_41052917__LDHB_chr12_21795002	0	0	601	0	0	147	0	0
G6PC_chr17_41052917__LDHC_chr11_18436748	1	3414	802	6849	2	1427	5	4216
G6PC_chr17_41052917__LDHC_chr11_18436754	145	2	281	0	37	259	19	0
G6PC_chr17_41052917__MDH1_chr2_63821628	916	0	198	0	1836	715	1045	0
G6PC_chr17_41052917__MDH2_chr7_75686735	0	0	268	0	0	395	0	0
G6PC_chr17_41052917__MDH2_chr7_75687297	0	1	275	0	0	629	0	0
G6PC_chr17_41052917__ME1_chr6_83947513	1541	0	621	0	769	0	334	0
